순번,회사명,대표자명,공장대표주소(도로명),공장대표주소(지번),대표업종번호,업종번호,업종명,행정기관,등록일,종업원수,생산품
80,(주)새서울씨앤씨,이윤화,경기도 여주시 산북면 광여로 1225-16,경기도 여주시 산북면 상품리 48-21번지,25111,"25111, ","금속 문, 창, 셔터 및 관련제품 제조업",경기도 여주시,2018-12-17,10,"샤시, 창호"
87,(주)서진강재,조현춘,경기도 여주시 가남읍 가남로 409-5 외 1필지,경기도 여주시 가남읍 양귀리 461-8번지 외 1필지,25111,"25111, ","금속 문, 창, 셔터 및 관련제품 제조업",경기도 여주시,2017-04-20,6,샷시보강재
162,(주)윈스텍,강태룡,경기도 여주시 강천면 강문로 694,경기도 여주시 강천면 간매리 502-1,25111,"25111, ","금속 문, 창, 셔터 및 관련제품 제조업",경기도 여주시,2022-01-18,7,샤시
202,(주)창성인더스트리,임백종,경기도 여주시 대신면 여양로 697 외 1필지,경기도 여주시 대신면 천남리 58-2번지 외 1필지,25111,"25111, ","금속 문, 창, 셔터 및 관련제품 제조업",경기도 여주시,2002-10-22,10,각종 철문
662,주식회사 티에스엠,이원석,경기도 여주시 가남읍 가여로 122,경기도 여주시 가남읍 안금리 586-2번지,25111,"25111, ","금속 문, 창, 셔터 및 관련제품 제조업",경기도 여주시,2023-03-31,5,"알루미늄 창호, 금속 구조물"
119,(주)아이랩,강한진,경기도 여주시 흥천면 남산로 575,경기도 여주시 흥천면 하다리 17-1번지,32091,"32091, 27199, 27213, 27219, 32029",금속 가구 제조업 외 4 종,경기도 여주시,2019-10-11,4,"실험대, 국소배기장치, 배기형시약장, 이화학기기"
772,해람,김금자,경기도 여주시 흥천면 다리고삿길 7-25,경기도 여주시 흥천면 상대리 90-1번지,32091,"32091, 32029, 32099",금속 가구 제조업 외 2 종,경기도 여주시,2020-11-05,4,"의자(금속,플라스틱)"
182,(주)일우섬유,유삼순,경기도 여주시 던드레길 105 (멱곡동),경기도 여주시 멱곡동 453-2번지,32199,"32199, ",그외기타전자부품제조업,경기도 여주시,2001-12-11,56,전자직접회로
145,(주)영진화학,정택성,경기도 여주시 던드레길 26-25 (멱곡동),경기도 여주시 멱곡동 412-12번지,22299,"22299, ",그 외 기타 플라스틱 제품 제조업,경기도 여주시,2015-04-20,5,"케이블박스, 방독면 부품 등"
342,닥터프린트,유병욱,경기도 여주시 강천면 곱새기로 24-40,경기도 여주시 강천면 간매리 555-6번지,22299,"22299, ",그 외 기타 플라스틱 제품 제조업,경기도 여주시,2017-09-15,10,그래픽 패널
524,씨앤테크(주),차재정,경기도 여주시 강천면 곱새기로 24-38,경기도 여주시 강천면 간매리 555-7번지,22299,"22299, ",그 외 기타 플라스틱 제품 제조업,경기도 여주시,2013-02-19,32,"플라스틱 컵, 리드 외 진공제품"
717,크린엎,유병호,경기도 여주시 점동면 성주로 634-15,경기도 여주시 점동면 성신리 240-4번지,22299,"22299, ",그 외 기타 플라스틱 제품 제조업,경기도 여주시,2025-03-12,11,"PE원단, 위생장갑, 위생백, 위생롤백"
121,(주)아이피에스코리아,박태완,경기도 여주시 가남읍 경충대로 1473-42 외 1필지,경기도 여주시 가남읍 신해리 657-4번지 외 1필지,29299,"29299, 29261",그 외 기타 특수목적용 기계 제조업 외 1 종,경기도 여주시,2012-12-05,15,수축포장기계
353,대성가마공업,안남수,경기도 여주시 여양로 372-14 (오학동),경기도 여주시 오학동 124-2 번지,29299,"29299, 29261",그 외 기타 특수목적용 기계 제조업 외 1 종,경기도 여주시,2011-05-02,5,요업기계
382,동성엔지니어링,이정훈,경기도 여주시 세종대왕면 월평로 562-36 외 2필지,경기도 여주시 세종대왕면 광대리 432-6 외 2필지,29299,"29299, 29261",그 외 기타 특수목적용 기계 제조업 외 1 종,경기도 여주시,2012-01-30,6,산업용기계
450,삼성요업기계,신영식,경기도 여주시 북내면 도예로 330 외 1필지,경기도 여주시 북내면 신남리 193-3번지 외 1필지,29299,"29299, 29261",그 외 기타 특수목적용 기계 제조업 외 1 종,경기도 여주시,2018-08-31,0,요업용기계
503,쇼먼트,김나리,경기도 여주시 흥천면 방죽안길 28-9,경기도 여주시 흥천면 신근리 654번지,29299,"29299, ",그 외 기타 특수목적용 기계 제조업,경기도 여주시,2022-03-17,1,무대세트
196,(주)지제이,김규종,경기도 여주시 점동면 성주로 672 외 1필지,경기도 여주시 점동면 성신리 221-2 외 1필지,17909,"17909, ",그 외 기타 종이 및 판지 제품 제조업,경기도 여주시,2021-04-29,5,종이컵
83,(주)서부에스코,전형근,경기도 여주시 강천면 곱새기로 24-37,경기도 여주시 강천면 간매리 555-4번지,26299,"26299, 25944, 25995, 25999, 26294, 26529, 31311, 31312",그 외 기타 전자부품 제조업 외 7 종,경기도 여주시,2014-04-03,8,"전자기구프레임조립품, 금형"
652,주식회사 와이에스피전자,전학수,경기도 여주시 가남읍 가남로 34,경기도 여주시 가남읍 삼군리 358-3번지,26299,"26299, 26294, 28519",그 외 기타 전자부품 제조업 외 2 종,경기도 여주시,2021-11-04,60,"전자판 회로(PCB ASSY), 기타 자외선 살균기"
334,다스너,김태준,"경기도 여주시 세종로 338, 여암학술정보관 4층 창업보육센터 401-8 (교동, 여주대학)",경기도 여주시 교동 454-4번지 여주대학 여암학술정보관 4층 창업보육센터 401-8,28909,"28909, ",그 외 기타 전기장비 제조업,경기도 여주시,2020-02-06,2,"전자미용기기, 기능성마스크 팩"
346,대공건설기계,박명순,경기도 여주시 가남읍 연삼로 63,경기도 여주시 가남읍 연대리 674번지,28909,"28909, ",그 외 기타 전기장비 제조업,경기도 여주시,2000-04-11,2,트윈헤더
213,(주)코마텍,강영호,경기도 여주시 산북면 금품2로 208-14,경기도 여주시 산북면 송현리 152-11,29199,"29199, 29133",그 외 기타 일반목적용 기계 제조업 외 1 종,경기도 여주시,2024-05-20,10,"탭, 밸브(밸브장치, 파우더이송장치 등)"
254,R-엔지니어링,임재열,경기도 여주시 흥천면 흥천로 708,경기도 여주시 흥천면 다대리 21,29199,"29199, ",그 외 기타 일반목적용 기계 제조업,경기도 여주시,2021-08-26,2,유리제조 설비용 기계
435,복정제형(주) 제2공장,"이건영, 이혜성",경기도 여주시 가남읍 본두2길 10,경기도 여주시 가남읍 본두리 730,27199,"27199, 27112, 28519, 29199",그 외 기타 의료용 기기 제조업 외 3 종,경기도 여주시,2021-11-05,36,"체지방계, 체중계, 안마의자, 소형안마기, 발마사지기, 혈압계, 의료기기등"
434,복정제형(주),"이건영, 이혜성",경기도 여주시 가남읍 가여로 300,경기도 여주시 가남읍 안금리 158-1,27199,"27199, 29199",그 외 기타 의료용 기기 제조업 외 1 종,경기도 여주시,2020-06-26,31,"체지방계, 안마의자, 발마사지기 외"
245,(주)행림,"이을섭, 김승화",경기도 여주시 가남읍 은봉길 67,경기도 여주시 가남읍 건장리 45-9번지,27199,"27199, ",그 외 기타 의료용 기기 제조업,경기도 여주시,2023-02-06,6,한방침
207,(주)케이씨씨글라스,"정몽익, 변종오",경기도 여주시 가남읍 여주남로 541 외 9필지,경기도 여주시 가남읍 본두리 1-2 (주)케이씨씨여주공장 외 9필지,23199,"23199, 23111, 23112, 23119, 23121, 23122, 23129, 23191",그 외 기타 유리제품 제조업 외 7 종,경기도 여주시,2024-09-05,442,판유리 및 유리가공품
409,마가(MAGA),마규대,경기도 여주시 현암4길 110 (현암동),경기도 여주시 현암동 485-1번지,23199,"23199, ",그 외 기타 유리제품 제조업,경기도 여주시,2020-10-23,2,"아트글라스, 스테인그라스"
322,농업회사법인 해밀 주식회사,정행순,경기도 여주시 가남읍 신해1길 95-30,경기도 여주시 가남읍 신해리 239-11번지,10899,"10899, ",그 외 기타 식료품 제조업,경기도 여주시,2021-02-24,30,"액란, 난백분말, 계란, 훈제란, 구운란"
323,농업회사법인 해밀(주),정행순,경기도 여주시 가남읍 경충대로 1473-19,경기도 여주시 가남읍 신해리 655-4,10899,"10899, ",그 외 기타 식료품 제조업,경기도 여주시,2020-12-31,30,"계란, 구운란"
701,청우산업(주),우승예,경기도 여주시 북내면 여양2로 808,경기도 여주시 북내면 외룡리 31-1번지,23999,"23999, 16229, 19229, 23911, 23919, 23991, 23995, 25112, 25119, 32099",그 외 기타 분류 안된 비금속 광물제품 제조업 외 9 종,경기도 여주시,2022-06-28,5,"황토벽돌, 황토침대, 이동식주택"
608,인토문화연구소,박영선,경기도 여주시 주내로 274 (매룡동) (총 4 필지) 외 3필지,경기도 여주시 매룡동 14-0번지 외 3필지,23999,"23999, 19229, 23991, 23995",그 외 기타 분류 안된 비금속 광물제품 제조업 외 3 종,경기도 여주시,2007-05-30,10,흙벽돌
642,주식회사 본토,서보성,경기도 여주시 대신면 대신2로 253-6,경기도 여주시 대신면 도롱리 184-2번지,23999,"23999, 32099",그 외 기타 분류 안된 비금속 광물제품 제조업 외 1 종,경기도 여주시,2023-03-09,5,황토보드 및 침대
75,(주)빅스톤아트텍,조문선,경기도 여주군 흥천면 능북로 251-86 (총 4 필지),경기도 여주시 흥천면 율극리 219-4번지,23999,"23999, ",그 외 기타 분류 안된 비금속 광물제품 제조업,경기도 여주시,2022-07-05,7,"벽돌, 황토빅스톤"
23,(주)노아,현석환,경기도 여주시 가남읍 송삼로 316,경기도 여주시 가남읍 송림리 339-2번지,33999,"33999, 31991",그 외 기타 달리 분류되지 않은 제품 제조업 외 1 종,경기도 여주시,2015-04-03,22,일회용 핫팩류
759,한독분무기,이진문,경기도 여주시 가남읍 건장1길 21,경기도 여주시 가남읍 건장리 132번지,33999,"33999, 31991",그 외 기타 달리 분류되지 않은 제품 제조업 외 1 종,경기도 여주시,2010-01-27,3,분무기
71,(주)비에프,이상윤,경기도 여주시 강천면 강문로 618 외 1필지,경기도 여주시 강천면 간매리 291-2번지 외 1필지,33999,"33999, ",그 외 기타 달리 분류되지 않은 제품 제조업,경기도 여주시,2020-11-10,6,버섯배지
190,(주)중앙목재산업,양진모,경기도 여주시 장여로 1560-54 (삼교동) 외 2필지,경기도 여주시 삼교동 183-4번지 외 2필지,16299,"16299, 16229",그 외 기타 나무제품 제조업 외 1 종,경기도 여주시,2022-09-19,3,"목재화분, 동물용 가구, 정원용품"
651,주식회사 에코테크,김문수,경기도 여주시 강천면 곱새기로 120,경기도 여주시 강천면 걸은리 778-3,16299,"16299, 16102",그 외 기타 나무제품 제조업 외 1 종,경기도 여주시,2023-04-12,11,"목분, 목모, 톱밥, 펠릿"
330,뉴원침대,주은숙,"경기도 여주시 산북면 주어로 41-31, (주어리 307-9번지)",경기도 여주시 산북면 주어리 307-8번지 (주어리 307-9번지),16299,"16299, ",그 외 기타 나무제품 제조업,경기도 여주시,2004-02-11,6,침대
643,주식회사 비엠비세라믹,이진원,경기도 여주시 흥천면 효자로 45 외 1필지,경기도 여주시 흥천면 효지리 170-22번지 외 1필지,16299,"16299, ",그 외 기타 나무제품 제조업,경기도 여주시,2016-01-06,7,목상자
580,우영건축,이승호,경기도 여주시 능여로 372-13 (연라동),경기도 여주시 연라동 265-46,25929,"25929, 25113",그 외 기타 금속가공업 외 1 종,경기도 여주시,2024-10-11,0,"경량 철골 제작, 후레싱 절단, 절곡"
149,(주)와이제이스틸,김진욱,경기도 여주시 강천면 곱새기로 24-45,경기도 여주시 강천면 간매리 555-5번지,25929,"25929, ",그 외 기타 금속가공업,경기도 여주시,2022-06-15,26,"절단, 가공 철근"
645,주식회사 서울솔루션,윤석준,"경기도 여주시 대신면 대신로 183, 2동",경기도 여주시 대신면 하림리 227-2 2동,25929,"25929, ",그 외 기타 금속가공업,경기도 여주시,2024-02-14,1,도로안전시설물
18,(주)금강피씨씨,정은영,경기도 여주시 점동면 장여로 845,경기도 여주시 점동면 덕평리 189-8번지,22199,"22199, 23999",그 외 기타 고무제품 제조업 외 1 종,경기도 여주시,2025-02-24,8,"미끄럼방지재, 탄성포장재"
252,HANA BATH,손경태,경기도 여주시 가남읍 일신로 102-4,경기도 여주시 가남읍 신해리 401,32099,"32099, ",그 외 기타 가구 제조업,경기도 여주시,2018-03-19,6,욕실 가구
336,다온산업(주),김영기,경기도 여주시 삼교동 181-5번지,경기도 여주시 삼교동 181-5번지,24199,"24199, ",그 외 기타 1차 철강 제조업,경기도 여주시,2019-09-02,10,철강재
579,우승산업(주),복광순,"경기도 여주시 강천면 강문로 694, (3동,4동)","경기도 여주시 강천면 간매리 502-1번지 (3동,4동)",24199,"24199, ",그 외 기타 1차 철강 제조업,경기도 여주시,2022-03-31,26,절단 및 가공철강재
791,희망스틸(주),김영기,경기도 여주시 장여로 1560-46 (삼교동),경기도 여주시 삼교동 183,24199,"24199, ",그 외 기타 1차 철강 제조업,경기도 여주시,2022-03-08,23,철근 가공품
108,(주)신스틸,박인미,경기도 여주시 대신면 여양로 1357-30,경기도 여주시 대신면 초현리 554-1,25112,"25112, 33302",구조용 금속 판제품 및 공작물 제조업 외 1 종,경기도 여주시,2024-06-10,5,"코팅파이프, 난간, 핸드레일, 벤치"
118,(주)아스코,조성원,경기도 여주시 대신면 여양로 1357-32,경기도 여주시 대신면 초현리 554번지,25112,"25112, 33302",구조용 금속 판제품 및 공작물 제조업 외 1 종,경기도 여주시,2024-03-13,25,"핸드레일, 휀스 등, 코팅파이프, 난간, 벤치"
365,더부스틸(주),최형태,경기도 여주시 강천면 강천로 51,경기도 여주시 강천면 적금리 3-5번지,25112,"25112, 24191",구조용 금속 판제품 및 공작물 제조업 외 1 종,경기도 여주시,2022-08-24,29,"가공 철근 (철근절단, 절곡)"
630,주식회사 가호,나명수,경기도 여주시 흥천면 샘다리길 10-21,경기도 여주시 흥천면 상대리 174-3,25112,"25112, 25113",구조용 금속 판제품 및 공작물 제조업 외 1 종,경기도 여주시,2024-10-22,2,PVC 코팅망 외
24,(주)누구나금강,김용문,경기도 여주시 흥천면 신근구터길 11 외 1필지,경기도 여주시 흥천면 신근리 751-1 외 1필지,25112,"25112, ",구조용 금속 판제품 및 공작물 제조업,경기도 여주시,2024-02-06,6,"에어컨 실외기 설치대, 동파이프슈팅"
