순번,회사명,대표자명,공장대표주소(도로명),공장대표주소(지번),대표업종번호,업종번호,업종명,행정기관,등록일,종업원수,생산품
174,(주)이에스알엠투엠,이재우,경기도 여주시 점동면 장여로 525-33,경기도 여주시 점동면 원부리 170-4 번지,13229,"13229, ",기타 직물제품 제조업,경기도 여주시,2021-11-24,5,마스크
537,에이블제이(able.j),정지혜,경기도 여주시 강천면 강문로 342-3,경기도 여주시 강천면 이호리 193-6,13229,"13229, ",기타 직물제품 제조업,경기도 여주시,2021-03-04,10,마스크
755,한국타미나 주식회사 ,임영철,경기도 여주시 흥천면 흥천로 721 외 4필지,경기도 여주시 흥천면 다대리 42-4 외 4필지,13229,"13229, ",기타 직물제품 제조업,경기도 여주시,2025-05-29,11,수세미
248,(주)화요,"조태권, 성복화, 조희경",경기도 여주시 가남읍 경충대로 848 외 1필지,경기도 여주시 가남읍 은봉리 34-4 외 1필지,11129,"11129, 11111",기타 증류주 및 합성주 제조업 외 1 종,경기도 여주시,2025-02-04,58,"증류주, 약주, 탁주"
273,고려도자기,남서윤,경기도 여주시 북내면 운촌1길 51,경기도 여주시 북내면 운촌리 356-1,23229,"23229, ",기타 일반 도자기 제조업,경기도 여주시,2024-09-03,1,도자기
274,고려도토(주),손준형,경기도 여주시 여양로 397 (오학동) 외 2필지,경기도 여주시 오학동 87번지 외 2필지,23229,"23229, ",기타 일반 도자기 제조업,경기도 여주시,2016-07-25,11,도자기원료
279,광융도예,이병현,경기도 여주시 북내면 가정긴골길 67,경기도 여주시 북내면 가정리 88-1번지,23229,"23229, ",기타 일반 도자기 제조업,경기도 여주시,1994-11-18,2,도자기
388,동월요업,이필조,"경기도 여주시 현암3길 59, (166번지로 공장등록) (현암동)",경기도 여주시 현암동 167-4번지 (166번지로 공장등록),23229,"23229, ",기타 일반 도자기 제조업,경기도 여주시,1990-12-20,6,도자기
427,방림도토,조연화,경기도 여주시 북내면 도예촌길 42 외 1필지,경기도 여주시 북내면 지내리 370-1번지 외 1필지,23229,"23229, ",기타 일반 도자기 제조업,경기도 여주시,2002-09-13,3,도자기
451,삼우,김미애,경기도 여주시 북내면 도예촌길 28,경기도 여주시 북내면 지내리 370-16번지,23229,"23229, ",기타 일반 도자기 제조업,경기도 여주시,2001-11-22,4,도자기
504,수곡도예,조용민,경기도 여주시 대신면 여양로 677 외 2필지,경기도 여주시 대신면 천남리 66-5번지 외 2필지,23229,"23229, ",기타 일반 도자기 제조업,경기도 여주시,2020-10-28,8,도자기
518,신안도예,안종규,경기도 여주시 북내면 도예촌길 33,경기도 여주시 북내면 지내리 370-10번지,23229,"23229, ",기타 일반 도자기 제조업,경기도 여주시,1993-11-24,2,도자기원료
547,여주마케팅주식회사,정지한,경기도 여주시 북내면 도예촌길 17-14,경기도 여주시 북내면 지내리 370-17 번지 370-17,23229,"23229, ",기타 일반 도자기 제조업,경기도 여주시,2021-03-04,7,"봉안함, 콩나물시루"
562,예원도예,김벽수,경기도 여주시 북내면 도예촌길 36,경기도 여주시 북내면 지내리 370-8번지,23229,"23229, ",기타 일반 도자기 제조업,경기도 여주시,2008-12-08,3,도자기
573,용원요업,권용주,경기도 여주시 오금3길 22-2 (오금동),경기도 여주시 오금동 278-9번지,23229,"23229, ",기타 일반 도자기 제조업,경기도 여주시,1996-05-07,4,도자기
575,우성요업,안금자,경기도 여주시 오학길 35-7 (오학동),경기도 여주시 오학동 127-25번지,23229,"23229, ",기타 일반 도자기 제조업,경기도 여주시,2002-01-18,2,도자기
627,조광도예,안효규,경기도 여주시 강변북로 70-5 (오학동),경기도 여주시 오학동 292-43번지,23229,"23229, ",기타 일반 도자기 제조업,경기도 여주시,2007-01-26,2,도자기
681,진흥요업,김진선,경기도 여주시 도예로 268 (오학동),경기도 여주시 오학동 2-2번지,23229,"23229, ",기타 일반 도자기 제조업,경기도 여주시,1991-05-22,7,도자기
693,청강요업,조경자,경기도 여주시 오금1길 52 (오금동),경기도 여주시 오금동 73-1번지,23229,"23229, ",기타 일반 도자기 제조업,경기도 여주시,1988-03-24,5,도자기
789,흙소재,이시웅,"경기도 여주시 북내면 도예촌길 17-18, A동 1층",경기도 여주시 북내면 지내리 370-12 A동 1층,23229,"23229, ",기타 일반 도자기 제조업,경기도 여주시,2024-03-06,2,도자기원료
2,(유)정원포장,"한명진, 김숙경",경기도 여주시 산북면 금품1로 202,경기도 여주시 산북면 후리 66-9,18119,"18119, ",기타 인쇄업,경기도 여주시,2023-12-29,10,"포장지(과자, 사탕)"
163,(주)유니온테크,이재윤,경기도 여주시 가남읍 흑석로 89 외 5필지,경기도 여주시 가남읍 심석리 25번지 외 5필지,18119,"18119, ",기타 인쇄업,경기도 여주시,2024-03-20,40,팁페이퍼
239,(주)한은팩,노한업,경기도 여주시 산북면 금품1로 200 외 1필지,경기도 여주시 산북면 후리 66-8 외 1필지,18119,"18119, ",기타 인쇄업,경기도 여주시,2024-05-09,10,"포장지(과자, 라면)"
433,보성포장산업(주),이옥래,경기도 여주시 산북면 주어로 41-35,경기도 여주시 산북면 주어리 307-7번지,18119,"18119, ",기타 인쇄업,경기도 여주시,2020-03-16,45,그라비아인쇄(비닐인쇄)
658,주식회사 청운,서재환,경기도 여주시 산북면 금품2로 192-24,경기도 여주시 산북면 송현리 171-6,18119,"18119, ",기타 인쇄업,경기도 여주시,2020-01-28,10,"음료라벨, 식품포장지 등"
300,나누리산업,김영호,경기도 여주시 흥천면 다리고삿길 7-15,경기도 여주시 흥천면 상대리 82-6번지,18129,"18129, ",기타 인쇄관련 산업,경기도 여주시,2013-04-15,6,전사지
38,(주)데코톤,두세진,"경기도 여주시 산북면 광여로 1182, 2동, 3동","경기도 여주시 산북면 상품리 77-6 2동, 3동",26529,"26529, 27212",기타 음향기기 제조업 외 1 종,경기도 여주시,2021-04-23,4,"스피커시스템, 음향특성 측정기기"
576,우성전자,김상수,경기도 여주시 점동면 장여로 589-10,경기도 여주시 점동면 원부리 145번지,26529,"26529, ",기타 음향기기 제조업,경기도 여주시,2009-05-04,4,스피커
74,(주)빅라인스포츠,유형근,경기도 여주시 가여로 547 (하거동),경기도 여주시 하거동 509번지,33309,"33309, ",기타 운동 및 경기용구 제조업,경기도 여주시,2022-07-11,5,야구공
632,주식회사 나음케어,김병용,경기도 여주시 가남읍 일신로 68,경기도 여주시 가남읍 신해리 404-15번지,33309,"33309, ",기타 운동 및 경기용구 제조업,경기도 여주시,2022-07-20,21,밴드운동 악세사리
620,"장작불황토소금,전통막장",박치훈,경기도 여주시 현암4길 104 (현암동),경기도 여주시 현암동 485-2번지,10839,"10839, ",기타 식품 첨가물 제조업,경기도 여주시,2011-07-14,5,구운소금
312,농업회사법인 (주)우정옥,신병철,경기도 여주시 북내면 여강로 122,경기도 여주시 북내면 지내리 366,10709,"10709, ",기타 식사용 가공처리 조리식품 제조업,경기도 여주시,2023-07-13,6,사골곰탕
111,(주)신한에프앤비,최광우,경기도 여주시 산북면 광여로 1264 외 4필지,경기도 여주시 산북면 상품리 11-11번지 외 4필지,10219,"10219, ",기타 수산동물 가공 및 저장 처리업,경기도 여주시,2022-07-22,19,조미건어포
340,다잘,김지영,경기도 여주시 산북면 광여로 1264-1,경기도 여주시 산북면 상품리 9,10219,"10219, ",기타 수산동물 가공 및 저장 처리업,경기도 여주시,2022-07-22,15,"조미건어포, 버터구이 오징어"
516,신아석재(주),구정모,경기도 여주시 흥천면 이여로 898,경기도 여주시 흥천면 문장리 330-1번지,23919,"23919, 23911, 23993",기타 석제품 제조업 외 2 종,경기도 여주시,2020-04-24,15,"석재,골재"
398,디(D)플러스,강혜영,경기도 여주시 산북면 주어로 41-30 외 1필지,경기도 여주시 산북면 주어리 307-14 외 1필지,23919,"23919, 23911",기타 석제품 제조업 외 1 종,경기도 여주시,2025-02-18,5,석제품
424,바우산업,박지현,경기도 여주시 산북면 금품2로 192-35,경기도 여주시 산북면 송현리 169-3번지,23919,"23919, 23911",기타 석제품 제조업 외 1 종,경기도 여주시,2011-12-21,5,석재가공품
521,쌍용석재,강현구,경기도 여주시 세종대왕면 능서로 361,경기도 여주시 세종대왕면 백석리 369-1,23919,"23919, 23911",기타 석제품 제조업 외 1 종,경기도 여주시,2006-12-12,3,석재
751,한국알카리수(주),백병하,경기도 여주시 강천면 다리골길 37-8 외 3필지,경기도 여주시 강천면 강천리 67-5 외 3필지,11209,"11209, 10901, 10903",기타 비알코올 음료 제조업 외 2 종,경기도 여주시,2022-04-08,8,"음료,  강아지 음료"
250,(주)효소세상,김소정,경기도 여주시 북내면 여양2로 187-1,경기도 여주시 북내면 신남리 236-22번지,11209,"11209, ",기타 비알코올 음료 제조업,경기도 여주시,2012-04-12,1,발효식품
714,코카콜라음료(주),이희곤,"경기도 여주시 세종로 415 (점봉동, 코카콜라여주공장) 외 1필지",경기도 여주시 점봉동 411-1번지 코카콜라여주공장 외 1필지,11209,"11209, ",기타 비알코올 음료 제조업,경기도 여주시,2025-05-07,270,청량음료
269,경성실업,신상원,경기도 여주시 점동면 안말1길 27,경기도 여주시 점동면 청안리 193-2번지,13109,"13109, ",기타 방적업,경기도 여주시,2002-08-22,1,pp마대원사
314,농업회사법인 국순당여주명주(주),박용구,경기도 여주시 강천면 부평로 330,경기도 여주시 강천면 부평리 253-1번지,11119,"11119, ",기타 발효주 제조업,경기도 여주시,2013-05-02,4,"탁주,소주"
304,넥스로지텍 주식회사,손정열,"경기도 여주시 여양로 444-19, (오학동 62-24번지) (오학동)",경기도 여주시 오학동 62-7번지 (오학동 62-24번지),29169,"29169, 25112, 25932, 25933, 25992, 25999",기타 물품 취급장비 제조업 외 5 종,경기도 여주시,2024-07-31,28,"씨그마랙, auto picking system,돌리,카트,행거랙,스틸파레트"
624,정호개발(주),이정철,경기도 여주시 북내면 외재로 167-72,경기도 여주시 북내면 외룡리 171-9번지,29169,"29169, ",기타 물품 취급장비 제조업,경기도 여주시,2022-06-17,4,"건설용리프트,안전가설재"
481,성온엘,이미경,경기도 여주시 세종대왕면 광대3길 17,경기도 여주시 세종대왕면 광대리 104-4,26429,"26429, 26310, 26321, 26329, 26410, 26421, 26519, 26529, 28423",기타 무선 통신장비 제조업 외 8 종,경기도 여주시,2025-03-17,3,"영상감시장치, 영상감시장치, 보안용카메라, 보안용카메라"
660,주식회사 키움,최연희,경기도 여주시 도예로 24(현암동),경기도 여주시 현암동 197-1,26429,"26429, 26410, 26421, 26529",기타 무선 통신장비 제조업 외 3 종,경기도 여주시,2022-04-20,5,"무선 통신장비, 방송장비, 재난경보 장비, 마을방송 장비, 영상감시장치, CCTV(보안용) 카메라"
110,(주)신일퍼니처,이두원,경기도 여주시 산북면 광여로 1082,경기도 여주시 산북면 상품리 553번지,32029,"32029, 16229, 32091",기타 목재가구 제조업 외 2 종,경기도 여주시,2006-06-28,25,목제품가구
168,(주)유진디자인,유폰심,경기도 여주시 가남읍 경충대로 1470-12,경기도 여주시 가남읍 신해리 635-6,32029,"32029, 32019",기타 목재가구 제조업 외 1 종,경기도 여주시,2024-05-16,18,"침대 틀, 소파"
532,에스아이퍼니처,김진례,경기도 여주시 산북면 광여로 1086,경기도 여주시 산북면 상품리 553-1번지,32029,"32029, 32091",기타 목재가구 제조업 외 1 종,경기도 여주시,2024-01-17,8,사무용 가구
557,영일산업,손창선,경기도 여주시 대신면 옥촌1길 86,경기도 여주시 대신면 옥촌리 468-2번지,32029,"32029, 29180",기타 목재가구 제조업 외 1 종,경기도 여주시,1997-01-30,3,일반목재가구
141,(주)여주티피에이,김석국,경기도 여주시 북내면 여양2로 873,경기도 여주시 북내면 내룡리 259-3번지,32029,"32029, ",기타 목재가구 제조업,경기도 여주시,2009-07-15,14,목재가구
408,리혜탁자,이성수,경기도 여주시 흥천면 다리고삿길 7-13,경기도 여주시 흥천면 상대리 82-1번지,32029,"32029, ",기타 목재가구 제조업,경기도 여주시,2023-01-07,5,가구
777,해인미네랄(주),양이현,경기도 여주시 산북면 광여로 1550,경기도 여주시 산북면 용담리 282-7번지,20129,"20129, ",기타 기초 무기 화학물질 제조업,경기도 여주시,2021-04-07,6,산화칼슘 파우더(식품 건강보조식품 재료)
81,(주)새한컨테이너,김영미,경기도 여주시 주내로 145 (연양동),경기도 여주시 연양동 394-4번지,25119,"25119, ",기타 구조용 금속제품 제조업,경기도 여주시,2019-12-12,9,"일반 컨테이너, 주택용 컨테이너"
84,(주)서우,김선철,경기도 여주시 가남읍 양화로 30 (총 4 필지) 외 3필지,경기도 여주시 가남읍 삼군리 230-4번지 외 3필지,25119,"25119, ",기타 구조용 금속제품 제조업,경기도 여주시,2020-03-19,14,화물적재용 철구조물
90,(주)성우패널시스템,이근성,경기도 여주시 세종대왕면 중부대로 2678 외 1필지,경기도 여주시 세종대왕면 번도리 887-52 외 1필지,25119,"25119, ",기타 구조용 금속제품 제조업,경기도 여주시,2023-09-26,10,샌드위치 패널
204,(주)카스코가설,임형래,경기도 여주시 가남읍 여주남로 921 외 2필지,경기도 여주시 가남읍 삼군리 206-3번지 외 2필지,25119,"25119, ",기타 구조용 금속제품 제조업,경기도 여주시,2020-08-04,5,"방음판넬,잭서포트"
219,(주)테스콤엔지니어링,박영복,경기도 여주시 가남읍 매양로 429,경기도 여주시 가남읍 상활리 122번지,25119,"25119, ",기타 구조용 금속제품 제조업,경기도 여주시,2020-12-29,9,흙막이용 L형강 합성 버팀보 구조물
220,(주)테이너,최지연,경기도 여주시 산북면 금품2로 192-46,경기도 여주시 산북면 송현리 359-2번지,25119,"25119, ",기타 구조용 금속제품 제조업,경기도 여주시,2017-06-09,8,테이너(부스)
290,금강컨테이너 주식회사,김영미,경기도 여주시 가남읍 금당5길 114 외 8필지,경기도 여주시 가남읍 금당리 10 외 8필지,25119,"25119, ",기타 구조용 금속제품 제조업,경기도 여주시,2024-03-20,6,"컨테이너, 농막"
412,메타포라 주식회사,강민정,경기도 여주시 대신면 오룡동길 5,경기도 여주시 대신면 장풍리 363,25119,"25119, ",기타 구조용 금속제품 제조업,경기도 여주시,2023-12-13,6,조립 구조물 프레임 연결용 조인트 및 이동식 주택
468,서울컨테이너&스틸하우스,최현태,경기도 여주시 가남읍 건은로 71,경기도 여주시 가남읍 건장리 131-4,25119,"25119, ",기타 구조용 금속제품 제조업,경기도 여주시,2022-04-08,3,이동식 조립건물
792,힐링하우징,이은영,경기도 여주시 가남읍 가남로 153,경기도 여주시 가남읍 하귀리 241-3,25119,"25119, ",기타 구조용 금속제품 제조업,경기도 여주시,2020-11-30,4,농막
203,(주)청산바이오텍,황중운,경기도 여주시 도예로 280 (오학동),경기도 여주시 오학동 1-8번지,10309,"10309, 10892, 10896, 10897, 10899",기타 과실ㆍ채소 가공 및 저장 처리업 외 4 종,경기도 여주시,2013-06-18,4,"버섯가공식품, 건강보조식품"
313,농업회사법인 경성(주),주영식,경기도 여주시 점동면 성주로 464 외 1필지,경기도 여주시 점동면 관한리 574번지 외 1필지,10309,"10309, 10519",기타 과실ㆍ채소 가공 및 저장 처리업 외 1 종,경기도 여주시,2018-10-26,7,"건조고구마,누룽지"
310,농업회사법인 (주)알찬,최영태,경기도 여주시 대신면 두라리길 53-17,경기도 여주시 대신면 가산리 134-1번지,10309,"10309, ",기타 과실ㆍ채소 가공 및 저장 처리업,경기도 여주시,2012-02-17,2,과실즙
327,농업회사법인(주)부림농산,양석근,경기도 여주시 북내면 장암리 494번지,경기도 여주시 북내면 장암리 494번지,10309,"10309, ",기타 과실ㆍ채소 가공 및 저장 처리업,경기도 여주시,2020-01-15,20,"자색당근즙,자색당근분말,자색당근환"
441,산림조합중앙회,이석형,경기도 여주시 농산로 64 (상거동),경기도 여주시 상거동 124-10번지,10309,"10309, ",기타 과실ㆍ채소 가공 및 저장 처리업,경기도 여주시,2018-03-19,30,"버섯분말,생나물류,삶은나물류"
449,삼성농산,김왕수,경기도 여주시 멱곡동 138번지,경기도 여주시 멱곡동 138,10309,"10309, ",기타 과실ㆍ채소 가공 및 저장 처리업,경기도 여주시,2021-01-20,5,흑마늘
544,여주대일영농조합법인,홍성기,경기도 여주시 세종대왕면 매양로 129-53,경기도 여주시 세종대왕면 양거리 105-1,10309,"10309, ",기타 과실ㆍ채소 가공 및 저장 처리업,경기도 여주시,2020-03-27,7,군고구마
589,웰빙블루베리,최순영,경기도 여주시 연하동로 136 (연라동) 외 2필지,경기도 여주시 연라동 630번지 외 2필지,10309,"10309, ",기타 과실ㆍ채소 가공 및 저장 처리업,경기도 여주시,2013-07-09,5,블루베리쥬스
633,주식회사 농업회사법인 거산,최규춘,경기도 여주시 북내면 신접2길 59-1 외 1필지,경기도 여주시 북내면 신접리 132번지 외 1필지,10309,"10309, ",기타 과실ㆍ채소 가공 및 저장 처리업,경기도 여주시,2025-03-19,15,"고구마말랭이, 고구마페이스트, 아이스군고구마"
734,팜드림,최범혁,경기도 여주시 점곡길 182 (멱곡동) 외 4필지,경기도 여주시 멱곡동 241-3번지 외 4필지,10309,"10309, ",기타 과실ㆍ채소 가공 및 저장 처리업,경기도 여주시,2023-12-07,3,고구마 생산품
402,또래울협동조합,장기화,경기도 여주시 강천면 부평로 830-19,경기도 여주시 강천면 도전리 1010번지,10519,"10519, 10220, 10603, 10892",기타 곡물 가공품 제조업 외 3 종,경기도 여주시,2019-12-27,2,"한과, 누룽지, 부각, 꽃차"
309,농업회사법인 (주)미력,임용화,경기도 여주시 세종대왕면 양화로 910 외 1필지,경기도 여주시 세종대왕면 신지리 771-1 외 1필지,10519,"10519, 10894",기타 곡물 가공품 제조업 외 1 종,경기도 여주시,2014-03-26,5,발아현미
737,푸른농산(주),박순정,경기도 여주시 능서면 양화로 910 외 1필지,경기도 여주시 능서면 신지리 771-1번지 외 1필지,10519,"10519, 10894",기타 곡물 가공품 제조업 외 1 종,경기도 여주시,2020-11-03,3,혼합현미
291,금강티엘 주식회사,"이존홍, 이정규",경기도 여주시 대신면 여양1로 255 외 1필지,경기도 여주시 대신면 송촌리 498-6 외 1필지,22229,"22229, 22221, 22222, 25119",기타 건축용 플라스틱 조립제품 제조업 외 3 종,경기도 여주시,2025-04-15,31,"시스템 욕실(UBR),  위생용 플라스틱, PU복합벽판넬, TPR방수판,"
96,(주)세욱,이인재,경기도 여주시 세종대왕면 양화로 452-41,경기도 여주시 세종대왕면 마래리 436-1,22229,"22229, 22223",기타 건축용 플라스틱 조립제품 제조업 외 1 종,경기도 여주시,2020-11-25,20,"창호, 창호"
668,중부창호산업,이정운,경기도 여주시 주내로 247 (연양동),경기도 여주시 연양동 176-1번지,22229,"22229, 22223",기타 건축용 플라스틱 조립제품 제조업 외 1 종,경기도 여주시,1997-02-04,5,프라스틱샤시
738,풍원산업사,박정미 외 2명,경기도 여주시 가남읍 양화로 97,경기도 여주시 가남읍 삼군리 94-2번지,22229,"22229, 22223",기타 건축용 플라스틱 조립제품 제조업 외 1 종,경기도 여주시,2019-05-08,7,프라스틱용기
45,(주)동우씨엠에스,신동주,,경기도 여주시 점동면 청안리 46-1,22229,"22229, ",기타 건축용 플라스틱 조립제품 제조업,경기도 여주시,2021-12-21,3,건축자재
46,(주)동우씨엠에스,신동주,경기도 여주시 가남읍 가남로 909-18,경기도 여주시 가남읍 금곡리 23-5,22229,"22229, ",기타 건축용 플라스틱 조립제품 제조업,경기도 여주시,2022-12-12,10,단열복합판넬
48,(주)동일산업사,정진헌,경기도 여주시 대신면 대신로 390,경기도 여주시 대신면 상구리 472,22229,"22229, ",기타 건축용 플라스틱 조립제품 제조업,경기도 여주시,2023-05-03,27,"육가(F.D), 성형스리브, 관통스리브 외"
89,(주)선경산업,박종서,경기도 여주시 북내면 도예로 348,경기도 여주시 북내면 신남리 204-1번지,22229,"22229, ",기타 건축용 플라스틱 조립제품 제조업,경기도 여주시,2017-05-12,8,건축단열재
640,주식회사 바른,최하나,경기도 여주시 흥천면 흥천로 308-102 외 2필지,경기도 여주시 흥천면 율극리 313-5번지 외 2필지,16229,"16229, 25119",기타 건축용 나무제품 제조업 외 1 종,경기도 여주시,2025-07-28,3,"이동식 화장실, 컨테이너 하우스"
66,(주)미르정공,김종학,경기도 여주시 흥천면 이여로 837-17 외 1필지,경기도 여주시 흥천면 문장리 474-5번지 외 1필지,16229,"16229, ",기타 건축용 나무제품 제조업,경기도 여주시,2013-05-29,27,거푸집(유로폼)
366,더플러스(The plus),김용철,경기도 여주시 강천면 원양1로 871,경기도 여주시 강천면 도전리 583,16229,"16229, ",기타 건축용 나무제품 제조업,경기도 여주시,2025-02-18,6,"모듈러하우스, 조립식주택"
724,태영종합상사,길만진,경기도 여주시 흥천면 흥천로 158,경기도 여주시 흥천면 신근리 359,16229,"16229, ",기타 건축용 나무제품 제조업,경기도 여주시,2021-04-23,10,이동식 목조주택
390,동이코리아(주),이소연,경기도 여주시 세종대왕면 여주남로 390-23,경기도 여주시 세종대왕면 오계리 620,28519,"28519, 26121, 26129, 26212, 26219, 26299, 28119, 28410, 28422, 28423, 28429, 28512, 28903, 28909",기타 가정용 전기기기 제조업 외 13 종,경기도 여주시,2023-11-02,20,"가정용 전기식 찜질기, 원적외선 찜질기, 온열찜질기, 태양열가로등 및 일반가로등"
663,주식회사 팬앤코,이경태,경기도 여주시 세종대왕면 여주남로 390-27,경기도 여주시 세종대왕면 오계리 627,28519,"28519, ",기타 가정용 전기기기 제조업,경기도 여주시,2025-03-25,16,실링팬
595,유진사,권혁찬외1인,경기도 여주시 가남읍 일신로 54 외 4필지,경기도 여주시 가남읍 태평리 256-2번지 외 4필지,29229,"29229, ",기타 가공 공작기계 제조업,경기도 여주시,1999-04-16,2,건설기계
1, (주)대산씨앤씨,신기남,경기도 여주시 흥천면 문바실길 44,경기도 여주시 흥천면 문장리 319-23,29175,"29175, 25111, 29133, 29169, 29176, 29177",기체 여과기 제조업 외 5 종,경기도 여주시,2023-05-17,1,"여과기, 폐수처리장치, 하수처리장치, 정수처리장치, 청정기(액체용), 열교환기"
132,(주)에이스하이텍,김덕순,경기도 여주시 북내면 가정1길 61 외 2필지,경기도 여주시 북내면 가정리 185번지 외 2필지,29175,"29175, 28519, 29172, 29173, 29176, 32029",기체 여과기 제조업 외 5 종,경기도 여주시,2013-01-25,5,"공기살균기,살균수제조장치,교탁"
148,(주)오션이엔지,박정희,경기도 여주시 흥천면 문바실길 44,경기도 여주시 흥천면 문장리 319-23번지,29175,"29175, 25111, 29133, 29169, 29176, 29177",기체 여과기 제조업 외 5 종,경기도 여주시,2023-05-17,6,
94,(주)세명이엔지,이기만,경기도 여주시 산북면 금품2로 192-27,경기도 여주시 산북면 송현리 169-1번지,29175,"29175, 29161, 29171, 29172, 29173",기체 여과기 제조업 외 4 종,경기도 여주시,2014-07-03,8,"에어필터,공기조화장치,기체여과기등"
123,(주)에버텍,장용현,경기도 여주시 주내로 98-102 (매룡동) 외 1필지,경기도 여주시 매룡동 111-1번지 외 1필지,29175,"29175, 25111, 29133, 29169, 29176",기체 여과기 제조업 외 4 종,경기도 여주시,2024-10-15,15,액체및기체여과청정기제조업
490,세광클린필터,오수미,경기도 여주시 세종대왕면 새미실1길 45,경기도 여주시 세종대왕면 신지리 677,29175,"29175, 29172, 29173, 29176",기체 여과기 제조업 외 3 종,경기도 여주시,2019-08-27,5,"공기청정필터, 기체여과필터, 액체여과필터"
179,(주)인젠,이찬훈,"경기도 여주시 세종대왕면 안양동1길 15, 2동",경기도 여주시 세종대왕면 번도리 692 2동,29175,"29175, 25119, 29192",기체 여과기 제조업 외 2 종,경기도 여주시,2024-09-24,3,"이동식 화장실, 이동식 샤워장, 초소, 기체여과기, 방역용 소독기, 공기살균기"
93,(주)세광필터,김순자,경기도 여주시 강천면 곱새기로 24-30,경기도 여주시 강천면 간매리 555-8번지,29175,"29175, 29176",기체 여과기 제조업 외 1 종,경기도 여주시,2016-10-18,47,자동차용 및 산업용 여과기(필터)
188,(주)제이에프씨,최순우,경기도 여주시 점동면 장여로 1318-20 외 2필지,경기도 여주시 점동면 처리 374-3번지 외 2필지,29175,"29175, 29176",기체 여과기 제조업 외 1 종,경기도 여주시,2018-09-14,17,수처리기계류
56,(주)리트코,정종경,경기도 여주시 던드레길 27 (멱곡동),경기도 여주시 멱곡동 412-23번지,29175,"29175, ",기체 여과기 제조업,경기도 여주시,2020-04-16,14,전기집진기 외
741,하이안이엔지(주),권순택,경기도 여주시 가남읍 여주남로 923,경기도 여주시 가남읍 삼군리 206-8번지,25122,"25122, 25123, 29163, 29169, 29174, 29175, 29176",금속탱크 및 저장용기 제조업 외 6 종,경기도 여주시,2021-06-16,8,"환경기계설비, 여과기, 하수처리기 등"
297,기산산업개발,박선봉,경기도 여주시 가남읍 가남로 50,경기도 여주시 가남읍 삼군리 354-2번지,25944,"25944, ",금속선 가공제품 제조업,경기도 여주시,2007-12-05,2,"와이어메쉬,철망"
494,세원금속(주),구자승,경기도 여주시 대신면 대신로 396,경기도 여주시 대신면 상구리 27-4번지,38311,"38311, 38312",금속류 해체 및 선별업 외 1 종,경기도 여주시,1997-03-28,12,자원재활용
498,세진기업사,민창식,경기도 여주시 북내면 석우길 15 외 2필지,경기도 여주시 북내면 석우리 131-1번지 외 2필지,38311,"38311, 38312",금속류 해체 및 선별업 외 1 종,경기도 여주시,1996-07-05,5,고철가공
338,다우개발(주),"장영완, 정영탁",경기도 여주시 용강길 132-26 (매룡동),경기도 여주시 매룡동 264-9,25994,"25994, 23999",금속 표시판 제조업 외 1 종,경기도 여주시,2024-02-02,0,"도로표지판, 도로미끄럼방지"
155,(주)원진글로벌,원태경,경기도 여주시 여양로 485-102 (현암동) 외 1필지,경기도 여주시 현암동 685번지 외 1필지,25111,"25111, 22223, 25112, 25113, 25999","금속 문, 창, 셔터 및 관련제품 제조업 외 4 종",경기도 여주시,2025-04-04,45,"알루미늄 창호, 플라스틱 창호  등, 백판넬, 알루미늄 천정재, 골조구조재, 철골교량,, 금고실문, 금속사다리 등"
218,(주)태우이엔지,박형식,경기도 여주시 세종대왕면 광대2길 180-172,경기도 여주시 세종대왕면 광대리 521,25111,"25111, 25112, 25932","금속 문, 창, 셔터 및 관련제품 제조업 외 2 종",경기도 여주시,2023-03-08,41,"갑종방화문, 판넬, 기타 철물"
491,세규산업(주),최상운,경기도 여주시 점동면 청안로 154-3,경기도 여주시 점동면 청안리 163-13번지,25111,"25111, 22223, 33910","금속 문, 창, 셔터 및 관련제품 제조업 외 2 종",경기도 여주시,2023-02-20,6,"간판, 창호"
160,(주)위드펜스터,김재성,경기도 여주시 산북면 광여로 1225-10 외 1필지,경기도 여주시 산북면 상품리 48-5 외 1필지,25111,"25111, 22223","금속 문, 창, 셔터 및 관련제품 제조업 외 1 종",경기도 여주시,2020-03-30,10,"샤시문, 금속제창문, PVC 플라스틱 창호"
192,(주)지성,정윤영,경기도 여주시 흥천면 흥천로 75,경기도 여주시 흥천면 신근리 724번지,25111,"25111, 25112","금속 문, 창, 셔터 및 관련제품 제조업 외 1 종",경기도 여주시,2011-07-07,9,파이프이음쇠
654,주식회사 윈스텍,강태룡,경기도 여주시 점동면 장여로 839 외 6필지,경기도 여주시 점동면 덕평리 284-2 외 6필지,25111,"25111, 22223","금속 문, 창, 셔터 및 관련제품 제조업 외 1 종",경기도 여주시,2024-08-12,26,"AL창호, PVC창호"
702,청운하우징(주),남연화,경기도 여주시 강천면 강문로 620 외 2필지,경기도 여주시 강천면 간매리 287-1 외 2필지,25111,"25111, 22223","금속 문, 창, 셔터 및 관련제품 제조업 외 1 종",경기도 여주시,2022-06-02,10,"금속문, 창문, 금속셔터, 창호, 창호(플라스틱)"
