연번,산업단지명,회사명,대표업종,회사주소,X좌표,Y좌표,계획종업원수,데이터기준일자
348,음성유촌일반산업단지,주식회사한길알엠비,그 외 기타 고무제품 제조업 외 2 종,충청북도 음성군 금왕읍 유촌산단로 48,127.5625897,36.95187267,11,2025-09-22
349,음성유촌일반산업단지,창신화학(주),합성수지 및 기타 플라스틱 물질 제조업,충청북도 음성군 금왕읍 유촌산단로 40-23,127.5609765,36.95319145,4,2025-09-22
350,음성이테크일반산업단지,(주)맥이엔에스,분사기 및 소화기 제조업,충청북도 음성군 감곡면 문촌리 1169번지 외 1필지,127.6973667,37.12193378,3,2025-09-22
351,음성이테크일반산업단지,(주)성산기업,일반철물 제조업 외 1 종,충청북도 음성군 감곡면 오갑길192번길 41,127.6978406,37.12161057,21,2025-09-22
352,음성이테크일반산업단지,(주)세원테크,육상 금속 골조 구조재 제조업 외 1 종,충청북도 음성군 감곡면 오갑길192번길 21-25,127.6979831,37.12256615,2,2025-09-22
353,음성이테크일반산업단지,(주)신승이앤씨,육상 금속 골조 구조재 제조업 외 4 종,충청북도 음성군 감곡면 오갑길192번길 40,127.6978431,37.12097978,6,2025-09-22
354,음성이테크일반산업단지,(주)아이에프코리아,기타 건축용 플라스틱 조립제품 제조업,충청북도 음성군 감곡면 오갑길192번길 32,127.6964714,37.1206699,4,2025-09-22
355,음성이테크일반산업단지,(주)에스오엔지,톱 및 호환성 공구 제조업,충청북도 음성군 감곡면 문촌리 1160번지,127.6957775,37.12254251,5,2025-09-22
356,음성이테크일반산업단지,(주)피씨오텍,화학 살균.살충제 및 농업용 약제 제조업,충청북도 음성군 감곡면 오갑길192번길 33,127.6972752,37.122285,3,2025-09-22
357,음성이테크일반산업단지,게리츠코리아(주),커튼 및 유사제품 제조업 외 5 종,충청북도 음성군 감곡면 오갑길192번길 22-12,127.6950402,37.1211799,6,2025-09-22
358,음성이테크일반산업단지,경민워터컴(주),액체 여과기 제조업 외 1 종,충청북도 음성군 감곡면 오갑길192번길 21-27,127.6981632,37.1225666,9,2025-09-22
359,음성이테크일반산업단지,래오케미칼(주),폴리스티렌 발포 성형제품 제조업,충청북도 음성군 감곡면 오갑길192번길 27 외 1필지,127.6969371,37.1224103,30,2025-09-22
360,음성이테크일반산업단지,리플래시기술(주) 음성공장,기타 건축용 나무제품 제조업 외 1 종,충청북도 음성군 감곡면 오갑길192번길 28 외 2필지,127.6959304,37.1208848,20,2025-09-22
361,음성이테크일반산업단지,세신산업,포장용 플라스틱 성형용기 제조업 외 1 종,충청북도 음성군 감곡면 오갑길192번길 30-36,127.6975627,37.12074477,3,2025-09-22
362,음성이테크일반산업단지,코스타제1공장,톱 및 호환성 공구 제조업,충청북도 음성군 감곡면 오갑길192번길 16,127.6949372,37.12161218,12,2025-09-22
363,음성이테크일반산업단지,현대모바일,기타 건축용 플라스틱 조립제품 제조업,충청북도 음성군 감곡면 오갑길192번길 21-21,127.6975638,37.12329501,9,2025-09-22
364,음성중부일반산업단지,지피씨(주),콘크리트 관 및 기타 구조용 콘크리트 제품 제조업,충청북도 음성군 대소면 대금로 653-32 외 2필지,127.5063605,36.97418198,250,2025-09-22
365,음성하이텍일반산업단지,(주)대금지오웰음성공장,그 외 기타 특수목적용 기계 제조업 외 2 종,충청북도 음성군 삼성면 하이텍산단로 120,127.4674787,37.012665,29,2025-09-22
366,음성하이텍일반산업단지,(주)맑은식품,두부 및 유사식품 제조업,충청북도 음성군 삼성면 하이텍산단로 137 외 1필지,127.4665104,37.01455308,84,2025-09-22
367,음성하이텍일반산업단지,(주)윈하이텍,육상 금속 골조 구조재 제조업 외 3 종,충청북도 음성군 삼성면 하이텍산단로 99 (삼성면) 외 1필지,127.4651213,37.01231199,97,2025-09-22
368,음성하이텍일반산업단지,(주)이목원,가금류 가공 및 저장 처리업 외 5 종,충청북도 음성군 삼성면 하이텍산단로 127,127.4664357,37.01398502,10,2025-09-22
369,음성하이텍일반산업단지,(주)이화교역,그 외 기타 분류 안된 화학제품 제조업 외 2 종,충청북도 음성군 삼성면 하이텍산단로 82-8,127.4681537,37.00931573,34,2025-09-22
370,음성하이텍일반산업단지,(주)일삼,"염료, 조제 무기안료, 유연제 및 기타 착색제 제조업 외 2 종",충청북도 음성군 삼성면 하이텍산단로 69,127.4659186,37.00917054,10,2025-09-22
371,음성하이텍일반산업단지,(주)케이피티,화장품 제조업 외 2 종,충청북도 음성군 삼성면 하이텍산단로 62,127.4668142,37.00803911,19,2025-09-22
372,음성하이텍일반산업단지,(주)한빛화학,"치약, 비누 및 기타 세제 제조업 외 6 종",충청북도 음성군 삼성면 하이텍산단로 70 외 1필지,127.4669473,37.00829202,65,2025-09-22
373,음성하이텍일반산업단지,(주)휴브글로벌,기타 기초 무기 화학물질 제조업 외 3 종,충청북도 음성군 삼성면 하이텍산단로 59,127.465938,37.00799913,15,2025-09-22
374,음성하이텍일반산업단지,(주)흥국에프엔비,기타 과실ㆍ채소 가공 및 저장 처리업 외 10 종,충청북도 음성군 삼성면 하이텍산단로 116-23,127.4691047,37.01314988,70,2025-09-22
375,음성하이텍일반산업단지,Y&T파워텍(주),자동차 엔진용 신품 부품 제조업 외 1 종,충청북도 음성군 삼성면 하이텍산단로 110 (총 2 필지) 외 1필지,127.4701074,37.0111628,50,2025-09-22
376,음성하이텍일반산업단지,Y&T파워텍(주) 제2공장,자동차 엔진용 신품 부품 제조업 외 1 종,충청북도 음성군 삼성면 하이텍산단로 115 외 1필지,127.4661048,37.01308238,50,2025-09-22
377,음성하이텍일반산업단지,디와이엘라센(주),주형 및 금형 제조업 외 2 종,충청북도 음성군 삼성면 하이텍산단로 134,127.4670828,37.01465477,160,2025-09-22
378,음성하이텍일반산업단지,에이푸드 주식회사,천연 및 혼합조제 조미료 제조업 외 7 종,충청북도 음성군 삼성면 하이텍산단로 81 (총 3 필지) 외 2필지,127.4658915,37.00983728,46,2025-09-22
379,음성하이텍일반산업단지,자연채영농조합법인,기타 과실ㆍ채소 가공 및 저장 처리업 외 1 종,충청북도 음성군 삼성면 하이텍산단로 135,127.4658479,37.01446901,10,2025-09-22
380,음성하이텍일반산업단지,자연채영농조합법인,과실 및 그 외 채소 절임식품 제조업 외 1 종,충청북도 음성군 삼성면 하이텍산단로 133,127.4655217,37.0145126,35,2025-09-22
381,음성하이텍일반산업단지,한일제관(주)제1공장,금속 캔 및 기타 포장용기 제조업,충청북도 음성군 삼성면 하이텍산단로 84,127.4671839,37.00981603,114,2025-09-22
382,음성하이텍일반산업단지,한일지앤엠(주),금속 캔 및 기타 포장용기 제조업,충청북도 음성군 삼성면 하이텍산단로 102,127.4672608,37.01168177,28,2025-09-22
383,충북진천음성혁신도시도시첨단산업단지,(주)대찬테크,발광 다이오드 제조업 외 1 종,충청북도 음성군 맹동면 태정로 50,127.5531413,36.90841928,30,2025-09-22
384,충북진천음성혁신도시도시첨단산업단지,스필일렉트릭(주),"전기회로 개폐, 보호장치 제조업 외 2 종",충청북도 음성군 맹동면 이수로 138,127.5552865,36.91198694,35,2025-09-22
385,충북진천음성혁신도시도시첨단산업단지,에이지디주식회사,디스플레이 제조용 기계 제조업,충청북도 음성군 맹동면 태정로 36,127.552082,36.9072528,6,2025-09-22
386,충북진천음성혁신도시도시첨단산업단지,유한회사 솔라엣지테크놀로지스코리아,축전지 제조업,충청북도 음성군 맹동면 태정로 66 외 4필지,127.5549365,36.91039957,161,2025-09-22
