순번,회사명,대표업종차수,대표업종번호,업종번호,업종명,시도,시군구,사업유형,남종업원,여종업원,외국인(남),외국인(여),종업원수
7468,동진산업,11,30399,"30399, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,충청남도,홍성군,제조업,1,,3,,4
7469,동진산업(주),11,16103,"16103, ","목재 보존, 방부처리, 도장 및 유사 처리업",충청남도,논산시,제조업,10,1,0,0,11
7470,동진수산,11,10219,"10219, ",기타 수산동물 가공 및 저장 처리업,충청남도,보령시,제조업,10,,,,10
7471,동진수산,11,10219,"10219, ",기타 수산동물 가공 및 저장 처리업,충청남도,천안시 서북구,제조업,8,2,0,0,10
7472,동진수산,11,10219,"10219, ",기타 수산동물 가공 및 저장 처리업,충청남도,서천군,제조업,1,0,0,0,1
7473,동진파일주식회사,11,23325,"23325, 23326",콘크리트 관 및 기타 구조용 콘크리트 제품 제조업 외 1 종,충청남도,서산시,제조업,64,6,0,0,70
7474,동창R&S(주),11,24131,"24131, ",주철관 제조업,충청남도,아산시,제조업,44,4,0,0,48
7475,동천쎄라믹스,11,23221,"23221, ",가정용 및 장식용 도자기 제조업,충청남도,천안시 동남구,제조업,10,0,0,0,10
7476,동천안자동차정비,11,30201,"30201, 30202",차체 및 특장차 제조업 외 1 종,충청남도,천안시 동남구,제조업,10,0,0,0,10
7477,동하밈텍 주식회사,11,25911,"25911, ",분말 야금제품 제조업,충청남도,당진시,제조업,5,9,4,,18
7478,동하산업(주),11,14199,"14199, ",그 외 기타 봉제의복 제조업,충청남도,천안시 서북구,제조업,44,110,0,0,154
7479,동해그린텍,11,22241,"22241, 22249",운송장비 조립용 플라스틱제품 제조업 외 1 종,충청남도,당진시,제조업,10,0,0,0,10
7480,동해금속(주),11,30320,"30320, 30400",자동차 차체용 신품 부품 제조업 외 1 종,충청남도,서산시,제조업,40,0,0,0,40
7481,동해스틸텍(주),11,25999,"25999, 25995",그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,충청남도,당진시,제조업,6,,,,6
7482,동해식품화학공업(주),11,10839,"10839, 20495, 20499, 21301",기타 식품 첨가물 제조업 외 3 종,충청남도,금산군,제조업,,,,,0
7483,동해중전기,11,28123,"28123, ",배전반 및 전기 자동제어반 제조업,충청남도,천안시 서북구,제조업,8,0,0,0,8
7484,동헌기술,11,29272,"29272, ",디스플레이 제조용 기계 제조업,충청남도,아산시,제조업,9,1,0,0,10
7485,동현테크,11,22232,"22232, 22211, 22241, 22249, 22299",포장용 플라스틱 성형용기 제조업 외 4 종,충청남도,논산시,제조업,5,0,0,0,5
7486,동호기전(주),11,29210,"29210, ",농업 및 임업용 기계 제조업,충청남도,천안시 동남구,제조업,10,2,0,0,12
7487,동호산업,11,26299,"26299, 28422, 28429, 28903",그 외 기타 전자부품 제조업 외 3 종,충청남도,천안시 서북구,제조업,,,,,0
7488,동호산업(주),11,25111,"25111, 22223","금속 문, 창, 셔터 및 관련제품 제조업 외 1 종",충청남도,천안시 서북구,제조업,8,2,0,0,10
7489,동호실업주식회사,11,25111,"25111, 22223","금속 문, 창, 셔터 및 관련제품 제조업 외 1 종",충청남도,보령시,제조업,5,1,0,0,6
7490,동호정밀,11,29293,"29293, ",주형 및 금형 제조업,충청남도,아산시,제조업,8,0,0,0,8
7491,동화경금속 주식회사,11,26299,"26299, ",그 외 기타 전자부품 제조업,충청남도,아산시,제조업,9,3,,,12
7492,동화경금속공업 주식회사,11,24222,"24222, ","알루미늄 압연, 압출 및 연신제품 제조업",충청남도,아산시,제조업,28,8,9,,45
7493,동화경금속공업 주식회사,11,30399,"30399, 35114",그 외 자동차용 신품 부품 제조업 외 1 종,충청남도,아산시,제조업,29,5,12,0,46
7494,동화기업,11,30320,"30320, 30400",자동차 차체용 신품 부품 제조업 외 1 종,충청남도,예산군,제조업,1,9,0,0,10
7495,동화기업(주),11,16212,"16212, ",강화 및 재생 목재 제조업,충청남도,아산시,제조업,74,1,0,0,75
7496,동화바이텍스(주),11,13992,"13992, 29175",부직포 및 펠트 제조업 외 1 종,충청남도,천안시 동남구,제조업,18,2,0,0,20
7497,동화산업(주),11,22211,"22211, ","플라스틱 선, 봉, 관 및 호스 제조업",충청남도,천안시 동남구,제조업,12,1,0,0,13
7498,동화산업(주),11,23991,"23991, ",아스팔트 콘크리트 및 혼합제품 제조업,충청남도,당진시,제조업,5,1,0,0,6
7499,동화이에스(주),11,28202,"28202, 28209",운송장비용 이차전지 제조업 외 1 종,충청남도,천안시 서북구,제조업,50,0,0,0,50
7500,동화일렉트로라이트,11,20119,"20119, ",기타 기초 유기화학 물질 제조업,충청남도,논산시,제조업,52,11,0,0,63
7501,동화전자공업(주),11,26529,"26529, ",기타 음향기기 제조업,충청남도,홍성군,제조업,7,1,0,0,8
7502,동흥전자(주),11,26293,"26293, 26410","전자코일, 변성기 및 기타 전자 유도자 제조업 외 1 종",충청남도,천안시 서북구,제조업,80,70,0,0,150
7503,동희오토(주),11,30121,"30121, 13229, 30122",내연기관 승용차 및 기타 여객용 자동차 제조업 외 2 종,충청남도,서산시,제조업,1148,81,286,5,1520
7504,두길기업,11,22259,"22259, ",기타 플라스틱 발포 성형제품 제조업,충청남도,아산시,제조업,2,0,1,2,5
7505,두두담 농업회사법인 주식회사,11,10603,"10603, ",과자류 및 코코아 제품 제조업,충청남도,부여군,제조업,1,2,,,3
7506,두레산업,11,29241,"29241, ",건설 및 채광용 기계장비 제조업,충청남도,아산시,제조업,8,2,0,0,10
7507,두레식품,11,10309,"10309, ",기타 과실ㆍ채소 가공 및 저장 처리업,충청남도,당진시,제조업,2,2,0,0,4
7508,두루기계 주식회사,11,29210,"29210, ",농업 및 임업용 기계 제조업,충청남도,아산시,제조업,2,1,0,0,3
7509,두루기계통상,11,29210,"29210, ",농업 및 임업용 기계 제조업,충청남도,아산시,제조업,4,0,0,0,4
7510,두리기계공업(주),11,25119,"25119, ",기타 구조용 금속제품 제조업,충청남도,천안시 서북구,제조업,3,0,0,0,3
7511,두리기전,11,28123,"28123, ",배전반 및 전기 자동제어반 제조업,충청남도,천안시 서북구,제조업,3,2,0,0,5
7512,두리나식품,11,10121,"10121, 10832",가금류 가공 및 저장 처리업 외 1 종,충청남도,논산시,제조업,0,0,0,0,0
7513,두리산업,11,25119,"25119, 29172, 29173",기타 구조용 금속제품 제조업 외 2 종,충청남도,천안시 동남구,제조업,5,0,0,0,5
7514,두리산업,11,32021,"32021, ",주방용 및 음식점용 목재가구 제조업,충청남도,금산군,제조업,4,1,,,5
7515,두리이엔지,11,25912,"25912, 27216, 29142, 29271",금속 단조제품 제조업 외 3 종,충청남도,천안시 서북구,제조업,61,6,0,0,67
7516,두리전산,11,18119,"18119, 18113",기타 인쇄업 외 1 종,충청남도,아산시,제조업,3,0,0,0,3
7517,두리정밀,11,27195,"27195, 27301",안경 및 안경렌즈 제조업 외 1 종,충청남도,논산시,제조업,4,0,0,0,4
7518,두리플랜트,11,30399,"30399, ",그 외 자동차용 신품 부품 제조업,충청남도,예산군,제조업,2,1,,,3
7519,두리화장품(주),11,20423,"20423, 21211, 21212",화장품 제조업 외 2 종,충청남도,금산군,제조업,25,43,,,68
7520,두리화장품(주)물류센터지점,11,22232,"22232, 18112",포장용 플라스틱 성형용기 제조업 외 1 종,충청남도,금산군,제조업,4,5,,,9
7521,두림,11,27212,"27212, ","전자기 측정, 시험 및 분석기구 제조업",충청남도,천안시 서북구,제조업,,3,,,3
7522,두산CMS,11,29271,"29271, ",반도체 제조용 기계 제조업,충청남도,아산시,제조업,4,1,0,0,5
7523,두산공작기계 대청판매,11,29223,"29223, ",금속 절삭기계 제조업,충청남도,천안시 서북구,제조업,3,0,0,0,3
7524,두산공작기계충청서비스,11,25924,"25924, ",절삭가공 및 유사처리업,충청남도,아산시,제조업,0,0,0,0,0
7525,두산기초주식회사,11,23999,"23999, ",그 외 기타 분류 안된 비금속 광물제품 제조업,충청남도,당진시,제조업,10,,,,10
7526,두산에프에스 농업회사법인 주식회사,11,10129,"10129, ",육류 기타 가공 및 저장처리업 (가금류 제외),충청남도,아산시,제조업,30,15,0,0,45
7527,두산엠티솔루션,11,25113,"25113, 25114, 25924",육상 금속 골조 구조재 제조업 외 2 종,충청남도,천안시 서북구,제조업,5,1,0,0,6
7528,두산지게차충남판매(주),11,29241,"29241, ",건설 및 채광용 기계장비 제조업,충청남도,천안시 동남구,제조업,8,1,0,0,9
7529,두성공업(주),11,20493,"20493, ",접착제 및 젤라틴 제조업,충청남도,당진시,제조업,6,2,,,8
7530,두성기계공업 주식회사,11,29293,"29293, ",주형 및 금형 제조업,충청남도,천안시 서북구,제조업,2,,,,2
7531,두성기계공업(주),11,29293,"29293, ",주형 및 금형 제조업,충청남도,천안시 서북구,제조업,22,1,0,0,23
7532,두성분체도장,11,25923,"25923, ",도장 및 기타 피막처리업,충청남도,아산시,제조업,5,1,0,0,6
7533,두성분체도장,11,25923,"25923, ",도장 및 기타 피막처리업,충청남도,아산시,제조업,5,1,0,0,6
7534,두성산업,11,30399,"30399, 30392",그 외 자동차용 신품 부품 제조업 외 1 종,충청남도,아산시,제조업,22,3,0,0,25
7535,두성섬유,11,13213,"13213, ",화학섬유직물 직조업,충청남도,공주시,제조업,3,6,0,0,9
7536,두성특장 주식회사,11,30201,"30201, 29161, 29169, 29241, 30202, 30203",차체 및 특장차 제조업 외 5 종,충청남도,아산시,제조업,,,,,0
7537,두성특장(주),11,30202,"30202, 30201, 30203",자동차 구조 및 장치 변경업  외 2 종,충청남도,천안시 서북구,제조업,26,2,0,0,28
7538,두송건설(주),11,25913,"25913, 25914, 30399",자동차용 금속 압형제품 제조업 외 2 종,충청남도,천안시 서북구,제조업,15,0,0,0,15
7539,두송약품(주),11,21220,"21220, ",한의약품 제조업,충청남도,금산군,제조업,7,3,0,0,10
7540,두양산업(주),11,20119,"20119, 20132",기타 기초 유기화학 물질 제조업 외 1 종,충청남도,서산시,제조업,14,1,0,0,15
7541,두용,11,25119,"25119, ",기타 구조용 금속제품 제조업,충청남도,공주시,제조업,1,0,0,0,1
7542,두원기업,8,34309,"34309, ",기타자동차부품제조업,충청남도,천안시 서북구,제조업,15,0,0,0,15
7543,두원이엔지,11,28123,"28123, ",배전반 및 전기 자동제어반 제조업,충청남도,천안시 서북구,제조업,1,1,0,0,2
7544,두원전선(주),11,28302,"28302, 24221, 24222",기타 절연선 및 케이블 제조업 외 2 종,충청남도,보령시,제조업,50,4,0,0,54
7545,두진케미칼,11,22259,"22259, ",기타 플라스틱 발포 성형제품 제조업,충청남도,천안시 동남구,제조업,4,0,0,0,4
7546,둔산메디칼산업,11,27199,"27199, ",그 외 기타 의료용 기기 제조업,,,제조업,3,1,0,0,4
7547,둔포록야 영농조합법인,11,10309,"10309, ",기타 과실ㆍ채소 가공 및 저장 처리업,충청남도,아산시,제조업,2,10,0,0,12
7548,둔포제일사료,11,10901,"10901, 10902, 10903",반려동물용 사료 제조업 외 2 종,충청남도,아산시,제조업,5,0,0,0,5
7549,듀오백코리아(주)천안공장,8,34309,"34309, ",기타자동차부품제조업,충청남도,천안시 서북구,제조업,13,1,0,0,14
7550,듀폰스페셜티머터리얼스코리아 유한회사,11,20491,"20491, ",감광재료 및 관련 화학제품 제조업,충청남도,천안시 서북구,제조업,73,25,0,0,98
7551,듀폰스페셜티머터리얼스코리아 유한회사,11,20119,"20119, 20491",기타 기초 유기화학 물질 제조업 외 1 종,충청남도,천안시 서북구,제조업,24,3,0,0,27
7552,듀폰스페셜티머터리얼스코리아 유한회사,11,20491,"20491, 20495, 20499, 21301",감광재료 및 관련 화학제품 제조업 외 3 종,충청남도,천안시 서북구,제조업,40,8,0,0,48
7553,듀폰스페셜티머터리얼즈코리아(유)제3공장,11,20491,"20491, ",감광재료 및 관련 화학제품 제조업,충청남도,천안시 서북구,제조업,10,3,0,0,13
7554,듀폰스페셜티솔루션코리아(유),11,20119,"20119, ",기타 기초 유기화학 물질 제조업,충청남도,천안시 서북구,제조업,70,13,0,0,83
7555,드래곤모터스(주),11,30201,"30201, 25113, 25122, 25123, 29120, 29142, 29171, 29177, 29199, 30121, 30122, 30123, 30124, 30202, 30203, 30399",차체 및 특장차 제조업 외 15 종,충청남도,홍성군,제조업,21,4,,,25
7556,드래곤테크(주),11,28119,"28119, ",기타 전기 변환장치 제조업,충청남도,당진시,제조업,23,2,0,0,25
7557,드론테크,11,22249,"22249, ",기타 기계.장비 조립용 플라스틱 제품 제조업,충청남도,천안시 서북구,제조업,1,2,,,3
7558,드림건설,11,25113,"25113, ",육상 금속 골조 구조재 제조업,충청남도,당진시,제조업,5,,,,5
7559,드림랜드,11,33302,"33302, 33301",놀이터용 장비 제조업 외 1 종,충청남도,금산군,제조업,1,,,,1
7560,드림레이저,11,25929,"25929, ",그 외 기타 금속가공업,충청남도,아산시,제조업,2,1,0,0,3
7561,드림산업,11,16231,"16231, 16232",목재 깔판류 및 기타 적재판 제조업 외 1 종,충청남도,천안시 서북구,제조업,10,0,0,0,10
7562,드림아이티,11,28123,"28123, 26421, 27215, 27216",배전반 및 전기 자동제어반 제조업 외 3 종,충청남도,공주시,제조업,,,,,0
7563,드림에너지(주),11,29177,"29177, ","증류기, 열교환기 및 가스발생기 제조업",충청남도,천안시 서북구,제조업,7,1,0,0,8
7564,드림일렉트,11,28123,"28123, ",배전반 및 전기 자동제어반 제조업,충청남도,천안시 서북구,제조업,5,1,0,0,6
7565,드림케미칼(주),11,22211,"22211, 16212","플라스틱 선, 봉, 관 및 호스 제조업 외 1 종",충청남도,천안시 동남구,제조업,32,4,0,0,36
7566,드림파워텍,11,28123,"28123, ",배전반 및 전기 자동제어반 제조업,충청남도,천안시 서북구,제조업,11,3,0,0,14
7567,드림피엔씨(주),11,25112,"25112, ",구조용 금속 판제품 및 공작물 제조업,충청남도,천안시 서북구,제조업,5,0,0,0,5
7568,득호FRP,11,31112,"31112, 31113",합성수지선 건조업 외 1 종,충청남도,태안군,제조업,6,1,0,0,7
7569,등운금속(주),11,22299,"22299, ",그 외 기타 플라스틱 제품 제조업,충청남도,당진시,제조업,,,,,0
7570,디-마인드테크,11,29293,"29293, 28111, 29223, 29271",주형 및 금형 제조업 외 3 종,충청남도,천안시 서북구,제조업,13,1,0,0,14
7571,디노알씨티,11,22211,"22211, ","플라스틱 선, 봉, 관 및 호스 제조업",충청남도,논산시,제조업,4,0,0,0,4
7572,디딤안전산업,11,33910,"33910, 22199, 22299, 25112, 25113, 25114, 25929, 25994",간판 및 광고물 제조업 외 7 종,충청남도,논산시,제조업,3,1,,,4
7573,디벤하우스,11,22299,"22299, ",그 외 기타 플라스틱 제품 제조업,충청남도,아산시,제조업,1,2,,,3
7574,디사이노 주식회사,11,29271,"29271, ",반도체 제조용 기계 제조업,충청남도,천안시 서북구,제조업,4,2,0,0,6
7575,디씨티,11,29199,"29199, ",그 외 기타 일반목적용 기계 제조업,충청남도,천안시 서북구,제조업,1,,,,1
7576,디씨티준오주식회사,11,26421,"26421, 26310, 26410, 28423",방송장비 제조업 외 3 종,충청남도,당진시,제조업,10,,,,10
7577,디아이동일(주) 천안 알루미늄 사업장,11,24222,"24222, 17904, 29172, 29173","알루미늄 압연, 압출 및 연신제품 제조업 외 3 종",충청남도,천안시 서북구,제조업,230,20,0,0,250
7578,디아이에프에프,11,25923,"25923, ",도장 및 기타 피막처리업,충청남도,서산시,제조업,3,,2,,5
7579,디아이지에어가스 주식회사,11,20499,"20499, 21301",그 외 기타 분류 안된 화학제품 제조업 외 1 종,충청남도,공주시,제조업,18,1,0,0,19
7580,디아이지에어가스 주식회사,11,20121,"20121, 20122",수소 제조업 외 1 종,충청남도,서산시,제조업,7,,,,7
7581,디아이텍 주식회사,11,29150,"29150, 29171","산업용 오븐, 노 및 노용 버너 제조업 외 1 종",충청남도,천안시 서북구,제조업,6,1,0,0,7
