순번,회사명,대표업종차수,대표업종번호,업종번호,업종명,시도,시군구,사업유형,남종업원,여종업원,외국인(남),외국인(여),종업원수
1361,(주)모헨즈 보령공장,11,23322,"23322, ",레미콘 제조업,충청남도,보령시,제조업,9,2,0,0,11
1362,(주)모헨즈 서천공장,11,23322,"23322, ",레미콘 제조업,충청남도,서천군,제조업,10,0,0,0,10
1363,(주)몬스터에프앤에스,11,10122,"10122, 10129",육류 포장육 및 냉동육 가공업 (가금류 제외) 외 1 종,충청남도,천안시 동남구,제조업,8,10,,,18
1364,(주)못난이푸드,11,10513,"10513, ",곡물 혼합분말 및 반죽 제조업,충청남도,천안시 동남구,제조업,3,2,,,5
1365,(주)무궁화엘앤비,11,18119,"18119, 18113",기타 인쇄업 외 1 종,충청남도,천안시 서북구,제조업,16,2,0,0,18
1366,(주)무궁화엘앤비,11,18129,"18129, ",기타 인쇄관련 산업,충청남도,천안시 서북구,제조업,0,0,0,0,0
1367,(주)무궁화엘앤비,11,18119,"18119, ",기타 인쇄업,충청남도,천안시 서북구,제조업,34,34,,,68
1368,(주)무룡,11,30331,"30331, 30400",자동차용 신품 동력전달장치 제조업 외 1 종,충청남도,서산시,제조업,25,8,0,0,33
1369,(주)무림제약,11,21220,"21220, 10897",한의약품 제조업 외 1 종,충청남도,논산시,제조업,7,2,0,0,9
1370,(주)무유플랜트,11,25122,"25122, ",금속탱크 및 저장용기 제조업,충청남도,당진시,제조업,17,1,,,18
1371,(주)무지개스틸,11,25111,"25111, 25119","금속 문, 창, 셔터 및 관련제품 제조업 외 1 종",충청남도,논산시,제조업,12,3,,,15
1372,(주)무지개토탈,11,25113,"25113, 25944, 25994, 25999, 28423, 33910, 33932",육상 금속 골조 구조재 제조업 외 6 종,충청남도,금산군,제조업,6,3,,,9
1373,(주)무진,11,10301,"10301, 10302",김치류 제조업 외 1 종,충청남도,천안시 서북구,제조업,7,16,0,0,23
1374,(주)무진,11,29271,"29271, ",반도체 제조용 기계 제조업,충청남도,아산시,제조업,5,0,3,0,8
1375,(주)무진오토,11,30320,"30320, 30400",자동차 차체용 신품 부품 제조업 외 1 종,충청남도,천안시 서북구,제조업,55,34,0,0,89
1376,(주)무진오토,11,29172,"29172, 29173",가정용 및 산업용 공기 조화장치 제조업 외 1 종,충청남도,천안시 서북구,제조업,30,0,0,0,30
1377,(주)무진케미칼,11,22292,"22292, ","플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",충청남도,천안시 서북구,제조업,,,,,0
1378,(주)무창,11,30399,"30399, ",그 외 자동차용 신품 부품 제조업,충청남도,아산시,제조업,48,2,0,0,50
1379,(주)무창,11,25112,"25112, 22299, 25999, 28422",구조용 금속 판제품 및 공작물 제조업 외 3 종,충청남도,금산군,제조업,6,,,,6
1380,(주)무한기술,11,28422,"28422, 26410, 26429, 28122, 28410, 28423, 28429",일반용 전기 조명장치 제조업 외 6 종,충청남도,계룡시,제조업,,,,,0
1381,(주)문경,11,25994,"25994, ",금속 표시판 제조업,충청남도,금산군,제조업,15,2,0,0,17
1382,(주)미가온 농업회사법인,11,10129,"10129, 10122",육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,충청남도,태안군,제조업,14,20,,,34
1383,(주)미가온푸드,11,10129,"10129, 10121, 10122, 10211, 10219, 10601",육류 기타 가공 및 저장처리업 (가금류 제외) 외 5 종,충청남도,서산시,제조업,17,30,0,0,47
1384,(주)미가이엔지,11,29172,"29172, 29173",가정용 및 산업용 공기 조화장치 제조업 외 1 종,충청남도,천안시 동남구,제조업,10,2,0,0,12
1385,(주)미경사,11,33910,"33910, ",간판 및 광고물 제조업,충청남도,홍성군,제조업,4,3,,,7
1386,(주)미광,11,25929,"25929, 24321",그 외 기타 금속가공업 외 1 종,충청남도,천안시 서북구,제조업,9,1,0,0,10
1387,(주)미네랄이십일,11,10893,"10893, ",수프 및 균질화식품 제조업,충청남도,부여군,제조업,6,4,0,0,10
1388,(주)미다스,11,29271,"29271, ",반도체 제조용 기계 제조업,충청남도,천안시 서북구,제조업,4,1,0,0,5
1389,(주)미라이후손관거,11,22211,"22211, 22249, 22299","플라스틱 선, 봉, 관 및 호스 제조업 외 2 종",충청남도,금산군,제조업,20,5,0,0,25
1390,(주)미락훼미리,11,10602,"10602, ",빵류 제조업,충청남도,논산시,제조업,25,50,0,0,75
1391,(주)미래,11,23321,"23321, 23329",비내화 모르타르 제조업 외 1 종,충청남도,서천군,제조업,3,1,,,4
1392,(주)미래금속,11,30399,"30399, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,충청남도,당진시,제조업,8,2,,,10
1393,(주)미래기계기술,11,29271,"29271, ",반도체 제조용 기계 제조업,충청남도,아산시,제조업,27,2,,1,30
1394,(주)미래기계기술,11,25923,"25923, ",도장 및 기타 피막처리업,충청남도,아산시,제조업,6,4,,,10
1395,(주)미래기공,11,30310,"30310, 30400",자동차 엔진용 신품 부품 제조업 외 1 종,충청남도,서산시,제조업,5,1,23,4,33
1396,(주)미래기업,11,30399,"30399, 25923",그 외 자동차용 신품 부품 제조업 외 1 종,충청남도,아산시,제조업,17,2,0,0,19
1397,(주)미래기전,11,28123,"28123, ",배전반 및 전기 자동제어반 제조업,충청남도,금산군,제조업,26,3,,,29
1398,(주)미래로드셋 제2공장,11,25112,"25112, 25113, 25119",구조용 금속 판제품 및 공작물 제조업 외 2 종,충청남도,홍성군,제조업,2,1,,,3
1399,(주)미래머티리얼즈,11,20203,"20203, ",혼성 및 재생 플라스틱 소재 물질 제조업,충청남도,당진시,제조업,1,2,,,3
1400,(주)미래바이오텍,11,20312,"20312, ",복합비료 및 기타 화학비료 제조업,충청남도,금산군,제조업,1,,,,1
1401,(주)미래비전,11,38321,"38321, 38322",비금속류 해체 및 선별업 외 1 종,충청남도,공주시,제조업,48,2,0,0,50
1402,(주)미래스틸,11,25119,"25119, ",기타 구조용 금속제품 제조업,충청남도,예산군,제조업,5,2,,,7
1403,(주)미래엔지니어링,11,25929,"25929, ",그 외 기타 금속가공업,충청남도,아산시,제조업,15,6,16,4,41
1404,(주)미래이앤씨,11,22232,"22232, ",포장용 플라스틱 성형용기 제조업,충청남도,아산시,제조업,3,3,0,0,6
1405,(주)미래이엔지,11,25113,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,충청남도,당진시,제조업,35,5,,,40
1406,(주)미래이피,11,28909,"28909, ",그 외 기타 전기장비 제조업,충청남도,천안시 서북구,제조업,22,3,0,0,25
1407,(주)미래코리아,11,26529,"26529, 25923, 25929",기타 음향기기 제조업 외 2 종,충청남도,천안시 서북구,제조업,149,101,0,0,250
1408,(주)미래코리아,11,28422,"28422, ",일반용 전기 조명장치 제조업,충청남도,천안시 서북구,제조업,149,101,,,250
1409,(주)미래팩키지,11,17211,"17211, 17212",골판지 제조업 외 1 종,충청남도,논산시,제조업,3,1,,,4
1410,(주)미래프라텍,11,20203,"20203, ",혼성 및 재생 플라스틱 소재 물질 제조업,충청남도,천안시 서북구,제조업,5,0,0,0,5
1411,(주)미래피앤아이,11,28302,"28302, ",기타 절연선 및 케이블 제조업,충청남도,천안시 서북구,제조업,3,0,0,0,3
1412,(주)미래피앤아이,11,26410,"26410, ",유선 통신장비 제조업,충청남도,천안시 서북구,제조업,3,1,0,0,4
1413,(주)미래피엔티,11,29299,"29299, ",그 외 기타 특수목적용 기계 제조업,충청남도,아산시,제조업,11,1,1,,13
1414,(주)미래하이원테크,11,25113,"25113, 20411, 22292, 25923",육상 금속 골조 구조재 제조업 외 3 종,충청남도,당진시,제조업,,,,,0
1415,(주)미륭산업,11,25929,"25929, ",그 외 기타 금속가공업,충청남도,보령시,제조업,46,1,3,,50
1416,(주)미모,11,26310,"26310, ",컴퓨터 제조업,충청남도,천안시 서북구,제조업,10,4,0,0,14
1417,(주)미목산업,11,16229,"16229, ",기타 건축용 나무제품 제조업,충청남도,금산군,제조업,4,1,,,5
1418,(주)미보,11,20421,"20421, ",계면활성제 제조업,충청남도,예산군,제조업,7,3,,,10
1419,(주)미보 천안지점,11,29169,"29169, ",기타 물품 취급장비 제조업,충청남도,천안시 동남구,제조업,,,,,0
1420,(주)미설렘,11,10129,"10129, 10832",육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,충청남도,아산시,제조업,0,0,0,0,0
1421,(주)미성메탈,11,22291,"22291, 22292",플라스틱 접착처리 제품 제조업 외 1 종,충청남도,천안시 동남구,제조업,1,2,1,0,4
1422,(주)미성산업,11,24199,"24199, ",그 외 기타 1차 철강 제조업,충청남도,당진시,제조업,45,1,,,46
1423,(주)미성이앤씨 당진지점,11,25112,"25112, ",구조용 금속 판제품 및 공작물 제조업,,,제조업,3,2,0,0,5
1424,(주)미성포장,11,17211,"17211, 17212",골판지 제조업 외 1 종,충청남도,천안시 동남구,제조업,3,0,0,0,3
1425,(주)미성화인텍,11,25924,"25924, 25119, 25121",절삭가공 및 유사처리업 외 2 종,충청남도,천안시 동남구,제조업,9,1,0,0,10
1426,(주)미소전기,11,28119,"28119, 28123",기타 전기 변환장치 제조업 외 1 종,충청남도,아산시,제조업,14,1,0,0,15
1427,(주)미솔메탈,11,24290,"24290, ",기타 1차 비철금속 제조업,충청남도,천안시 서북구,제조업,6,1,,,7
1428,(주)미송산업,11,16231,"16231, 16232",목재 깔판류 및 기타 적재판 제조업 외 1 종,충청남도,아산시,제조업,10,0,0,0,10
1429,(주)미술사,11,25111,"25111, 33910","금속 문, 창, 셔터 및 관련제품 제조업 외 1 종",충청남도,태안군,제조업,5,0,0,0,5
1430,(주)미스미네랄,11,20423,"20423, 20422, 20424",화장품 제조업 외 2 종,충청남도,홍성군,제조업,3,2,,,5
1431,(주)미스바알텍,11,10897,"10897, ",건강기능식품 제조업,충청남도,아산시,제조업,8,2,0,0,10
1432,(주)미인만들기,11,14120,"14120, ",속옷 및 잠옷 제조업,충청남도,천안시 서북구,제조업,10,20,0,0,30
1433,(주)미주앤미주,11,22251,"22251, 22259",폴리스티렌 발포 성형제품 제조업 외 1 종,충청남도,천안시 서북구,제조업,7,2,0,0,9
1434,(주)미주엔지니어링,11,28123,"28123, ",배전반 및 전기 자동제어반 제조업,충청남도,논산시,제조업,4,1,0,0,5
1435,(주)미즈바테크놀로지,11,20491,"20491, ",감광재료 및 관련 화학제품 제조업,충청남도,공주시,제조업,2,1,0,0,3
1436,(주)미코명진,11,29299,"29299, 29261",그 외 기타 특수목적용 기계 제조업 외 1 종,충청남도,아산시,제조업,34,4,0,,38
1437,(주)미토,11,20312,"20312, 20313",복합비료 및 기타 화학비료 제조업 외 1 종,충청남도,예산군,제조업,7,3,0,0,10
1438,(주)믿음의나무 농업회사법인 제1공장,11,10895,"10895, ",인삼식품 제조업,충청남도,금산군,제조업,6,13,,,19
1439,(주)믿음의나무 농업회사법인(제3공장),11,10895,"10895, ",인삼식품 제조업,충청남도,금산군,제조업,2,0,,,2
1440,(주)믿음의나무 영농조합법인 제2공장,11,10895,"10895, ",인삼식품 제조업,충청남도,금산군,제조업,2,3,,,5
1441,(주)믿음정보통신,11,26429,"26429, ",기타 무선 통신장비 제조업,충청남도,천안시 동남구,제조업,3,1,0,0,4
1442,(주)밀성티티에스,11,34019,"34019, ",기타 일반 기계 및 장비 수리업,충청남도,태안군,제조업,14,1,,,15
1443,(주)밀토리식품,11,10601,"10601, 10602, 10603",떡류 제조업 외 2 종,충청남도,금산군,제조업,4,0,,,4
1444,(주)바다로푸드,11,10212,"10212, ",수산동물 건조 및 염장품 제조업,충청남도,논산시,제조업,1,2,,,3
1445,(주)바로건설씨스템,11,25113,"25113, ",육상 금속 골조 구조재 제조업,충청남도,아산시,제조업,5,1,10,0,16
1446,(주)바론,11,29199,"29199, ",그 외 기타 일반목적용 기계 제조업,충청남도,금산군,제조업,1,0,,,1
1447,(주)바른모빌테크,11,30201,"30201, 30202, 30203",차체 및 특장차 제조업 외 2 종,충청남도,서산시,제조업,20,,,,20
1448,(주)바벨,11,25112,"25112, ",구조용 금속 판제품 및 공작물 제조업,충청남도,당진시,제조업,11,2,,,13
1449,(주)바이오 넬,11,20312,"20312, 20313",복합비료 및 기타 화학비료 제조업 외 1 종,충청남도,논산시,제조업,10,0,0,0,10
1450,(주)바이오마스터,11,22231,"22231, ","플라스틱 포대, 봉투 및 유사제품 제조업",충청남도,천안시 서북구,제조업,1,1,0,0,2
1451,(주)바이오마스터,11,22231,"22231, ","플라스틱 포대, 봉투 및 유사제품 제조업",충청남도,천안시 서북구,제조업,1,1,0,0,2
1452,(주)바이오믹스,11,10899,"10899, ",그 외 기타 식료품 제조업,충청남도,청양군,제조업,5,4,0,0,9
1453,(주)바이오스마트,11,26292,"26292, ",전자저항기 및 전자카드 제조업,충청남도,아산시,제조업,41,57,24,0,122
1454,(주)바이오스탠다드,11,21301,"21301, 21309",체외 진단 시약 제조업 외 1 종,충청남도,아산시,제조업,21,14,0,0,35
1455,(주)바이오시엠,11,20422,"20422, 20423","치약, 비누 및 기타 세제 제조업 외 1 종",충청남도,아산시,제조업,4,2,0,0,6
1456,(주)바이오시엠,11,20423,"20423, ",화장품 제조업,충청남도,아산시,제조업,,,,,0
1457,(주)바이오아키,11,23129,"23129, 23122",기타 산업용 유리제품 제조업 외 1 종,충청남도,천안시 서북구,제조업,5,0,0,0,5
1458,(주)바이오알앤즈,11,10901,"10901, 10902, 10903",반려동물용 사료 제조업 외 2 종,,,제조업,5,0,0,0,5
1459,(주)바이오에이엠,11,10901,"10901, 10903",반려동물용 사료 제조업 외 1 종,충청남도,금산군,제조업,5,0,,,5
1460,(주)바이오엔투엔티원,11,20499,"20499, 20495, 21301",그 외 기타 분류 안된 화학제품 제조업 외 2 종,충청남도,천안시 서북구,제조업,2,2,0,0,4
1461,(주)바이오엘반,11,29175,"29175, ",기체 여과기 제조업,충청남도,천안시 서북구,제조업,5,5,0,0,10
1462,(주)바이오텍,11,11209,"11209, 10901, 10903",기타 비알코올 음료 제조업 외 2 종,충청남도,공주시,제조업,1,,,,1
1463,(주)바이오포레스트,11,29172,"29172, 29173",가정용 및 산업용 공기 조화장치 제조업 외 1 종,충청남도,홍성군,제조업,2,1,,,3
1464,(주)바이오필드,11,29210,"29210, ",농업 및 임업용 기계 제조업,충청남도,서산시,제조업,4,,,,4
1465,(주)바이옥스,11,20422,"20422, ","치약, 비누 및 기타 세제 제조업",충청남도,당진시,제조업,13,6,0,0,19
1466,(주)바이옥스,11,20321,"20321, ",화학 살균.살충제 및 농업용 약제 제조업,충청남도,당진시,제조업,30,8,0,0,38
1467,(주)바이텍시스템,11,29271,"29271, 29272",반도체 제조용 기계 제조업 외 1 종,충청남도,아산시,제조업,3,0,0,0,3
1468,(주)바흐,11,28519,"28519, ",기타 가정용 전기기기 제조업,,,제조업,10,1,0,0,11
1469,(주)반도기전,11,30399,"30399, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,충청남도,홍성군,제조업,8,9,0,0,17
1470,(주)반도인더스,11,29169,"29169, 29162",기타 물품 취급장비 제조업 외 1 종,충청남도,아산시,제조업,15,1,1,0,17
1471,(주)반도중부기계,11,29169,"29169, ",기타 물품 취급장비 제조업,충청남도,천안시 서북구,제조업,6,1,,,7
1472,(주)반도화성,11,30399,"30399, 22191, 22192, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 5 종,충청남도,홍성군,제조업,6,6,7,1,20
1473,(주)반디,11,22299,"22299, ",그 외 기타 플라스틱 제품 제조업,충청남도,천안시 동남구,제조업,4,1,0,0,5
1474,(주)반석티브이에스,11,25113,"25113, 25119",육상 금속 골조 구조재 제조업 외 1 종,충청남도,홍성군,제조업,14,1,,,15
1475,"(주)발맥스기술(VALMAX Co.,Ltd)",11,29133,"29133, 25122, 25123, 25130, 29132","탭, 밸브 및 유사장치 제조업 외 4 종",충청남도,아산시,제조업,64,12,0,0,76
1476,(주)방주산업,11,25113,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,충청남도,아산시,제조업,6,0,0,0,6
1477,(주)배큠이엔지,11,29132,"29132, ",기체 펌프 및 압축기 제조업,충청남도,천안시 서북구,제조업,8,0,0,0,8
1478,(주)백건창호클럽,11,25111,"25111, ","금속 문, 창, 셔터 및 관련제품 제조업",충청남도,금산군,제조업,8,,,,8
1479,(주)백광시엔에스,11,10901,"10901, 10902, 10903",반려동물용 사료 제조업 외 2 종,충청남도,보령시,제조업,1,1,0,0,2
1480,(주)백광시엔에스,11,10901,"10901, 10902, 10903",반려동물용 사료 제조업 외 2 종,충청남도,보령시,제조업,2,5,0,0,7
1481,(주)백도,11,25112,"25112, 25113, 25114, 25119, 25932, 25993, 28511, 32091",구조용 금속 판제품 및 공작물 제조업 외 7 종,충청남도,청양군,제조업,4,2,,,6
1482,(주)백륜,8,29174,"29174, 29171, 29172, 29176, 32202",기체여과기제조업 외 4 종,,,제조업,14,1,0,0,15
1483,(주)백륜산업,11,29172,"29172, 29173, 29175, 29177",가정용 및 산업용 공기 조화장치 제조업 외 3 종,충청남도,천안시 서북구,제조업,7,1,0,0,8
1484,(주)백산,11,16221,"16221, 22223, 22292",목재문 및 관련제품 제조업 외 2 종,충청남도,천안시 서북구,제조업,7,0,0,0,7
1485,(주)백신산업,11,29199,"29199, 25913, 25914",그 외 기타 일반목적용 기계 제조업 외 2 종,충청남도,천안시 동남구,제조업,8,1,8,0,17
1486,(주)백제,11,14199,"14199, ",그 외 기타 봉제의복 제조업,충청남도,금산군,제조업,5,5,,,10
1487,(주)범서알앤지,11,23911,"23911, ",건설용 석제품 제조업,충청남도,논산시,제조업,5,2,0,0,7
1488,(주)범양사 천안공장,11,13219,"13219, ",특수 직물 및 기타 직물 직조업,충청남도,천안시 서북구,제조업,9,6,0,0,15
1489,(주)범양화섬,11,13219,"13219, ",특수 직물 및 기타 직물 직조업,충청남도,공주시,제조업,27,13,0,0,40
1490,(주)범우산업기계,11,25113,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,충청남도,금산군,제조업,19,0,,,19
1491,(주)범원,11,22249,"22249, 22299, 25924, 31311",기타 기계.장비 조립용 플라스틱 제품 제조업 외 3 종,충청남도,아산시,제조업,14,6,0,0,20
1492,(주)범훈,11,30201,"30201, 30202",차체 및 특장차 제조업 외 1 종,충청남도,아산시,제조업,9,1,0,0,10
1493,(주)베노,11,13910,"13910, 16101, 16102, 16229, 22199, 22299, 23993","카펫, 마루덮개 및 유사제품 제조업 외 6 종",충청남도,서산시,제조업,4,3,0,0,7
1494,(주)베데야,11,23325,"23325, 23231, 23324, 23326, 23919, 23999, 33992",콘크리트 관 및 기타 구조용 콘크리트 제품 제조업 외 6 종,충청남도,당진시,제조업,7,2,0,0,9
1495,(주)베르상스퍼시픽,11,23192,"23192, ",포장용 유리용기 제조업,충청남도,서천군,제조업,181,169,0,0,350
1496,(주)베바스토코리아홀딩스,11,28202,"28202, 28209",운송장비용 이차전지 제조업 외 1 종,충청남도,당진시,제조업,61,5,,,66
1497,(주)베바스토코리아홀딩스 당진2공장,11,28202,"28202, 28209",운송장비용 이차전지 제조업 외 1 종,충청남도,당진시,제조업,25,,,,25
1498,(주)베셀,11,22291,"22291, 22292",플라스틱 접착처리 제품 제조업 외 1 종,충청남도,천안시 동남구,제조업,24,0,0,0,24
1499,(주)베스코,11,29175,"29175, 29120",기체 여과기 제조업 외 1 종,충청남도,당진시,제조업,7,,,,7
1500,(주)베스콘,11,21211,"21211, 21212",생물 의약품 제조업 외 1 종,충청남도,천안시 서북구,제조업,50,100,,0,150
1501,(주)베스텍,11,28122,"28122, ",전기회로 접속장치 제조업,충청남도,천안시 동남구,제조업,2,3,0,1,6
1502,(주)베스텍 일호지점,11,28122,"28122, ",전기회로 접속장치 제조업,충청남도,천안시 서북구,제조업,2,2,0,1,5
1503,(주)베스텍엔터프라이즈,11,29171,"29171, 27213, 27219, 29176",산업용 냉장 및 냉동 장비 제조업 외 3 종,충청남도,금산군,제조업,10,1,,,11
1504,(주)베스트에너지,11,20121,"20121, 20122",수소 제조업 외 1 종,충청남도,공주시,제조업,2,1,,,3
1505,(주)베스트엔지니어링,11,28123,"28123, 28303, 29299",배전반 및 전기 자동제어반 제조업 외 2 종,충청남도,아산시,제조업,3,1,0,0,4
1506,(주)베스트캠,11,30310,"30310, 30400",자동차 엔진용 신품 부품 제조업 외 1 종,충청남도,당진시,제조업,12,2,,,14
1507,(주)베스트컴퍼니,11,16211,"16211, 16212, 16221, 16229, 16231, 16232, 16291, 16292, 16299, 33302","박판, 합판 및 유사 적층판 제조업 외 9 종",충청남도,계룡시,제조업,4,,,,4
1508,(주)베스트케이,11,25112,"25112, 25113, 25119",구조용 금속 판제품 및 공작물 제조업 외 2 종,충청남도,천안시 동남구,제조업,3,,,,3
1509,(주)베어스,11,10892,"10892, ",차류 가공업,충청남도,천안시 동남구,제조업,1,1,0,0,2
1510,(주)베이스,11,26299,"26299, 26294",그 외 기타 전자부품 제조업 외 1 종,충청남도,아산시,제조업,38,7,0,2,47
1511,(주)벤돌,11,25999,"25999, ",그 외 기타 분류 안된 금속 가공 제품 제조업,충청남도,당진시,제조업,2,,,,2
1512,(주)벤타코,11,25112,"25112, 25113",구조용 금속 판제품 및 공작물 제조업 외 1 종,충청남도,금산군,제조업,2,2,,,4
1513,(주)벤트코리아,11,25113,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,충청남도,천안시 동남구,제조업,25,4,0,0,29
1514,(주)벤플러스,11,20202,"20202, ",합성수지 및 기타 플라스틱 물질 제조업,충청남도,금산군,제조업,14,1,,,15
1515,(주)벧엘전기,11,28123,"28123, ",배전반 및 전기 자동제어반 제조업,충청남도,천안시 동남구,제조업,8,,0,0,8
1516,(주)벽우,11,26421,"26421, 25111, 25112, 25113, 25114, 26410, 26519, 26529, 27211, 27214, 27215, 28111, 28119, 28123, 28410, 28422, 28423, 28429, 28903, 28909",방송장비 제조업 외 19 종,충청남도,당진시,제조업,8,4,0,0,12
1517,(주)벽우,11,26421,"26421, 26519, 26529, 28123, 28423",방송장비 제조업 외 4 종,충청남도,당진시,제조업,5,2,0,0,7
1518,(주)별표비니루,11,22212,"22212, 22213",플라스틱 필름 제조업 외 1 종,충청남도,부여군,제조업,16,2,0,0,18
1519,(주)별표수세미,11,13992,"13992, ",부직포 및 펠트 제조업,충청남도,당진시,제조업,23,15,0,0,38
1520,(주)병천아우내식품,11,10129,"10129, 10122",육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,충청남도,천안시 동남구,제조업,11,21,0,0,32
1521,(주)병화,8,32300,"32300, ","방송수신기및기타영상,음향기기제조업",충청남도,천안시 서북구,제조업,25,20,0,0,45
1522,(주)보경,8,17129,"17129, 10800", 외 1 종,충청남도,금산군,제조업,20,1,0,0,21
1523,(주)보고,11,30203,"30203, ",트레일러 및 세미트레일러 제조업,충청남도,논산시,제조업,5,2,,,7
1524,(주)보고신약,11,10309,"10309, 11209",기타 과실ㆍ채소 가공 및 저장 처리업 외 1 종,충청남도,논산시,제조업,6,4,0,0,10
1525,(주)보고이엔지,11,30399,"30399, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,충청남도,아산시,제조업,24,6,0,0,30
1526,(주)보국강업,11,25923,"25923, 25929, 25991",도장 및 기타 피막처리업 외 2 종,충청남도,당진시,제조업,35,4,,,39
1527,(주)보금테크휀스,11,25112,"25112, ",구조용 금속 판제품 및 공작물 제조업,충청남도,아산시,제조업,4,1,0,0,5
1528,(주)보금환경,10,33992,"33992, ","라이터, 연소물 및 흡연용품 제조업",충청남도,예산군,제조업,8,2,0,0,10
1529,(주)보나크,11,28512,"28512, 28519, 29171, 29172, 29173",가정용 전기 난방기기 제조업 외 4 종,충청남도,천안시 서북구,제조업,10,0,0,0,10
1530,(주)보나테크,11,30399,"30399, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,충청남도,천안시 서북구,제조업,18,1,0,0,19
1531,(주)보람,11,30310,"30310, ",자동차 엔진용 신품 부품 제조업,충청남도,당진시,제조업,3,1,,,4
1532,(주)보령,11,21211,"21211, 21212",생물 의약품 제조업 외 1 종,충청남도,예산군,제조업,,,,,0
1533,(주)보령,11,21211,"21211, 21212",생물 의약품 제조업 외 1 종,충청남도,예산군,제조업,,,,,0
1534,(주)보령대리석,11,23919,"23919, ",기타 석제품 제조업,충청남도,논산시,제조업,3,0,0,0,3
1535,(주)보령대천우정김,11,10220,"10220, ",수산식물 가공 및 저장 처리업,충청남도,보령시,제조업,4,10,,,14
1536,(주)보령레미콘,11,23322,"23322, ",레미콘 제조업,충청남도,보령시,제조업,11,0,0,0,11
1537,(주)보령에코스톤코리아,11,23919,"23919, ",기타 석제품 제조업,충청남도,보령시,제조업,3,1,,,4
1538,(주)보령에프엔비,11,10220,"10220, ",수산식물 가공 및 저장 처리업,충청남도,홍성군,제조업,1,7,0,0,8
1539,(주)보령이엔씨,11,23999,"23999, 19229, 20495, 20499, 21301, 23991, 23995",그 외 기타 분류 안된 비금속 광물제품 제조업 외 6 종,충청남도,보령시,제조업,1,0,0,0,1
1540,(주)보령전통식품,11,10212,"10212, ",수산동물 건조 및 염장품 제조업,충청남도,보령시,제조업,4,4,,,8
1541,(주)보령제어시스템,11,28123,"28123, 26421, 26429",배전반 및 전기 자동제어반 제조업 외 2 종,충청남도,보령시,제조업,,,,,0
1542,(주)보령푸드,11,10211,"10211, ","수산동물 훈제, 조리 및 유사 조제식품 제조업",충청남도,보령시,제조업,3,3,,,6
1543,(주)보림,11,22241,"22241, 22249",운송장비 조립용 플라스틱제품 제조업 외 1 종,충청남도,천안시 서북구,제조업,70,0,0,0,70
1544,(주)보명하이텍,11,29271,"29271, ",반도체 제조용 기계 제조업,충청남도,아산시,제조업,4,1,0,0,5
1545,(주)보문제약,11,10895,"10895, 10896",인삼식품 제조업 외 1 종,충청남도,금산군,제조업,22,38,0,0,60
1546,(주)보문피앤에프,11,10895,"10895, 10897, 21301, 21309",인삼식품 제조업 외 3 종,충청남도,금산군,제조업,5,5,,,10
1547,(주)보성,11,14199,"14199, ",그 외 기타 봉제의복 제조업,충청남도,아산시,제조업,2,3,0,0,5
1548,(주)보성금속,11,25921,"25921, ",금속 열처리업,충청남도,천안시 동남구,제조업,21,4,0,0,25
1549,(주)보성산업,11,25113,"25113, 25119, 33302",육상 금속 골조 구조재 제조업 외 2 종,충청남도,천안시 동남구,제조업,2,2,1,0,5
1550,(주)보성산업롤,11,22192,"22192, ",산업용 그 외 비경화 고무제품 제조업,충청남도,금산군,제조업,10,3,,,13
1551,(주)보성자원,11,25111,"25111, ","금속 문, 창, 셔터 및 관련제품 제조업",충청남도,논산시,제조업,5,1,,,6
1552,(주)보성테크,11,29172,"29172, 26121, 26129, 29173, 30391, 30392, 30399, 30400, 31202",가정용 및 산업용 공기 조화장치 제조업 외 8 종,충청남도,천안시 서북구,제조업,26,4,0,0,30
1553,(주)보승전기,11,28422,"28422, ",일반용 전기 조명장치 제조업,충청남도,당진시,제조업,7,3,,,10
1554,(주)보아,11,22249,"22249, ",기타 기계.장비 조립용 플라스틱 제품 제조업,충청남도,천안시 서북구,제조업,7,58,,,65
1555,(주)보은아이앤씨,11,22231,"22231, ","플라스틱 포대, 봉투 및 유사제품 제조업",충청남도,천안시 서북구,제조업,7,0,8,3,18
1556,(주)복음자리논산지점,11,10309,"10309, 10301, 10302, 10892",기타 과실ㆍ채소 가공 및 저장 처리업 외 3 종,충청남도,논산시,제조업,12,18,0,0,30
1557,(주)본테크,11,29280,"29280, ",산업용 로봇 제조업,충청남도,아산시,제조업,11,2,0,0,13
1558,(주)본파트너스,11,32021,"32021, ",주방용 및 음식점용 목재가구 제조업,충청남도,논산시,제조업,5,,,,5
