순번,단지명,회사명,공장대표주소(도로명),공장대표주소(지번),업종명,관할조직명,설립구분,생산품,주원자재
8647,성서5차첨단산업단지,와이제이링크(주),"대구광역시 달성군 다사읍 세천로1길 110, 성서5차첨단산업단지 6B 9L",대구광역시 달성군 다사읍 세천리 1670-10번지 성서5차첨단산업단지 6B 9L,그 외 기타 특수목적용 기계 제조업,대구성서산업단지관리공단,일반산업단지,"자동화장비,SMT장비",
8648,성서지방산업단지,와이제이테크,"대구광역시 달서구 성서공단남로 191, (2차단지 29B 8-2L) (월암동)",대구광역시 달서구 월암동 1050번지 (2차단지 29B 8-2L),육상 금속 골조 구조재 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,조립식 구조물,
8649,서대구일반산업단지,와이제이팩토리,"대구광역시 서구 와룡로 307, B1층 115호(중리동) B1층 115호",대구광역시 서구 중리동 1166-1 B1층 115호 B1층 115호,비주거용 건물 임대업,서대구산업단지관리공단,일반산업단지,부동산 임대,
8650,,와이지,대구광역시 북구 검단공단로21길 54-18 (산격동),대구광역시 북구 산격동 46-12번지,농업 및 임업용 기계 제조업,대구광역시 북구,일반,"농기계부품,골프장코스관리용품","S45C,SK5,SUP9A"
8651,성서지방산업단지,와이케이메디컬(주),대구광역시 달서구 성서공단로21길 68 (갈산동) (2차단지 4-1B 10-2L),대구광역시 달서구 갈산동 358-193 (2차단지 4-1B 10-2L),기타 직물제품 제조업,대구성서산업단지관리공단,일반산업단지,마스크,"부직포, 코편"
8652,대구제3일반산업단지,완일화학,대구광역시 북구 팔달북로18길 52 (노원동3가),대구광역시 북구 노원동3가 472-1,그 외 기타 분류 안된 상품 전문 소매업,대구제3산업단지관리공단,일반산업단지,화학약품,
8653,성서지방산업단지,완전사,"대구광역시 달서구 성서공단북로5길 32, (3차단지 62-1B 15-1L) (파호동)",대구광역시 달서구 파호동 93-28번지,기타 전기 변환장치 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,직류전원장치,
8654,성서지방산업단지,왕보산업,"대구광역시 달서구 호산동로1길 50,  (3차단지 107B 1L) (호림동)",대구광역시 달서구 호림동 4번지 (3차단지 107B 1L),그 외 기타 분류 안된 섬유제품 제조업,대구성서산업단지관리공단,일반산업단지,농공업용 보온재 및 침구관련 제품(솜),솜
8655,,왕보산업 2공장,대구광역시 달성군 옥포면 비슬로455길 50 (총 2 필지) 외 1필지,대구광역시 달성군 옥포면 본리리 2527-284번지 외 1필지,침구 및 관련제품 제조업,대구광역시 달성군,일반,침장,
8656,서대구일반산업단지,요크셔코리아(주),"대구광역시 서구 평리로21길 29 (중리동, 요크셔코리아)",대구광역시 서구 중리동 1170-15번지 요크셔코리아,"염료, 안료 및 관련제품 도매업",서대구산업단지관리공단,일반산업단지,염료 도매업,
8657,,요한정밀,대구광역시 북구 오봉로21길 6 (노원동3가),대구광역시 북구 노원동3가 1213번지,그 외 기타 일반목적용 기계 제조업,대구광역시 북구,일반,"설비자동화,GAUGE&JIG FIX,조립긱,FA","S45C,SCM4,SS41,SKD11"
8658,대구금호워터폴리스일반산업단지,요한정밀,,대구광역시 북구 검단동 금호워터폴리스 A12-8,그 외 기타 일반목적용 기계 제조업,대구시티밸리산업단지관리공단,일반산업단지,"저그, 게이지 및 자동화라인",특수강
8659,대구제3일반산업단지,용마기계,대구광역시 북구 3공단로 248 (노원동3가),대구광역시 북구 노원동3가 1199 번지,음ㆍ식료품 및 담배 가공기계 제조업,대구제3산업단지관리공단,일반산업단지,국수기계,"철, 주물, 스텐"
8660,성서지방산업단지,용마섬유,"대구광역시 달서구 달구벌대로250길 33, (1차단지 43B 3-1L) (갈산동)",대구광역시 달서구 갈산동 974-5번지,편조원단 제조업,대구성서산업단지관리공단,일반산업단지,원단편조,
8661,,용산정경,대구광역시 달성군 논공읍 비슬로361길 59,대구광역시 달성군 논공읍 금포리 563-2번지,연사 및 가공사 제조업,대구광역시 달성군,일반,임정경,
8662,대구제3일반산업단지,용산플라스틱볼트,대구광역시 북구 3공단로10길 8 (노원동3가),대구광역시 북구 노원동3가 442-1번지,그 외 기타 플라스틱 제품 제조업,대구제3산업단지관리공단,일반산업단지,플라스틱볼트 등,"ABS, PC, PVC"
8663,성서지방산업단지,용성테크,"대구광역시 달서구 달구벌대로240길 34-14, (1차단지 60B 8L) (신당동)",대구광역시 달서구 신당동 375번지,주형 및 금형 제조업,대구성서산업단지관리공단,일반산업단지,금형,
8664,,용연텍스타일,대구광역시 달성군 유가읍 유곡리 680-2번지,대구광역시 달성군 유가읍 유곡리 680-2번지,연사 및 가공사 제조업,대구광역시 달성군,일반,연사,
8665,대구제3일반산업단지,용우기계,대구광역시 북구 노원로1길 157-5 (노원동3가),대구광역시 북구 노원동3가 46-3,음ㆍ식료품 및 담배 가공기계 제조업,대구제3산업단지관리공단,일반산업단지,식품기계,금속
8666,대구제3일반산업단지,용은기계,대구광역시 북구 팔달북로7길 11 (노원동3가),대구광역시 북구 노원동3가 702-1번지,그 외 기타 특수목적용 기계 제조업 외 2 종,대구제3산업단지관리공단,일반산업단지,"산업기계, 섬유기계",철재
8667,성서지방산업단지,용일산업,"대구광역시 달서구 달구벌대로240길 25, 제9동(1차단지 102/1005) (신당동)",대구광역시 달서구 신당동 321-200 번지 제9동(1차단지 102/1005),절삭가공 및 유사처리업,대구성서산업단지관리공단,일반산업단지,기계부품,
8668,성서지방산업단지,용재기계,"대구광역시 달서구 달서대로95길 77, (3차단지 80B 3L) (호산동)",대구광역시 달서구 호산동 705-2번지,그 외 기타 특수목적용 기계 제조업,대구성서산업단지관리공단,일반산업단지,포장기계,
8669,,용진공업,대구광역시 달성군 하빈면 하빈남로 372-7,대구광역시 달성군 하빈면 봉촌리 1052번지,일반철물 제조업 외 1 종,대구광역시 달성군,창업,그레이팅맨홀뚜껑,"압연강재, 철판"
8670,북구검단일반산업단지,용진산업,대구광역시 북구 검단공단로 22-14 (검단동),대구광역시 북구 검단동 887-47번지,그 외 자동차용 신품 부품 제조업 외 3 종,대구시티밸리산업단지관리공단,일반산업단지,자동차부품,철판
8671,성서지방산업단지,용현산업,"대구광역시 달서구 성서로75길 24, 1차단지 40B 4-5L (이곡동)",대구광역시 달서구 이곡동 918-1번지 1차단지 40B 4-5L,비주거용 건물 임대업,대구성서산업단지관리공단,일반산업단지,부동산임대업,부동산
8672,북구검단일반산업단지,용호산업,"대구광역시 북구 검단로 135, 107동 1층 125 (검단동)",대구광역시 북구 검단동 838-4번지 107동 1층 125,그 외 자동차용 신품 부품 제조업 외 3 종,대구시티밸리산업단지관리공단,일반산업단지,자동차부품,"철강, 파이프, 알루미늄"
8673,,용화,대구광역시 서구 새방로27길 17-9 (상리동),대구광역시 서구 상리동 527번지,스타킹 및 기타 양말 제조업,대구광역시 서구,일반,양말,"면,폴리에스테르,폴리우레탄,cc"
8674,대구제3일반산업단지,용화금속,대구광역시 북구 팔달로17길 20 (노원동3가),대구광역시 북구 노원동3가 671번지,도금업,대구제3산업단지관리공단,일반산업단지,전기아연도금(건자재),
8675,대구테크노폴리스일반산업단지,용흥산업주식회사,대구광역시 달성군 유가읍 0-0번지 유곡리 대구테크노폴리스 산업용지 324B-1L,대구광역시 달성군 유가읍 0-0번지 유곡리 대구테크노폴리스 산업용지 324B-1L,가정용 및 산업용 공기 조화장치 제조업 외 1 종,대구경북경제자유구역청,일반산업단지,"자동차에어콘, 모듈, 라이에터,콘덴서,팬시리우드",
8676,대구테크노폴리스일반산업단지,용흥산업주식회사,대구광역시 달성군 유가읍 0-0번지 유곡리 대구테크노폴리스 산업용지 324B-1L,대구광역시 달성군 유가읍 0-0번지 유곡리 대구테크노폴리스 산업용지 324B-1L,가정용 및 산업용 공기 조화장치 제조업 외 1 종,대구경북경제자유구역청,일반산업단지,"자동차에어콘 모듈, 라이에터, 콘덴서, 팬시리우드 등",
8677,달성2차일반산업단지,우강정밀(주),대구광역시 달성군 구지면 달성2차서로 84-25,대구광역시 달성군 구지면 내리 839-2번지,그 외 자동차용 신품 부품 제조업 외 1 종,한국산업단지공단 대구지역본부 달성사무소,일반산업단지,"자동차부품(조향, 제동장치), 자동차부품(조향, 제동장치)","steel, aluminium"
8678,달성일반산업단지,우경,대구광역시 달성군 논공읍 논공로117길 38,대구광역시 달성군 논공읍 북리 134-28번지,기타 1차 비철금속 제조업,달성1차산업단지관리공단,일반산업단지,"모듈틀, 온실틀",알마늄
8679,성서지방산업단지,우경강업,"대구광역시 달서구 성서공단남로 90, 2차단지 49B 3-2L (월암동)",대구광역시 달서구 월암동 905-25번지 2차단지 49B 3-2L,비주거용 건물 임대업,대구성서산업단지관리공단,일반산업단지,강관,
8680,,우경레저,대구광역시 동구 도평로 117-2 (도동),대구광역시 동구 도동 978-297번지,낚시 및 수렵용구 제조업,대구광역시 동구,일반,"낚시 받침틀,기타 용품","샷시,알미늄,스테인레스"
8681,,우경산업,대구광역시 북구 검단로41길 3-9 (검단동),대구광역시 북구 검단동 1279번지,기타 건축용 플라스틱 조립제품 제조업,대구광역시 북구,일반,"인조대리석,천정재",인조대리석
8682,,우경산업,대구광역시 달서구 야외음악당로 37 (성당동),대구광역시 달서구 성당동 429-4번지,침구 및 관련제품 제조업 외 1 종,대구광역시 달서구,일반,"침낭, 구명조끼, 야전침대","알루미늄, 다후다원단, 면원단"
8683,,우경실업,대구광역시 달서구 학산로 251 (송현동),대구광역시 달서구 송현동 139-19번지,셔츠 및 블라우스 제조업 외 2 종,대구광역시 달서구,일반,"셔츠, 의류, 가방 등 ","면, 폴리에스테르, 나일론 등 "
8684,,우경정밀,대구광역시 서구 이현동 3-2번지 외 1필지,대구광역시 서구 이현동 3-2번지 외 1필지,그 외 자동차용 신품 부품 제조업 외 3 종,대구광역시 서구,일반,자동차부품조립용공구,SCM4(철재)
8685,,우경정밀,대구광역시 서구 북비산로17길 14-19 (이현동),대구광역시 서구 이현동 3-2번지,컨베이어장치 제조업 외 7 종,대구광역시 서구,일반,자동차부품,
8686,성서지방산업단지,우경정밀공업사,대구광역시 달서구 월암동 910번지 2차단지 47-1B 6L,대구광역시 달서구 월암동 910번지 2차단지 47-1B 6L,비주거용 건물 임대업,대구성서산업단지관리공단,일반산업단지,부동산임대업,
8687,성서지방산업단지,우경철강,"대구광역시 달서구 성서로5길 38-11, 2차단지 60B 9L (대천동)",대구광역시 달서구 대천동 732번지,절삭가공 및 유사처리업,대구성서산업단지관리공단,일반산업단지,부싱튜브 프로펠라샤프트,
8688,성서지방산업단지,우경하이텍,"대구광역시 달서구 호산로2길 43, (3차단지 80B 11L) (호산동)",대구광역시 달서구 호산동 705-13번지,문구용 종이제품 제조업,대구성서산업단지관리공단,일반산업단지,종이점착 테이프,
8689,북구검단일반산업단지,우광,대구광역시 북구 검단로27길 58-5 (검단동),대구광역시 북구 검단동 838-112번지,비주거용 건물 임대업,대구시티밸리산업단지관리공단,일반산업단지,임대,
8690,,우광금속,대구광역시 북구 노원동로3길 55 (노원동3가),대구광역시 북구 노원동3가 1075-2번지,도금업,대구광역시 북구,일반,아연도금,철재
