순번,단지명,회사명,공장대표주소(도로명),공장대표주소(지번),업종명,관할조직명,설립구분,생산품,주원자재
3355,대구염색일반산업단지,(주)평안 이현공장,"대구광역시 서구 달서천로 30 (이현동, (주)평안이현공잔)",대구광역시 서구 이현동 530-1번지,"직물, 편조원단 및 의복류 염색 가공업",대구염색산업단지관리공단,일반산업단지,폴리에스텔.나염,염.조제
3356,군위농공단지,(주)평화,대구광역시 군위군 군위읍 군위공단길 105,대구광역시 군위군 군위읍 수서리 561-20번지,배전반 및 전기 자동제어반 제조업 외 4 종,대구광역시 군위군,농공단지,"수배전반 및 자동제어반, 가로등주","전선, 배선용차단기, 스테인레스 강재 등"
3357,,(주)평화건업,대구광역시 달성군 옥포읍 비슬로455길 34 외 1필지,대구광역시 달성군 옥포읍 간경리 966-238번지 외 1필지,"금속 문, 창, 셔터 및 관련제품 제조업 외 1 종",대구광역시 달성군,일반,"알루미늄 창호, pvc 창호","건축용 알루미늄, pvc bar 원자재"
3358,서대구일반산업단지,(주)평화교역,대구광역시 서구 국채보상로 34 (중리동),대구광역시 서구 중리동 1030,비주거용 건물 임대업,서대구산업단지관리공단,일반산업단지,,
3359,성서지방산업단지,(주)평화교재,"대구광역시 달서구 성서서로 6, 2차단지 50B 9L (대천동)",대구광역시 달서구 대천동 590-3번지,비주거용 건물 임대업,대구성서산업단지관리공단,일반산업단지,부동산임대업,
3360,북구검단일반산업단지,(주)평화기계,대구광역시 북구 검단로31길 23 (검단동),대구광역시 북구 검단동 838-52번지,산업용 난방보일러 및 방열기 제조업,대구시티밸리산업단지관리공단,일반산업단지,산업용 보일러,"철판, 파이프 및 기타 철 자재"
3361,대구테크노폴리스일반산업단지,(주)평화발레오,대구광역시 달성군 유가읍 테크노순환로1길 56,대구광역시 달성군 유가읍 금리 1139번지,자동차용 신품 조향장치 및 현가 장치 제조업,(재)연구개발특구진흥재단 대구연구개발특구본부 기획경영팀,일반산업단지,자동차 변속기,금속
3362,성서지방산업단지,(주)평화발레오 성서공장,"대구광역시 달서구 성서로 236, 1차단지 105B 1L (장동)",대구광역시 달서구 장동 306-70번지 1차단지 105B 1L,자동차용 신품 동력전달장치 제조업,대구성서산업단지관리공단,일반산업단지,동력전달장치부품,
3363,성서5차첨단산업단지,(주)평화발레오 세천공장,"대구광역시 달성군 다사읍 세천로1길 160, 성서5차첨단산업단지 2B 5L",대구광역시 달성군 다사읍 세천리 1663-11번지 성서5차첨단산업단지 2B 5L,자동차용 신품 동력전달장치 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,더블클러치 시스템,"스틸, 모터, 센스"
3364,성서지방산업단지,(주)평화발레오제2공장,"대구광역시 달서구 달서대로91길 74, (3차단지 87B 12L) (호산동)",대구광역시 달서구 호산동 704-12번지,자동차 엔진용 신품 부품 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,자동차용CMC,
3365,성서지방산업단지,(주)평화발렌키,"대구광역시 달서구 성서공단북로65길 60, 1차단지 34B 2-1L (갈산동)",대구광역시 달서구 갈산동 976-6번지,"근무복, 작업복 및 유사의복 제조업 외 6 종",대구성서산업단지관리공단,일반산업단지,"스포츠웨어,골프웨어 등",
3366,서대구일반산업단지,(주)평화엔지니어링,"대구광역시 서구 와룡로99길 36 (이현동, 평화엔지니어링)",대구광역시 서구 이현동 42-492번지,컨베이어장치 제조업 외 6 종,서대구산업단지관리공단,일반산업단지,"산업자동화기계설비, 선별기","형강,파이프,판넬"
3367,달성일반산업단지,(주)평화이엔지,대구광역시 달성군 논공읍 논공로 511,대구광역시 달성군 논공읍 본리리 29-108번지,"고무, 화학섬유 및 플라스틱 성형기 제조업 외 2 종",달성1차산업단지관리공단,일반산업단지,"금형,사출품,자동차부품","철강,프라스틱,알루미늄"
3368,성서지방산업단지,(주)평화전력,"대구광역시 달서구 달서대로88길 13, 2차단지 5B 9L (갈산동)",대구광역시 달서구 갈산동 358-24번지,배전반 및 전기 자동제어반 제조업,대구성서산업단지관리공단,일반산업단지,배전반,
3369,,(주)평화전력,대구광역시 달성군 옥포면 비슬로447길 51,대구광역시 달성군 옥포면 본리리 2606번지,그 외 기타 특수목적용 기계 제조업 외 5 종,대구광역시 달성군,일반,"태양광 발전장치, 무대장치, 배전반, MCC반, 분전반, 자동제어반, 계장제어장치","철강, 부스바, 차단기, 판넬 등"
3370,서대구일반산업단지,(주)평화플랜트,대구광역시 서구 와룡로90길 45 (이현동),대구광역시 서구 이현동 48-128번지,산업용 냉장 및 냉동 장비 제조업,서대구산업단지관리공단,일반산업단지,냉동기계,
3371,대구제3일반산업단지,(주)평화하이텍,대구광역시 북구 노원로1길 179-2 (노원동3가),대구광역시 북구 노원동3가 21-4번지,속도계 및 적산계기 제조업 외 2 종,대구제3산업단지관리공단,일반산업단지,"저울,로드셀",철판 등
3372,성서지방산업단지,(주)포러스,"대구광역시 달서구 성서로68길 45, 1차 32B 17-9L (갈산동)",대구광역시 달서구 갈산동 1-3 1차 32B 17-9L,화장품 제조업,대구성서산업단지관리공단,일반산업단지,화장품,"정제수,글리세린,계면활성제.보존제,향신료"
3373,북구검단일반산업단지,(주)포러스텍,대구광역시 북구 검단동로 9 (검단동),대구광역시 북구 검단동 777-97번지,농업 및 임업용 기계 제조업 외 1 종,대구시티밸리산업단지관리공단,일반산업단지,LED식물재배기,
3374,,(주)포엠글로벌,대구광역시 달성군 논공읍 비슬로264길 53,대구광역시 달성군 논공읍 상리 764번지,기타 건축용 비내화 요업제품 제조업,대구광역시 달성군,일반,건축용 자재 등,"광물(규격화된 황토, 백토, 규조토"
3375,성서지방산업단지,(주)포엠엔지니어링,"대구광역시 달서구 성서공단로47길 14, 1차단지 110B 2L(장동)",대구광역시 달서구 장동 306-108 1차단지 110B 2L,"탭, 밸브 및 유사장치 제조업 외 1 종",대구성서산업단지관리공단,일반산업단지,버터플라이 밸브,"FCD450, CF8, SCPH2"
3376,성서지방산업단지,(주)포이즈,"대구광역시 달서구 달서대로 555, 2층 205호 일신테크노밸리 (신당동)",대구광역시 달서구 신당동 1261번지 2층 205호 일신테크노밸리,표면광택제 및 실내가향제 제조업,대구성서산업단지관리공단,일반산업단지,"무기물코팅세정제(산업,의료용)",
3377,대구출판산업단지,(주)포지션,대구광역시 달서구 월곡로100길 50 (월성동),대구광역시 달서구 월성동 1796-7번지,제판 및 조판업,대구성서산업단지관리공단,일반산업단지,인쇄 P.S판,
3378,성서지방산업단지,(주)포파코,"대구광역시 달서구 성서공단북로43길 25, 1차단지 67B 5L (신당동)",대구광역시 달서구 신당동 1172번지 1차단지 67B 5L,기타 인쇄업 외 2 종,대구성서산업단지관리공단,일반산업단지,"판촉물, 원목식기",
3379,,(주)폴리그라스코리아,대구광역시 군위군 효령면 하평길 38 외 2필지,대구광역시 군위군 효령면 고곡리 169번지 외 2필지,"카펫, 마루덮개 및 유사제품 제조업 외 1 종",대구광역시 군위군,일반,"인조잔디 원사, 인조잔디 매트","PE, Nylon"
3380,성서지방산업단지,(주)폴스텍,"대구광역시 달서구 성서공단북로 367, 1차단지 33B 1-12L (장동)",대구광역시 달서구 장동 333-87번지,전시 및 광고용 조명장치 제조업,대구성서산업단지관리공단,일반산업단지,"유도표시등, 앵커",
3381,,(주)푸드맘,대구광역시 동구 용계동 1005번지,대구광역시 동구 용계동 1005번지,도시락류 제조업 외 1 종,대구광역시 동구,일반,"도시락,식사용 조리식품","쌀,육류,게류,소채류,가공식품외"
3382,성서지방산업단지,(주)푸드웰,"대구광역시 달서구 성서서로 121, 2차단지 12B 2L (갈산동)",대구광역시 달서구 갈산동 358-80번지 2차단지 12B 2L,기타 과실ㆍ채소 가공 및 저장 처리업 외 3 종,대구성서산업단지관리공단,일반산업단지,"과일시럽 및 퓨레, 캔음료","사과,배,복숭아,딸기"
3383,달성일반산업단지,(주)푸르밀,대구광역시 달성군 논공읍 논공중앙로 350,대구광역시 달성군 논공읍 본리리 29-6번지,액상시유 및 기타 낙농제품 제조업 외 1 종,달성1차산업단지관리공단,일반산업단지,"햄, 우유, 시유제품, 음료","과당,분유"
3384,달성2차일반산업단지,(주)푸름원,대구광역시 달성군 구지면 달성2차로 27,대구광역시 달성군 구지면 내리 839-11번지,두부 및 유사식품 제조업,한국산업단지공단 대구지역본부 달성사무소,일반산업단지,두부류,
3385,대구제3일반산업단지,(주)풀리-맨,"대구광역시 북구 오봉로 164, 대구지식산업센터 3층 304호 (침산동)",대구광역시 북구 침산동 999-1번지 대구지식산업센터 3층 304호,기타 물품 취급장비 제조업,대구제3산업단지관리공단,일반,윈찌,"SCM415(특수강),소결품"
3386,대구제3일반산업단지,(주)풍국면,대구광역시 북구 노원로 19 (노원동3가) 외 1필지,대구광역시 북구 노원동3가 373번지 외 1필지,"면류, 마카로니 및 유사식품 제조업 외 1 종",대구제3산업단지관리공단,일반산업단지,국수,밀가루
3387,달성일반산업단지,(주)풍전티.티,대구광역시 달성군 논공읍 논공중앙로54길 18,대구광역시 달성군 논공읍 북리 1-49번지,화학섬유직물 직조업,달성1차산업단지관리공단,일반산업단지,합섬직물,"폴리에스터,나일론,인조사"
3388,성서지방산업단지,(주)풍정정공,"대구광역시 달서구 성서서로19길 26, 2차단지 21B 3L (월암동)",대구광역시 달서구 월암동 1-22번지,자동차 차체용 신품 부품 제조업 외 2 종,대구성서산업단지관리공단,일반산업단지,ARM COMPLETE,LOW ARM
3389,성서지방산업단지,(주)퓨맥스,"대구광역시 달서구 성서공단북로 235, ,101호,(1차단지 70B 9L) (신당동)","대구광역시 달서구 신당동 1893 ,101호,(1차단지 70B 9L)",그 외 기타 일반목적용 기계 제조업 외 3 종,대구성서산업단지관리공단,일반산업단지,투척식 제설제,"스테인리스, PCB제어반, 전장 부품"
3390,성서지방산업단지,(주)프라임광학,"대구광역시 달서구 성서공단북로59길 13, (1차단지 44B 5L) (갈산동)",대구광역시 달서구 갈산동 100-29 번지 (1차단지 44B 5L),안경 및 안경렌즈 제조업 외 2 종,대구성서산업단지관리공단,일반산업단지,"광학부품, 디스플레이",
3391,대구연구개발특구,(주)프라임덴탈,대구광역시 동구 율암로 140-6 (율암동) 특8-4 특8-4 특8-4 특8-4,대구광역시 동구 율암동 1147-3 특8-4 특8-4 특8-4 특8-4,치과용 기기 제조업,(재)연구개발특구진흥재단 대구연구개발특구본부 기획경영팀,국가산업단지,"치과용 CNC 밀링, 치과용 귀금속 합금","서브모터, 스핀들, 골드, 팔라듐, 백금"
3392,대구연구개발특구,(주)프라임테크,"대구광역시 동구 율암로 140-6, 102호 (율암동)",대구광역시 동구 율암동 1147-3 102호,치과용 기기 제조업,(재)연구개발특구진흥재단 대구연구개발특구본부 기획경영팀,국가산업단지,치과용 인상재믹싱팁,플라스틱
3393,대구이시아폴리스일반산업단지,(주)프랜푸드,대구광역시 동구 팔공로 220-2 (봉무동),대구광역시 동구 봉무동 1570-1번지,냉장 및 냉동 창고업 외 1 종,대구시티밸리산업단지관리공단,일반산업단지,냉장 및 냉동 창고업,
3394,대구이시아폴리스일반산업단지,(주)프랜푸드,대구광역시 동구 팔공로 220-2 (봉무동),대구광역시 동구 봉무동 1570-1번지,안경 및 안경렌즈 제조업,대구시티밸리산업단지관리공단,일반산업단지,안경,안경렌즈
3395,,(주)프랜푸드,"대구광역시 서구 팔달로2길 25 (비산동, 한주기전)",대구광역시 서구 비산동 2003-43번지,가금류 가공 및 저장 처리업 외 1 종,대구광역시 서구,일반,"닭가공, 소스제조","닭고기, 기타양념"
3396,,(주)프랜푸드,대구광역시 북구 검단북로2길 6 (산격동),대구광역시 북구 산격동 10-3번지,가금류 가공 및 저장 처리업,대구광역시 북구,일반,가금류가공,"닭고기, 오리고기"
3397,북구검단일반산업단지,(주)프레스토솔루션,"대구광역시 북구 검단로 135, 102동 2층 205 (검단동)",대구광역시 북구 검단동 838-4번지 102동 2층 205,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",대구시티밸리산업단지관리공단,일반산업단지,"자동화기계(스테이지,XY플로터)","알루미늄,프레임"
3398,서대구일반산업단지,(주)프레시원 대구경북,대구광역시 서구 국채보상로3길 25 (이현동),대구광역시 서구 이현동 45-278번지,기타 가공식품 도매업,서대구산업단지관리공단,일반산업단지,기타 가공식품,
3399,성서지방산업단지,(주)프로엠홀딩스,"대구광역시 달서구 성서공단로 46-17, 2동 2층 201,203 (대천동, 지식산업센터)","대구광역시 달서구 대천동 891-5번지 지식산업센터 2동 2층 201,203",기타 비알코올 음료 제조업,대구성서산업단지관리공단,일반산업단지,코코넛주스 외,"코코넛,칡농축액,액상과당외"
3400,,(주)프로텍,대구광역시 달성군 논공읍 비슬로262길 93 외 1필지,대구광역시 달성군 논공읍 상리 491-1 외 1필지,절삭가공 및 유사처리업,대구광역시 달성군,창업,자동차부품,"알루미늄, 비철금속"
3401,북구검단일반산업단지,(주)프론텍,"대구광역시 북구 검단로 193, 3층 좌측 (검단동)",대구광역시 북구 검단동 777-60번지 3층 좌측,방송장비 제조업 외 1 종,대구시티밸리산업단지관리공단,일반산업단지,영상감시장치,"모듈, 렌즈, 적외선LED, CDS센서"
3402,대구금호워터폴리스일반산업단지,(주)프론텍,,대구광역시 북구 검단동 금호워터폴리스 A8-7,비디오 및 기타 영상기기 제조업,대구시티밸리산업단지관리공단,일반산업단지,bclip(프로젝터),렌즈 등
3403,북구검단일반산업단지,(주)프론텍 검단2공장,"대구광역시 북구 검단로 193, 2층 우측 (검단동)",대구광역시 북구 검단동 777-60번지 2층 우측,유선 통신장비 제조업 외 2 종,대구시티밸리산업단지관리공단,일반산업단지,유무선 통합배선반,"철판, 110block, 차단기"
3404,,(주)프리앤메지스,"대구광역시 서구 달서로 20 (내당동, 대구서부신협)",대구광역시 서구 내당동 897-30번지,여자용 겉옷 제조업,대구광역시 서구,일반,여성복정장,의류원단
3405,,(주)프리존,대구광역시 달성군 하빈면 하빈로 548-2,대구광역시 달성군 하빈면 현내리 60-1,놀이터용 장비 제조업 외 2 종,대구광역시 달성군,일반,"휴게시설물, 조형시설물 제작","목재, 철재"
3406,성서지방산업단지,(주)프린텍산업,"대구광역시 달서구 성서로 335, 1차단지 41B 3L(갈산동)",대구광역시 달서구 갈산동 100-23 1차단지 41B 3L,기타 인쇄업 외 1 종,대구성서산업단지관리공단,일반산업단지,라벨용지,"종이,필름"
3407,,(주)플라즈맵,대구광역시 동구 첨복로 102 (동내동),대구광역시 동구 동내동 1112-7,그 외 기타 의료용 기기 제조업 외 1 종,대구경북경제자유구역청,일반,멸균기플라즈마응용장비,"금속,사출, 철재가공"
3408,대구이시아폴리스일반산업단지,(주)플레이위즈,대구광역시 동구 팔공로53길 143 (봉무동),대구광역시 동구 봉무동 1564-5번지,셔츠 및 블라우스 제조업 외 4 종,대구시티밸리산업단지관리공단,일반산업단지,셔츠 및 체육복,
3409,대구이시아폴리스일반산업단지,(주)플레이위즈,대구광역시 동구 팔공로53길 143 (봉무동),대구광역시 동구 봉무동 1564-5번지,일반 창고업 외 1 종,대구시티밸리산업단지관리공단,일반산업단지,창고업,
3410,,(주)피다텍,대구광역시 달성군 다사읍 세천로21길 16,대구광역시 달성군 다사읍 세천리 1087번지,그 외 기타 전자부품 제조업 외 1 종,대구광역시 달성군,일반,반도체와이퍼패드,"에폭시, 테이프"
3411,달성일반산업단지,(주)피앤디코스켐,대구광역시 달성군 논공읍 논공중앙로 406,대구광역시 달성군 논공읍 본리리 29-69번지,"염료, 조제 무기안료, 유연제 및 기타 착색제 제조업 외 1 종",달성1차산업단지관리공단,일반산업단지,"유연제,대전방지제",계면활성제
3412,,(주)피앤에코,대구광역시 동구 신덕로5길 109 (신평동),대구광역시 동구 신평동 40-13번지,그 외 기타 금속가공업,대구광역시 동구,일반,화재확산방지 방화창호,"스틸, 철"
3413,,(주)피에스윈스,대구광역시 달성군 다사읍 세천북로10길 7,대구광역시 달성군 다사읍 세천리 177-15,"금속 문, 창, 셔터 및 관련제품 제조업 외 1 종",대구광역시 달성군,일반,창호,"PVC, 합성수지, 금속"
3414,서대구일반산업단지,(주)피에이치씨,대구광역시 서구 와룡로 335 (중리동),대구광역시 서구 중리동 1055,비주거용 건물 임대업 외 1 종,서대구산업단지관리공단,일반산업단지,자동차 부품,금속가공물
3415,대구테크노폴리스일반산업단지,(주)피에이치씨발레오써멀시스템스,대구광역시 달성군 유가읍 테크노순환로3길 16,대구광역시 달성군 유가읍 금리 1136-1번지,그 외 자동차용 신품 부품 제조업,(재)연구개발특구진흥재단 대구연구개발특구본부 기획경영팀,일반산업단지,시험샘플,"알루미늄, 플라스틱"
3416,성서지방산업단지,(주)피에이피,"대구광역시 달서구 성서공단남로32길 55, (2차단지 42B 7L) (월암동)",대구광역시 달서구 월암동 925-6 (2차단지 42B 7L),그 외 기타 분류 안된 비금속 광물제품 제조업,대구성서산업단지관리공단,일반산업단지,알루미나,수산화알미늄
3417,달성일반산업단지,(주)피에프에스,대구광역시 달성군 논공읍 논공중앙로 407,대구광역시 달성군 논공읍 본리리 29-221,그 외 기타 일반목적용 기계 제조업,달성1차산업단지관리공단,일반산업단지,연료전기가스켓,배합고무
3418,달성일반산업단지,(주)피에프에스,대구광역시 달성군 논공읍 논공중앙로51길 42,대구광역시 달성군 논공읍 본리리 29-88,그 외 기타 일반목적용 기계 제조업,달성1차산업단지관리공단,일반산업단지,연료전지가스켓,배합고무
3419,,(주)피엔디,대구광역시 달성군 화원읍 비슬로530길 16-8,대구광역시 달성군 화원읍 본리리 18번지,그 외 기타 플라스틱 제품 제조업,대구광역시 달성군,일반,절수기,플라스틱
3420,서대구일반산업단지,(주)피엔엑스동금,대구광역시 서구 국채보상로 38-20 (중리동),대구광역시 서구 중리동 1030-11,일반용 전기 조명장치 제조업 외 2 종,서대구산업단지관리공단,일반산업단지,"led 조명기구, 전기분전반","led기판, 철판, 차단기 부스바"
3421,성서지방산업단지,(주)피엔케이인더스트리,"대구광역시 달서구 성서로9길 58, (2차 46B 3-1L) (대천동)",대구광역시 달서구 대천동 597-17 (2차 46B 3-1L),산업용 그 외 비경화 고무제품 제조업,대구성서산업단지관리공단,일반산업단지,고무제품,고무
3422,성서지방산업단지,(주)피엔티엠에스,"대구광역시 달서구 성서공단로25길 16, (2차단지 13B 1L) (갈산동)",대구광역시 달서구 갈산동 358-86번지 (2차단지 13B 1L),플라스틱 필름 제조업 외 13 종,대구성서산업단지관리공단,일반산업단지,폴리에틸렌필름,"산업기계, 폴리프로필렌, 폴리에틸렌"
3423,성서5차첨단산업단지,(주)피엔티엠에스,"대구광역시 달성군 다사읍 세천로2길 66, 성서5차첨단산업단지 35B 2L",대구광역시 달성군 다사읍 세천리 1692-1번지 성서5차첨단산업단지 35B 2L,그 외 기타 특수목적용 기계 제조업,대구성서산업단지관리공단,일반산업단지,산업기계(분리막설비),철
3424,,(주)피엠,"대구광역시 달서구 달구벌대로 1053, 308호 (호산동)",대구광역시 달서구 호산동 1-11번지 308호,"물질 검사, 측정 및 분석기구 제조업",대구광역시 달서구,일반,생산품 측정 및 분석기구,
3425,성서5차첨단산업단지,(주)피오레,대구광역시 달성군 다사읍 세천로7길 17-22 5차단지 15B 4L,대구광역시 달성군 다사읍 세천리 1668-5 5차단지 15B 4L,기타 직물제품 제조업,대구성서산업단지관리공단,일반산업단지,마스크,부직포
3426,달성일반산업단지,(주)피오코리아,대구광역시 달성군 논공읍 논공중앙로 406,대구광역시 달성군 논공읍 본리리 29-69번지,화장품 제조업 외 1 종,달성1차산업단지관리공단,일반산업단지,"화장품,삼푸등",석유화학
3427,성서지방산업단지,(주)픽쇼코리아,"대구광역시 달서구 달구벌대로 1130, 301호  (신당동) 301호",대구광역시 달서구 신당동 1320-11 301호 301호,일반용 도료 및 관련제품 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,"빔페인트, 메쉬스크린, 빔페인트","특수페인트, 섬유"
3428,대구제3일반산업단지,(주)필리퍼,대구광역시 북구 팔달북로2길 14 (노원동3가),대구광역시 북구 노원동3가 372-1,반도체 제조용 기계 제조업,대구제3산업단지관리공단,일반산업단지,"산업용 로봇, 반도체 장비",금속
3429,성서지방산업단지,(주)하나로엘리베이터,"대구광역시 달서구 성서서로51길 47, 1차단지 67B 3-5L (신당동)",대구광역시 달서구 신당동 321-196번지,승강기 제조업,대구성서산업단지관리공단,일반산업단지,"승강기, 주차설비,자동화설비","철강류,전기자재류"
3430,서대구일반산업단지,(주)하나상사유통,"대구광역시 서구 문화로 37, 제3층 제매매장15호(이현동) 외 1필지",대구광역시 서구 이현동 42-30 제3층 제매매장15호 외 1필지,비주거용 건물 임대업,서대구산업단지관리공단,일반산업단지,임대업,
3431,서대구일반산업단지,(주)하나텍스 대구공장,대구광역시 서구 와룡로98길 17 (이현동),대구광역시 서구 이현동 42-66번지,커튼 및 유사제품 제조업,서대구산업단지관리공단,일반산업단지,블라인드,
3432,대구이시아폴리스일반산업단지,(주)하나텍스 지점,"대구광역시 동구 팔공로47길 13, (주)하나텍스 (봉무동)",대구광역시 동구 봉무동 1560번지 (주)하나텍스,기타 보관 및 창고업,대구시티밸리산업단지관리공단,일반산업단지,기타 보관 및 창고업,원사
3433,서대구일반산업단지,(주)하나특수제판,대구광역시 서구 국채보상로6길 12-14 (중리동),대구광역시 서구 중리동 801-2번지,제판 및 조판업,서대구산업단지관리공단,일반산업단지,제판,
3434,성서지방산업단지,(주)하나하이테크,"대구광역시 달서구 성서공단남로 49, (2차 22-2B 10L) (월암동)",대구광역시 달서구 월암동 1090-9 (2차 22-2B 10L),자동차용 금속 압형제품 제조업 외 2 종,대구성서산업단지관리공단,일반산업단지,"금형, 금형, 금형",철
3435,성서지방산업단지,(주)하나하이텍,"대구광역시 달서구 성서서로15길 29, (2차단지 22-2B 3L) (월암동)",대구광역시 달서구 월암동 1090-2번지,주형 및 금형 제조업,대구성서산업단지관리공단,일반산업단지,프레스 금형,
3436,성서지방산업단지,(주)하나하이텍,"대구광역시 달서구 달서대로109길 73, 3차단지 60-6B 4-1L (호산동)",대구광역시 달서구 호산동 357-73번지 3차단지 60-6B 4-1L,주형 및 금형 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,금형 외,철
3437,,(주)하늘기획,대구광역시 동구 안심로69길 9 (신서동),대구광역시 동구 신서동 640-5번지,간판 및 광고물 제조업,대구광역시 동구,일반,"간판, 광고물","원단,알루미늄,플렉스천"
3438,서대구일반산업단지,(주)하니글로벌,대구광역시 서구 와룡로87길 88-5 (이현동),대구광역시 서구 이현동 42-230번지,직물 도매업,서대구산업단지관리공단,일반산업단지,섬유원단,
3439,성서지방산업단지,(주)하동염직제2공장,"대구광역시 달서구 성서로54길 2, 1차단지 102B 1-1L (장동)",대구광역시 달서구 장동 306-54번지,섬유제품 기타 정리 및 마무리 가공업 외 1 종,대구성서산업단지관리공단,일반산업단지,섬유텐타가공,
3440,성서지방산업단지,(주)하렉스엔지니어링,"대구광역시 달서구 성서로9길 45, 2차단지 48B 7L (대천동)",대구광역시 달서구 대천동 595-6번지 2차단지 48B 7L,기타 가공 공작기계 제조업,대구성서산업단지관리공단,일반산업단지,산업자동화 기계설비,철
3441,,(주)하림디지포스터,대구광역시 북구 동호길 30 (동호동),대구광역시 북구 동호동  548-58번지,육류 기타 가공 및 저장처리업 (가금류 제외),대구광역시 북구,창업,"닭, 돼지, 오리 가공육","닭, 돼지, 오리"
3442,성서지방산업단지,(주)하산섬유,"대구광역시 달서구 성서공단북로42길 8, (1차단지 73B 2-2L) (갈산동) 외 1필지",대구광역시 달서구 갈산동 400-71번지 (1차단지 73B 2-2L) 외 1필지,면직물 직조업,대구성서산업단지관리공단,일반산업단지,면직물 외,
3443,성서지방산업단지,(주)하산섬유,"대구광역시 달서구 성서공단북로42길 16, 1차단지 76B 1L (갈산동)",대구광역시 달서구 갈산동 400-60번지 1차단지 76B 1L,섬유제품 기타 정리 및 마무리 가공업,대구성서산업단지관리공단,일반산업단지,면싸이징(호부처리업),
3444,성서지방산업단지,(주)하우홈,"대구광역시 달서구 성서로 136, (2차단지 43B 12L) (월암동)",대구광역시 달서구 월암동 914-11번지 (2차단지 43B 12L),가정용 전기 난방기기 제조업,대구성서산업단지관리공단,일반산업단지,전기요,
3445,성서지방산업단지,(주)하우홈,"대구광역시 달서구 달서대로85길 63, 3차단지 107B 7L (호림동)",대구광역시 달서구 호림동 4-6번지 3차단지 107B 7L,가정용 전기 난방기기 제조업,대구성서산업단지관리공단,일반산업단지,전기요,"발열선,원단"
3446,대구연구개발특구,(주)하이로시,대구광역시 동구 신서동 0번지 대구연구개발특구 의료R&D지구 특13-1,대구광역시 동구 신서동 0번지 대구연구개발특구 의료R&D지구 특13-1,그 외 기타 의료용 기기 제조업,(재)연구개발특구진흥재단 대구연구개발특구본부 기획경영팀,국가산업단지,"소형의료기기,재활의료기기,인공지능로봇",
3447,성서지방산업단지,(주)하이로젠,"대구광역시 달서구 성서공단북로 261, 라동 2층 1차 52B 8L (갈산동)",대구광역시 달서구 갈산동 193 라동 2층 1차 52B 8L,전동기 및 발전기 제조업,대구성서산업단지관리공단,일반산업단지,수전해 장치(스택),"티타늄, 백금, 이리듐"
3448,달성2차일반산업단지,(주)하이박,"대구광역시 달성군 구지면 달성2차동2로 80, (달성2차 23B 8L)",대구광역시 달성군 구지면 예현리 763-19번지 (달성2차 23B 8L),그 외 자동차용 신품 부품 제조업 외 3 종,한국산업단지공단 대구지역본부 달성사무소,일반산업단지,진공브레이징로,steel
3449,대구국가산업단지,(주)하이박,,"대구광역시 달성군 구지면 345-1, 345-2(대구국가산업단지 2단계 부지)","증류기, 열교환기 및 가스발생기 제조업 외 1 종",한국산업단지공단 대구지역본부 달성사무소,국가산업단지,"열교환기, 친환경자동차부품 외","스텐리스, 알루미늄"
3450,달성2차일반산업단지,(주)하이박 2공장,대구광역시 달성군 구지면 달성2차2로 46,대구광역시 달성군 구지면 내리 852-4,"증류기, 열교환기 및 가스발생기 제조업",한국산업단지공단 대구지역본부 달성사무소,일반산업단지,콘덴서,알루미늄
3451,,(주)하이웰텍,대구광역시 군위군 군위읍 용산길 22-34,대구광역시 군위군 군위읍 무성리 523-2번지,건강보조용 액화식품 제조업,대구광역시 군위군,일반,건강음료,"상심자, 구기자, 치자, 천문동, 꿀, 금은화"
3452,대구테크노폴리스일반산업단지,(주)하이컨코리아,대구광역시 달성군 유가읍 테크노순환로1길 57,대구광역시 달성군 유가읍 금리 1137-1번지,기어 및 동력전달장치 제조업 외 1 종,(재)연구개발특구진흥재단 대구연구개발특구본부 기획경영팀,일반산업단지,중장비 및 자동차용 감속기,
3453,,(주)하이콘,대구광역시 북구 침산로52길 6 (침산동),대구광역시 북구 침산동 620-9번지,반도체 제조용 기계 제조업 외 3 종,대구광역시 북구,일반,"항온항습기,공기조화기","비철금속, 철"
3454,,(주)하이테크디젤,대구광역시 달성군 화원읍 비슬로479길 26,대구광역시 달성군 화원읍 설화리 212-1,그 외 기타 전기장비 제조업 외 4 종,대구광역시 달성군,일반,"매연저감강치 클리닝장비, 부품세척기, 리에저가공품","스텐, 철강 등"
3455,성서지방산업단지,(주)한결시스템,"대구광역시 달서구 성서공단남로 37, (월암동) 1동 4층 401호",대구광역시 달서구 월암동 1-224 1동 4층 401호,배전반 및 전기 자동제어반 제조업,대구성서산업단지관리공단,일반산업단지,자동제어 판넬,"차단기, 전선"
3456,,(주)한경시스템,"대구광역시 달성군 논공읍 금강로4길 33, 금포리 2483-8",대구광역시 달성군 논공읍 금포리 1625 금포리 2483-8,"전기회로 개폐, 보호장치 제조업 외 2 종",대구광역시 달성군,일반,융복합 도로살수장치 등,"강관, 파이프 등"
