순번,단지명,회사명,공장대표주소(도로명),공장대표주소(지번),업종명,관할조직명,설립구분,생산품,주원자재
4788,성서지방산업단지,르호봇,"대구광역시 달서구 성서공단남로 6, (2차 55B 2-2L) (대천동)",대구광역시 달서구 대천동 881-5 (2차 55B 2-2L),농업 및 임업용 기계 제조업,대구성서산업단지관리공단,일반산업단지,"농업용기계, 스키드로더 및 각종 attach",철
4789,서대구일반산업단지,리넨토,"대구광역시 서구 와룡로 307, 4층 412호(중리동) 4층 412호",대구광역시 서구 중리동 1166-1 4층 412호 4층 412호,셔츠 및 블라우스 제조업,서대구산업단지관리공단,일반산업단지,"블라우스, 앞치마",린넨
4790,성서지방산업단지,리드테크,"대구광역시 달서구 성서로71길 54, 1차 47B 4L (이곡동)",대구광역시 달서구 이곡동 1000-8 1차 47B 4L,절삭가공 및 유사처리업,대구성서산업단지관리공단,일반산업단지,토크메타,알루미늄 철
4791,성서지방산업단지,리벨룰라,"대구광역시 달서구 달서대로58안길 5, (2차단지 50B 7L) (대천동)",대구광역시 달서구 대천동 590-5 (2차단지 50B 7L),침구 및 관련제품 제조업,대구성서산업단지관리공단,일반산업단지,침구류,"천, 솜"
4792,성서지방산업단지,리안테크,"대구광역시 달서구 성서공단북로69길 53, 1차단지 34B 7-1L (갈산동)",대구광역시 달서구 갈산동 100-52 1차단지 34B 7-1L,그 외 기타 고무제품 제조업,대구성서산업단지관리공단,일반산업단지,고무부품,"합성고무, 실리콘"
4793,서대구일반산업단지,리치컨설팅,"대구광역시 서구 와룡로 307, 10층 1018호(중리동) 10층 1018호",대구광역시 서구 중리동 1166-1 10층 1018호 10층 1018호,경영 컨설팅업,서대구산업단지관리공단,일반산업단지,경영컨설팅,
4794,서대구일반산업단지,리치컨설팅 (1122호),"대구광역시 서구 와룡로 307, 11층 1122호(중리동) 11층 1122호",대구광역시 서구 중리동 1166-1 11층 1122호 11층 1122호,경영 컨설팅업,서대구산업단지관리공단,일반산업단지,경영컨설팅,
4795,달성외국인투자지역,리치프로덕츠코리아 유한책임회사,대구광역시 달성군 구지면 달성2차4로 37 외 1필지,대구광역시 달성군 구지면 내리 847-15번지 외 1필지,식물성 유지 제조업,한국산업단지공단 대구지역본부 달성사무소,외국인투자지역,식물성유지,식물성 유지
4796,성서지방산업단지,리코,"대구광역시 달서구 성서로5길 107, 2차단지 49B 6-1L (2차단지 49B 6-1L) (월암동)",대구광역시 달서구 월암동 905-27번지 (2차단지 49B 6-1L),화학섬유직물 직조업,대구성서산업단지관리공단,일반산업단지,화학섬유,
4797,달성2차일반산업단지,리팩시스템,대구광역시 달성군 구지면 달성2차4로 70,대구광역시 달성군 구지면 예현리 763-1,기타 물품 취급장비 제조업,한국산업단지공단 대구지역본부 달성사무소,일반산업단지,"자동, 반자동적재장치, 산업용 기기 및 파렛트랩핑장치","판금원자재, 스틸 및 스테인레스, SS45C 금속가공재, 자동화부품"
4798,성서지방산업단지,릴스커피,"대구광역시 달서구 성서서로36길 17-11, 1차단지 83B 6L (갈산동)",대구광역시 달서구 갈산동 261-6번지 1차단지 83B 6L,커피 가공업,대구성서산업단지관리공단,일반산업단지,원두커피,
4799,대구제3일반산업단지,마디,"대구광역시 북구 오봉로 164, 1층 107호(침산동)",대구광역시 북구 침산동 999-1 1층 107호,그 외 기타 플라스틱 제품 제조업,대구제3산업단지관리공단,일반산업단지,실리콘제품,실리콘
4800,서대구일반산업단지,마디펌프,대구광역시 서구 문화로 95 (이현동) 1동,대구광역시 서구 이현동 42-63 1동,분사기 및 소화기 제조업 외 1 종,서대구산업단지관리공단,일반산업단지,자전거 공기주입기,스텐파이프 외 10종
4801,성서지방산업단지,마바특수인쇄,"대구광역시 달서구 성서서로33길 50, 제가동 제1층 제102호 (1차단지 76B 12-2L)(갈산동)",대구광역시 달서구 갈산동 400-73 제가동 제1층 제102호 (1차단지 76B 12-2L),스크린 인쇄업,대구성서산업단지관리공단,일반산업단지,스티커,스크린 제지
4802,성서지방산업단지,마스타 테크,"대구광역시 달서구 호산동로1길 29, (3차단지 108B 2L) (호림동)",대구광역시 달서구 호림동 5-1 (3차단지 108B 2L),금속 절삭기계 제조업,대구성서산업단지관리공단,일반산업단지,공작기계 부품,"환봉, 철판, 주물"
4803,대구제3일반산업단지,마스터컴퍼니,대구광역시 북구 노원로1길 183 (노원동3가),대구광역시 북구 노원동3가 20-6번지,그 외 기타 분류 안된 금속 가공 제품 제조업 외 2 종,대구제3산업단지관리공단,일반산업단지,"기술지도,자동차기계","모터, 철판"
4804,달성일반산업단지,마운틴메탈,대구광역시 달성군 논공읍 논공로87길 75,대구광역시 달성군 논공읍 본리리 103-35,선철주물 주조업,달성1차산업단지관리공단,일반산업단지,주물,고철
4805,서대구일반산업단지,마이크론스타 아이웨어,"대구광역시 서구 와룡로 307, 5층 522호(중리동) 5층 522호",대구광역시 서구 중리동 1166-1 5층 522호 5층 522호,안경 및 안경렌즈 제조업,서대구산업단지관리공단,일반산업단지,안경테,TR-50
4806,성서지방산업단지,만년후레임,"대구광역시 달서구 달구벌대로250길 16, 1차 45B 12L (이곡동)",대구광역시 달서구 이곡동 1000-17 1차 45B 12L,간판 및 광고물 제조업,대구성서산업단지관리공단,일반산업단지,"옥외광고물, 철제프레임",철
4807,성서지방산업단지,만들지오,"대구광역시 달서구 성서로75길 17, 1차 40B 4-8L (이곡동)",대구광역시 달서구 이곡동 918-21 1차 40B 4-8L,침구 및 관련제품 제조업,대구성서산업단지관리공단,일반산업단지,침구류,"원단, 솜"
4808,서대구일반산업단지,만물산업,대구광역시 서구 와룡로 385-3 (중리동),대구광역시 서구 중리동 1030-28번지,비주거용 건물 임대업,서대구산업단지관리공단,일반산업단지,비주거용 건물 임대,
4809,달성일반산업단지,만봉섬유,대구광역시 달성군 논공읍 논공로 383,대구광역시 달성군 논공읍 북리 1-125번지,화학섬유직물 직조업,달성1차산업단지관리공단,일반산업단지,벨,원사
4810,대구제3일반산업단지,만월금속,대구광역시 북구 팔달북로8길 36 (노원동3가),대구광역시 북구 노원동3가 265번지,도금업,대구제3산업단지관리공단,일반산업단지,건축자재,
4811,대구제3일반산업단지,만월금속,대구광역시 북구 노원로1길 112-1 (노원동3가),대구광역시 북구 노원동3가 179-8,도금업,대구제3산업단지관리공단,일반산업단지,"건축자재, 자동차부품",강철
4812,서대구일반산업단지,맘스쿡(팜앤팜스),대구광역시 서구 국채보상로23길 2-17(이현동),대구광역시 서구 이현동 48-93,기타 가공식품 도매업,서대구산업단지관리공단,일반산업단지,"밀가루, 소스류 도소매",
4813,성서지방산업단지,맛조은푸드,"대구광역시 달서구 달서대로88길 8-7, 2차단지 17B 2-5L (갈산동)",대구광역시 달서구 갈산동 358-155번지,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,대구성서산업단지관리공단,일반산업단지,막창 갈비살,
4814,대구제3일반산업단지,매일원색정판사,대구광역시 북구 노원로1길 160 (노원동3가),대구광역시 북구 노원동3가 39번지,기타 인쇄업 외 1 종,대구제3산업단지관리공단,일반산업단지,옵셋인쇄물,종이
4815,성서지방산업단지,매직쉐프,"대구광역시 달서구 성서서로 233, 1차단지 70B 1L (신당동)",대구광역시 달서구 신당동 1892-0번지,수동식 식품 가공기기 및 금속 주방용기 제조업 외 2 종,대구성서산업단지관리공단,일반산업단지,주방기구,알루미늄
4816,대구이시아폴리스일반산업단지,맥스원,대구광역시 동구 팔공로45길 27 (봉무동),대구광역시 동구 봉무동 1565번지,안경 및 안경렌즈 제조업,대구시티밸리산업단지관리공단,일반산업단지,콘텍트 렌즈,"헤마, 실리콘"
4817,달성일반산업단지,맥천공업(주),대구광역시 달성군 논공읍 논공로 324,대구광역시 달성군 논공읍 북리 1-126번지,금속 열처리업,달성1차산업단지관리공단,일반산업단지,자동차부품열처리,임가공
4818,대구옥포농공단지,머든종합상사,대구광역시 달성군 옥포읍 비슬로387길 16,대구광역시 달성군 옥포읍 강림리 471-5,"카펫, 마루덮개 및 유사제품 제조업",대구광역시 달성군,농공단지,"전기매트, 농촌방석, 캠핑매트",세미원단
4819,성서지방산업단지,메가텍,대구광역시 달서구 성서공단로39길 95 (갈산동),대구광역시 달서구 갈산동 259-2번지,농업 및 임업용 기계 제조업 외 2 종,대구성서산업단지관리공단,일반산업단지,농업용기계,"스텐판, 파이프"
4820,서대구일반산업단지,메덱스 스포츠,대구광역시 서구 와룡로62길 19 (중리동),대구광역시 서구 중리동 1157-10,"근무복, 작업복 및 유사의복 제조업",서대구산업단지관리공단,일반산업단지,근무복,원단
4821,서대구일반산업단지,메인터넌스센터더블유(M.C.W),대구광역시 서구 와룡로 489 (이현동),대구광역시 서구 이현동 42-35번지,자동차 세차업,서대구산업단지관리공단,일반산업단지,"세차,광택",
4822,북구검단일반산업단지,메카닉,"대구광역시 북구 검단로 135, 108동 1층 115 (검단동)",대구광역시 북구 검단동 838-4번지 108동 1층 115,그 외 기타 특수목적용 기계 제조업,대구시티밸리산업단지관리공단,일반산업단지,자동화 설비,"철판, 형강"
4823,서대구일반산업단지,메카웰,대구광역시 서구 평리로21길 23-4 (중리동),대구광역시 서구 중리동 1170-18번지,산업용 로봇 제조업,서대구산업단지관리공단,일반산업단지,자동화 기계,"금속(철판,파이프,환봉 등)"
