순번,단지명,회사명,공장대표주소(도로명),공장대표주소(지번),업종명,관할조직명,설립구분,생산품,주원자재
8367,대구테크노폴리스일반산업단지,피에이치에이(주),대구광역시 달성군 유가읍 테크노순환로3길 16,대구광역시 달성군 유가읍 금리 1136-1번지,그 외 자동차용 신품 부품 제조업,(재)연구개발특구진흥재단 대구연구개발특구본부 기획경영팀,일반산업단지,자동차용 부품,사출수지
8368,성서지방산업단지,피에이치에이(주) 성서2공장,"대구광역시 달서구 달서대로95길 143, (3차단지 78B 3L)[성서5공장] (파호동)",대구광역시 달서구 파호동 205-2번지 (3차단지 78B 3L)[성서5공장],그 외 자동차용 신품 부품 제조업,대구성서산업단지관리공단,일반산업단지,자동차 도어 사출품,플라스틱
8369,성서지방산업단지,피에이치에이(주) 성서3공장,"대구광역시 달서구 성서로9길 15, (2차단지 61B 5L) (대천동)",대구광역시 달서구 대천동 723번지 (2차단지 61B 5L),그 외 자동차용 신품 부품 제조업 외 3 종,대구성서산업단지관리공단,일반산업단지,자동차 부품,철
8370,성서지방산업단지,피에이치에이(주) 성서공장,"대구광역시 달서구 성서서로 19, 2차단지 52B 7L (대천동)",대구광역시 달서구 대천동 587-4번지 2차단지 52B 7L,자동차 차체용 신품 부품 제조업 외 4 종,대구성서산업단지관리공단,일반산업단지,자동차부품,철
8371,달성일반산업단지,피에이치지(주),대구광역시 달성군 논공읍 논공중앙로51길 11,대구광역시 달성군 논공읍 북리 1-35번지,고무패킹류 제조업 외 1 종,달성1차산업단지관리공단,일반산업단지,"자동차부품고무호스,방진고무, 자동차 고무부품",고무
8372,대구제3일반산업단지,피에치티,대구광역시 북구 노원로1길 179-2 (노원동3가),대구광역시 북구 노원동3가 21-4번지,비주거용 건물 임대업,대구제3산업단지관리공단,일반산업단지,임대업,
8373,서대구일반산업단지,피엔에스(PnS)건축사사무소,"대구광역시 서구 와룡로 307, 9층 919호 (중리동) 9층 919호",대구광역시 서구 중리동 1166-1 9층 919호 9층 919호,건축설계 및 관련 서비스업,서대구산업단지관리공단,일반산업단지,건축설계,
8374,대구제3일반산업단지,피엠아이,대구광역시 북구 팔달북로 112-1 (노원동3가),대구광역시 북구 노원동3가 505-2,절삭가공 및 유사처리업,대구제3산업단지관리공단,일반산업단지,LCD 장비 부품,sus304 판재
8375,성서지방산업단지,피티코퍼레이션(주),"대구광역시 달서구 성서로 335, 마동 1, 2층(1차단지 41B 3L) (갈산동)","대구광역시 달서구 갈산동 100-23번지 마동 1, 2층(1차단지 41B 3L)",주방용 전기기기 제조업 외 2 종,대구성서산업단지관리공단,일반산업단지,"라벨용지, 핸드블렌더",철
8376,대구국가산업단지,피피아이파이프(주),대구광역시 달성군 구지면 국가산단대로40길 51,대구광역시 달성군 구지면 응암리 1282-13,"플라스틱 선, 봉, 관 및 호스 제조업",한국산업단지공단 대구지역본부 달성사무소,국가산업단지,APPIZ 파이프 등,PVC Resin
8377,서대구일반산업단지,피피텍스 주식회사,대구광역시 서구 국채보상로3길 13(이현동),대구광역시 서구 이현동 45-229,직물 도매업 외 1 종,서대구산업단지관리공단,일반산업단지,화섬직물,
8378,성서지방산업단지,필샤프트정공,"대구광역시 달서구 달서대로64길 83, (2차 49B 10L) (월암동)",대구광역시 달서구 월암동 905-9 (2차 49B 10L),금속 절삭기계 제조업,대구성서산업단지관리공단,일반산업단지,유압실린더,"파이프, 연가봉"
8379,성서지방산업단지,필승수지,"대구광역시 달서구 성서공단북로18길 42, (3차단지 86B 9L) (호산동)",대구광역시 달서구 호산동 703-7번지,비금속류 해체 및 선별업 외 1 종,대구성서산업단지관리공단,일반산업단지,합성수지 재생칩,
8380,서대구일반산업단지,필컨설팅,"대구광역시 서구 와룡로 307, 6층 609호(중리동) 6층 609호",대구광역시 서구 중리동 1166-1 6층 609호 6층 609호,비주거용 건물 임대업 외 2 종,서대구산업단지관리공단,일반산업단지,"경영컨설팅, 부동산 임대",
8381,대구제3일반산업단지,하나 하이텍,대구광역시 북구 팔달북로3길 40 (노원동3가),대구광역시 북구 노원동3가 678-2,안경 및 안경렌즈 제조업,대구제3산업단지관리공단,일반산업단지,안경테,플라스틱
8382,성서지방산업단지,하나기계,"대구광역시 달서구 달서대로64길 103, 2차단지 47-1B 13L (월암동)",대구광역시 달서구 월암동 910-7번지,"기타 섬유, 의복 및 가죽 가공 기계 제조업",대구성서산업단지관리공단,일반산업단지,섬유기계,철강
8383,서대구일반산업단지,하나로기획,대구광역시 서구 평리로29길 26 (중리동),대구광역시 서구 중리동 1151번지,연성 및 기타 인쇄회로기판 제조업 외 1 종,서대구산업단지관리공단,일반산업단지,기획 디자인 및 소부,
8384,서대구일반산업단지,하나로테크,"대구광역시 서구 와룡로97길 7 (이현동, 하나로테크)",대구광역시 서구 이현동 42-359번지,그 외 자동차용 신품 부품 제조업 외 3 종,서대구산업단지관리공단,일반산업단지,자동차부품,중고자동차부품
8385,북구검단일반산업단지,하나물류기계(주),대구광역시 북구 검단로 175 (검단동),대구광역시 북구 검단동 777-80번지,승강기 제조업 외 4 종,대구시티밸리산업단지관리공단,일반산업단지,"승강기, 핸드파레트 트럭, 이동대차 등","형강, 철판"
8386,대구제3일반산업단지,하나바렐산업(JC),대구광역시 북구 노원로1길 163-8 (노원동3가),대구광역시 북구 노원동3가 45-7번지,그 외 자동차용 신품 부품 제조업 외 3 종,대구제3산업단지관리공단,일반산업단지,자동차공조부품,철
8387,대구제3일반산업단지,하나바렐산업(JC),대구광역시 북구 노원로1길 163-8 (노원동3가),대구광역시 북구 노원동3가 45-7,그 외 기타 금속가공업,대구제3산업단지관리공단,일반산업단지,자동차부품,자동차부품
8388,대구제3일반산업단지,하나바렐연마,대구광역시 북구 노원로17길 64-11 (노원동3가),대구광역시 북구 노원동3가 62-10 번지,그 외 기타 금속가공업,대구제3산업단지관리공단,일반산업단지,자동차부품연마,철강
8389,대구제3일반산업단지,하나산업,대구광역시 북구 3공단로10길 10 (노원동3가),대구광역시 북구 노원동3가 439번지,그 외 기타 금속가공업,대구제3산업단지관리공단,일반산업단지,자동차부품 바렐연마,
8390,대구제3일반산업단지,하나산업,대구광역시 북구 노원로 139-11 (노원동3가),대구광역시 북구 노원동3가 34-13,안경 및 안경렌즈 제조업,대구제3산업단지관리공단,일반산업단지,안경테,금속
8391,달성일반산업단지,하나산업사,대구광역시 달성군 논공읍 논공로 468,대구광역시 달성군 논공읍 본리리 29-7번지,농업 및 임업용 기계 제조업,달성1차산업단지관리공단,일반산업단지,농기계부품,주물
8392,서대구일반산업단지,하나섬유,대구광역시 서구 와룡로 473 (이현동),대구광역시 서구 이현동 42-362번지,비주거용 건물 임대업,서대구산업단지관리공단,일반산업단지,부동산 임대,
8393,서대구일반산업단지,하나섬유,대구광역시 서구 와룡로 473 (이현동),대구광역시 서구 이현동 42-362번지,기타 부동산 임대업,서대구산업단지관리공단,일반산업단지,부동산 임대,
8394,북구검단일반산업단지,하나시스템,"대구광역시 북구 검단로 135, 105동 1층 112호 (검단동)",대구광역시 북구 검단동 838-4번지 105동 1층 112호,배전반 및 전기 자동제어반 제조업,대구시티밸리산업단지관리공단,일반산업단지,"배전반,제어반","차단기, 마그네트, PLC"
8395,성서지방산업단지,하나정공,"대구광역시 달서구 달서대로109길 20, A동 A109호(신당동) A동 A109호",대구광역시 달서구 신당동 1320-1 A동 A109호 A동 A109호,절삭가공 및 유사처리업,대구성서산업단지관리공단,일반산업단지,기계부품,"특수강, 환봉, 몰드"
8396,대구제3일반산업단지,하나정밀공업사,대구광역시 북구 노원로1길 125-15 (노원동3가),대구광역시 북구 노원동3가 74-4번지,그 외 자동차용 신품 부품 제조업 외 3 종,대구제3산업단지관리공단,일반산업단지,자동차부품,파이프
8397,성서지방산업단지,하나침장,"대구광역시 달서구 성서로46길 39,1차단지 107B 8-2L (장동)",대구광역시 달서구 장동306-51번지,침구 및 관련제품 제조업,대구성서산업단지관리공단,일반산업단지,"침구류, 카페트 등","원단, 솜"
8398,대구제3일반산업단지,하나테크,대구광역시 북구 노원로9길 66-10 (노원동3가),대구광역시 북구 노원동3가 198-9번지,그 외 기타 특수목적용 기계 제조업 외 1 종,대구제3산업단지관리공단,일반산업단지,진공부품,스텐 등
8399,대구제3일반산업단지,하나테크,대구광역시 북구 노원로1길 69(노원동3가) 외 1필지,대구광역시 북구 노원동3가 220-3 외 1필지,절삭가공 및 유사처리업,대구제3산업단지관리공단,일반산업단지,기계부품,금속
8400,성서지방산업단지,하나테크,"대구광역시 달서구 성서동로 131, (2차단지 31B 5L) (월암동)",대구광역시 달서구 월암동 1087-3번지,배전반 및 전기 자동제어반 제조업,대구성서산업단지관리공단,일반산업단지,전기배전반,
8401,성서지방산업단지,하나텍,"대구광역시 달서구 성서공단북로3길 24, (3차단지 62B 13L) (파호동)",대구광역시 달서구 파호동 92-5번지,비주거용 건물 임대업,대구성서산업단지관리공단,일반산업단지,,
8402,성서지방산업단지,하나폴리텍,대구광역시 달서구 달구벌대로250길 70 (갈산동),대구광역시 달서구 갈산동 100-172번지,고무패킹류 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,고무오링 등,불소고무
8403,성서지방산업단지,하나하이테크,"대구광역시 달서구 성서공단남로 49, (2차단지 22-2B 10L) (월암동)",대구광역시 달서구 월암동 1090-9번지 (2차단지 22-2B 10L),자동차용 금속 압형제품 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,금속압형제품,
8404,북구검단일반산업단지,하늘보드,대구광역시 북구 검단동로 9 (검단동),대구광역시 북구 검단동 777-97 번지,사무용 기계 및 장비 제조업,대구시티밸리산업단지관리공단,일반산업단지,흑판,"철판, 나무"
8405,서대구일반산업단지,하동나이프,대구광역시 서구 국채보상로10길 19 (중리동),대구광역시 서구 중리동 1030-23,톱 및 호환성 공구 제조업,서대구산업단지관리공단,일반산업단지,호환성 톱,철물
8406,성서지방산업단지,하롬텍스타일,"대구광역시 달서구 성서공단북로59길 46, 1차 41B 2-1L (갈산동)",대구광역시 달서구 갈산동 100-185 1차 41B 2-1L,커튼 및 유사제품 제조업,대구성서산업단지관리공단,일반산업단지,블라인드,"알루미늄, 원단"
8407,성서지방산업단지,하루방침장,"대구광역시 달서구 성서로68길 39, (1차단지 32B 17-15L) (갈산동)",대구광역시 달서구 갈산동 1-9번지 (1차단지 32B 17-15L),침구 및 관련제품 제조업,대구성서산업단지관리공단,일반산업단지,침구류,
8408,성서지방산업단지,하마테크,"대구광역시 달서구 달서대로64길 15, (2차단지 55B 7L) (대천동)",대구광역시 달서구 대천동 825-1 (2차단지 55B 7L),그 외 기타 금속가공업,대구성서산업단지관리공단,일반산업단지,도어락,철
8409,서대구일반산업단지,하우스틸코리아 주식회사,대구광역시 서구 와룡로 329(중리동),대구광역시 서구 중리동 1055-4,비주거용 건물 임대업,서대구산업단지관리공단,일반산업단지,,
8410,대구제3일반산업단지,하유광택,대구광역시 북구 노원로 111 (노원동3가),대구광역시 북구 노원동3가 183-21,자동차 세차업,대구제3산업단지관리공단,일반산업단지,세차업,
8411,대구제3일반산업단지,하유광택,대구광역시 북구 노원로 111 (노원동3가),대구광역시 북구 노원동3가 183-21,자동차 세차업,대구제3산업단지관리공단,일반산업단지,세차 및 광택,
8412,성서지방산업단지,하은정공,"대구광역시 달서구 성서공단로 15, (3차단지 108B 11L) (호림동)",대구광역시 달서구 호림동 5-11 번지 (3차단지 108B 11L),주형 및 금형 제조업,대구성서산업단지관리공단,일반산업단지,금형,
8413,성서지방산업단지,하이나노텍(주),"대구광역시 달서구 성서서로25길 14, (2차단지 11B 1L) (갈산동)",대구광역시 달서구 갈산동 358-87번지 (2차단지 11B 1L),산업용 그 외 비경화 고무제품 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,"고무제품,오존수 발생장치",
8414,성서지방산업단지,하이드로텍(주),"대구광역시 달서구 성서로68길 3, 1차단지 37B 3L (갈산동)",대구광역시 달서구 갈산동 100-45번지 1차단지 37B 3L,유압기기 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,"유압기기, 유압기기",유압기기부품
8415,서대구일반산업단지,하이셀콘택트,,대구광역시 서구 중리동 1160-11,안경 및 안경렌즈 제조업,서대구산업단지관리공단,일반산업단지,콘택트렌즈,렌즈
8416,서대구일반산업단지,하이오커피 대구중리점,"대구광역시 서구 와룡로 307, B1층 123호(중리동) B1층 123호",대구광역시 서구 중리동 1166-1 B1층 123호 B1층 123호,커피 전문점,서대구산업단지관리공단,일반산업단지,커피전문점,
8417,성서지방산업단지,하이원침장,"대구광역시 달서구 성서공단북로77길 33, 외 2필지(1차단지 32-1/12) (장동)",대구광역시 달서구 장동 333-1 번지 외 2필지(1차단지 32-1/12),침구 및 관련제품 제조업,대구성서산업단지관리공단,일반산업단지,침구 외,
8418,서대구일반산업단지,하이텍,대구광역시 서구 와룡로 447-5(이현동),대구광역시 서구 이현동 42-480,자동차 구조 및 장치 변경업  외 1 종,서대구산업단지관리공단,일반산업단지,자동차 부품,"철, 금속 등"
8419,대구제3일반산업단지,하이텍,대구광역시 북구 3공단로 224-1 (노원동3가),대구광역시 북구 노원동3가 23,안경 및 안경렌즈 제조업 외 1 종,대구제3산업단지관리공단,일반산업단지,안경테,금속
8420,대구출판산업단지,하이텍 기획,대구광역시 달서구 월곡로100길 48 (월성동),대구광역시 달서구 월성동 1796-6번지,기타 인쇄업,대구성서산업단지관리공단,일반산업단지,기술 매뉴얼,
8421,대구출판산업단지,하이텍 에버,대구광역시 달서구 월성동 1796-6번지,대구광역시 달서구 월성동 1796-6번지,기타 인쇄업 외 1 종,대구성서산업단지관리공단,일반산업단지,"카달로그, 기타 인쇄물",
8422,대구제3일반산업단지,하이텍스코,대구광역시 북구 팔달북로18길 28 (노원동3가),대구광역시 북구 노원동3가 468-1번지,절삭가공 및 유사처리업,대구제3산업단지관리공단,일반산업단지,"기계부품,풍력발전기부품",철판
8423,대구국가산업단지,하진산업(주),대구광역시 달성군 구지면 국가산단대로33길 82,대구광역시 달성군 구지면 응암리 1244-8번지,자동차용 신품 조향장치 및 현가 장치 제조업,한국산업단지공단 대구지역본부 달성사무소,국가산업단지,조향장치(구동축 베어링),
8424,서대구일반산업단지,학교법인일청학원,"대구광역시 서구 와룡로 307, 2층 201호 (중리동) 2층 201호 외 24필지",대구광역시 서구 중리동 1166-1 2층 201호 2층 201호 외 24필지,비주거용 건물 임대업,서대구산업단지관리공단,일반산업단지,부동산 임대,
8425,북구검단일반산업단지,학산전기,대구광역시 북구 검단로31길 36-16 (검단동),대구광역시 북구 검단동 777-23번지,일반용 전기 조명장치 제조업 외 3 종,대구시티밸리산업단지관리공단,일반산업단지,"가로등, 점멸기","스테인레스, 철"
8426,성서지방산업단지,학산테크,"대구광역시 달서구 성서공단북로4길 23, 3차 76B 7-2L (파호동)",대구광역시 달서구 파호동 204-11 3차 76B 7-2L,절삭가공 및 유사처리업,대구성서산업단지관리공단,일반산업단지,"선박엔진,태양열에너지장비 푸품가공",철
8427,성서지방산업단지,학성금속(주),"대구광역시 달서구 성서공단남로36길 24, (2차단지 40B 7L) (월암동)",대구광역시 달서구 월암동 920-6번지 (2차단지 40B 7L),금속 열처리업 외 1 종,대구성서산업단지관리공단,일반산업단지,금속열처리 기계제작,
8428,성서지방산업단지,학호금형사,"대구광역시 달서구 달서대로91길 39, 성서3차단지 97B 3-1L (호림동)",대구광역시 달서구 호림동 9-5번지 성서3차단지 97B 3-1L,주형 및 금형 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,금형,"철,금속"
8429,성서지방산업단지,한겨레철강(주)성서지점,"대구광역시 달서구 성서공단로 174, 2차단지 23B 4L (월암동)",대구광역시 달서구 월암동 940번지,그 외 기타 1차 철강 제조업,대구성서산업단지관리공단,일반산업단지,표면처리강재생산,
8430,성서지방산업단지,한결,"대구광역시 달서구 달서대로 559, 12층 1201호 (신당동, 이앤씨이노비즈타워)",대구광역시 달서구 신당동 1320-2번지 이앤씨이노비즈타워 12층 1201호,"패션, 섬유류 및 기타 전문 디자인업",대구성서산업단지관리공단,일반산업단지,섬유 디자인업,
8431,서대구일반산업단지,한결테크,대구광역시 서구 문화로 22-4(이현동),대구광역시 서구 이현동 42-414,그 외 기타 금속가공업,서대구산업단지관리공단,일반산업단지,초경금속가공,초경금속
8432,대구제3일반산업단지,한광바렐연마,대구광역시 북구 노원로21길 21 (노원동3가),대구광역시 북구 노원동3가 177-8번지,그 외 기타 금속가공업 외 1 종,대구제3산업단지관리공단,일반산업단지,"자동차 부품, 기계 부품",
8433,성서지방산업단지,한국GDR,"대구광역시 달서구 성서4차첨단로 38, (4차단지 6B 3-1L) (대천동)",대구광역시 달서구 대천동 1028번지 (4차단지 6B 3-1L),주형 및 금형 제조업,대구성서산업단지관리공단,일반산업단지,주형건드릴,철
8434,서대구일반산업단지,한국ITP,대구광역시 서구 문화로19길 25 (이현동),대구광역시 서구 이현동 42-71번지,기타 인쇄업,서대구산업단지관리공단,일반산업단지,"이불,옷,방석 원단염색",
8435,성서지방산업단지,한국OSG(주) ,"대구광역시 달서구 달서대로109길 38, 3차단지 60-4B 1L (호산동)",대구광역시 달서구 호산동 357-53번지 3차단지 60-4B 1L,톱 및 호환성 공구 제조업 외 2 종,대구성서산업단지관리공단,일반산업단지,"탭,엔드밀,드릴","철, 고속도공구강, 합금공구강, 초경합금강"
8436,성서지방산업단지,한국OSG(주) 호산공장,"대구광역시 달서구 호산동로 138, 3차단지 60-7B 4L (호산동)",대구광역시 달서구 호산동 357-74번지 3차단지 60-7B 4L,톱 및 호환성 공구 제조업,대구성서산업단지관리공단,일반산업단지,엔드릴(초경 HSS)초경드릴 재연마,철
8437,성서지방산업단지,한국OSG(주)갈산공장,"대구광역시 달서구 성서공단로 125, 2차단지 16B 4L (2차단지 16B 4L) (갈산동)",대구광역시 달서구 갈산동 358-48번지 (2차단지 16B 4L),톱 및 호환성 공구 제조업,대구성서산업단지관리공단,일반산업단지,"탭, 엔드밀, 로링다이스","고속도공구강,합금공구강"
8438,성서지방산업단지,한국OSG(주)제2공장,"대구광역시 달서구 성서로 308, (1차단지 39B 1L) 1차단지 39B 1L (갈산동)",대구광역시 달서구 갈산동 100-68번지,비주거용 건물 임대업,대구성서산업단지관리공단,일반산업단지,임대업,
8439,서대구일반산업단지,한국가스공사,대구광역시 서구 와룡로73길 55 (중리동),대구광역시 서구 중리동 1023-26번지,연료용 가스 제조 및 배관공급업,서대구산업단지관리공단,일반산업단지,LNG공급,
8440,성서지방산업단지,한국가스공사,"대구광역시 달서구 성서공단로35길 16, (2차 10-1B 5L) (갈산동)",대구광역시 달서구 갈산동 358-120 (2차 10-1B 5L),연료용 가스 제조 및 배관공급업,대구성서산업단지관리공단,일반산업단지,전기가스,
8441,성서지방산업단지,한국경위전자(주),"대구광역시 달서구 달서대로 559,(신당동, 이앤씨이노비즈타워) A동 11F층 A1102호",대구광역시 달서구 신당동 1320-2 이앤씨이노비즈타워 A동 11F층 A1102호,기타 무선 통신장비 제조업 외 5 종,대구성서산업단지관리공단,일반산업단지,"DC-DC CONVERTER, TRANSFORMER, 고전압모듈","PCB, 코어, IC"
8442,대구제3일반산업단지,한국계전,"대구광역시 북구 노원로1길 113, 한국계전 (노원동3가)",대구광역시 북구 노원동3가 73번지 한국계전,배전반 및 전기 자동제어반 제조업,대구제3산업단지관리공단,일반산업단지,전기컨트롤박스,"전선,전기판넬"
8443,대구제3일반산업단지,한국공업사,대구광역시 북구 팔달북로3길 52 (노원동3가),대구광역시 북구 노원동3가 658-2번지,수동식 식품 가공기기 및 금속 주방용기 제조업,대구제3산업단지관리공단,일반산업단지,식품가공기계등,
8444,성서지방산업단지,한국금속공업사,"대구광역시 달서구 성서서로 169, 1차단지 78B 5L (갈산동)",대구광역시 달서구 갈산동 364-1번지,육상 금속 골조 구조재 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,TV부품,알루미늄(AL)
8445,서대구일반산업단지,한국네츄럴팜,대구광역시 서구 문화로 22-17 (이현동),대구광역시 서구 이현동 42-534번지,과자류 및 코코아 제품 제조업 외 1 종,서대구산업단지관리공단,일반산업단지,건강기능식품,과즙
8446,성서지방산업단지,한국대풍(주),"대구광역시 달서구 성서서로15길 16, (2차단지 22-1B 1L) (월암동)",대구광역시 달서구 월암동 1088번지 (2차단지 22-1B 1L),그 외 자동차용 신품 부품 제조업 외 3 종,대구성서산업단지관리공단,일반산업단지,자동차에어컨부품,
8447,성서지방산업단지,한국댓와일러(주),"대구광역시 달서구 성서서로15길 26, (2차단지 22B 1L) (월암동)",대구광역시 달서구 월암동 1089-1번지,그 외 자동차용 신품 부품 제조업 외 3 종,대구성서산업단지관리공단,일반산업단지,"킴씰,오링",
8448,달성2차일반산업단지,한국댓와일러(주),대구광역시 달성군 구지면 달성2차동1로 40,대구광역시 달성군 구지면 내리 850-4번지,그 외 자동차용 신품 부품 제조업 외 3 종,한국산업단지공단 대구지역본부 달성사무소,일반산업단지,제동장치,"SBR, EPDM"
8449,성서지방산업단지,한국도금재료공업사,"대구광역시 달서구 성서공단북로69길 9, 1차단지 36B 3L (장동)",대구광역시 달서구 장동 333-26번지,도금업,대구성서산업단지관리공단,일반산업단지,"자동차부품,전자부품 도금","화공약품,니켈"
8450,대구국가산업단지,한국도키멕(주),대구광역시 달성군 구지면 국가산단대로46길 23 외 1필지,대구광역시 달성군 구지면 응암리 1278-14번지 외 1필지,그 외 기타 일반목적용 기계 제조업 외 6 종,한국산업단지공단 대구지역본부 달성사무소,국가산업단지,"유량계, 유압제어실험장치, 종합계측기, 버터플라이밸브, 체크밸브","주물, 주강"
8451,대구제3일반산업단지,한국드라이정밀,대구광역시 북구 팔달로13길 8 (노원동3가),대구광역시 북구 노원동3가 634번지,주형 및 금형 제조업,대구제3산업단지관리공단,일반산업단지,자동차부품금형,철판(S45C)
8452,대구테크노폴리스일반산업단지,한국디엔씨,대구광역시 달성군 유가읍 테크노중앙대로2길 10,대구광역시 달성군 유가읍 유곡리 1163-1번지,인쇄잉크 및 회화용 물감 제조업,(재)연구개발특구진흥재단 대구연구개발특구본부 기획경영팀,일반산업단지,잉크 파우더,염료
8453,성서지방산업단지,한국디자인진흥원,"대구광역시 달서구 달서대로 573, (주)코스텍타워동 301호 (신당동) (주)코스텍타워동 301호 외 8필지",대구광역시 달서구 신당동 1320-8 (주)코스텍타워동 301호 (주)코스텍타워동 301호 외 8필지,제품 디자인업,대구성서산업단지관리공단,일반산업단지,"디자인분야 기업지원, 제품디자인개발지원",
8454,대구제3일반산업단지,한국레이저,대구광역시 북구 노원로25길 63 (노원동3가),대구광역시 북구 노원동3가 58-6번지,그 외 기타 금속가공업,대구제3산업단지관리공단,일반산업단지,기계부품,
8455,성서지방산업단지,한국레일산업사,"대구광역시 달서구 성서공단북로77길 12, 1차단지 30B 2L (장동)",대구광역시 달서구 장동 333-11번지 1차단지 30B 2L,그 외 기타 플라스틱 제품 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,건축용플라스틱,플라스틱
8456,성서지방산업단지,한국리드(주),"대구광역시 달서구 성서공단북로 243, (1차단지 70B 10L) 1차단지 70B 10L (신당동)",대구광역시 달서구 신당동 1900번지 1차단지 70B 10L,"산업용 섬유 세척, 염색, 정리 및 가공 기계 제조업",대구성서산업단지관리공단,일반산업단지,제직긱용리드 및 와이어,스테인레스 와이어
8457,성서지방산업단지,한국목관공업사,"대구광역시 달서구 성서로71길 60, 1차단지 48B 5L (이곡동)",대구광역시 달서구 이곡동 1000-3번지,비주거용 건물 임대업,대구성서산업단지관리공단,일반산업단지,섬유기계부품,
8458,대구국가산업단지,한국물기술인증원,"대구광역시 달성군 구지면 국가산단대로40길 20, 워터캠퍼스 2층 202호실",대구광역시 달성군 구지면 응암리 1285 워터캠퍼스 2층 202호실,물질성분 검사 및 분석업,한국산업단지공단 대구지역본부 달성사무소,국가산업단지,물질성분 검사 및 분석업,
8459,성서지방산업단지,한국보싸드(주),"대구광역시 달서구 달구벌대로 1130,  (신당동) A동 1층 105-1호",대구광역시 달서구 신당동 1320-11 A동 1층 105-1호,금속 단조제품 제조업,대구성서산업단지관리공단,일반산업단지,"볼트, 너트류",철
8460,북구검단일반산업단지,한국보안(주),대구광역시 북구 검단동로 9 (검단동),대구광역시 북구 검단동 777-97번지,유선 통신장비 제조업 외 5 종,대구시티밸리산업단지관리공단,일반산업단지,"CCTV,DVR,방송장비,센서,유량기,컴퓨터등","전자부품, 통신기기"
8461,성서지방산업단지,한국보행안전개발원(주),"대구광역시 달서구 성서로36길 40, (2차단지 27B 4L) (월암동)",대구광역시 달서구 월암동 1040번지 (2차단지 27B 4L),그 외 기타 플라스틱 제품 제조업 외 8 종,대구성서산업단지관리공단,일반산업단지,"기타플라스틱,구조용금속판외","금속, 합성수지제"
8462,대구제3일반산업단지,한국산림장비(주),대구광역시 북구 3공단로14길 8-10 (노원동3가),대구광역시 북구 노원동3가 429-5번지,동력식 수지공구 제조업 외 5 종,대구제3산업단지관리공단,일반산업단지,"전동공구, 윈치, 산림용운반차 등",철강
8463,대구제3일반산업단지,한국산업,대구광역시 북구 3공단로 249 (노원동3가),대구광역시 북구 노원동3가 1-1번지,기타 가공 공작기계 제조업,대구제3산업단지관리공단,일반산업단지,가공공작기계,철강
8464,성서지방산업단지,한국산업,"대구광역시 달서구 달구벌대로250길 25, 1차단지 40b 11-1l (이곡동)",대구광역시 달서구 이곡동 1000-33번지 1차단지 40b 11-1l,합성섬유 제조업,대구성서산업단지관리공단,일반산업단지,PP원단,
8465,성서지방산업단지,한국산업기계,"대구광역시 달서구 호산로2길 39, (3차단지 80B 10-3L) (호산동)",대구광역시 달서구 호산동 705-16 (3차단지 80B 10-3L),기타 가공 공작기계 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,기계부품,
8466,서대구일반산업단지,한국산업기술시험원 대구분소,"대구광역시 서구 와룡로 307, 5층 503호(중리동) 5층 503호 외 10필지",대구광역시 서구 중리동 1166-1 5층 503호 5층 503호 외 10필지,"기타 기술 시험, 검사 및 분석업",서대구산업단지관리공단,일반산업단지,"기타 기술 시험,검사 및 분석업",
8467,군위농공단지,한국상사,대구광역시 군위군 군위읍 군위공단길 159,대구광역시 군위군 군위읍 수서리 701-31번지,그 외 기타 분류 안된 섬유제품 제조업,대구광역시 군위군,농공단지,디카붐붐,섬유
8468,성서지방산업단지,한국세폭,"대구광역시 달서구 성서공단남로 206, 2차단지 36B 2L (월암동)",대구광역시 달서구 월암동 931-1번지 2차단지 36B 2L,특수 직물 및 기타 직물 직조업 외 1 종,대구성서산업단지관리공단,일반산업단지,ear band 등,
8469,대구국가산업단지,한국수자원공사,,대구광역시 달성군 구지면 응암리 1286 유체성능시험센터,"기타 기술 시험, 검사 및 분석업",한국산업단지공단 대구지역본부 달성사무소,국가산업단지,기타 과학기술 서비스업,
8470,대구옥포농공단지,한국수지산업,대구광역시 달성군 옥포면 비슬로387길 26,대구광역시 달성군 옥포면 강림리 471-6번지,혼성 및 재생 플라스틱 소재 물질 제조업,대구광역시 달성군,농공단지,재생수지,폐비닐
8471,달성일반산업단지,한국신동공업(주),"대구광역시 달성군 논공읍 논공로91길 13, (총3필지) (논공읍)",대구광역시 달성군 논공읍 본리리 103-24번지 (총3필지),선철주물 주조업 외 3 종,달성1차산업단지관리공단,일반산업단지,"스틸숏,GRIT","SCRAP,SI-MN,C,AL"
8472,대구제3일반산업단지,한국신재생에너지 주식회사,대구광역시 북구 3공단로 230 (노원동3가),대구광역시 북구 노원동3가 24-1번지,전동기 및 발전기 제조업,대구제3산업단지관리공단,일반산업단지,풍력발전기,
