번호,산업분류번호,업체명,소재지,주생산품,데이터기준일자
1198,27,세종기술,"대전광역시 대덕구 대화로106번길 66, 3층 308호(대화동, 펜타플렉스) 3층 308호","연구실실험장비, 반응기 외 4종",2025-08-18
1199,29,세종바이오셀(주),대전광역시 대덕구 신일서로67번길 54(신일동),생물정보분석 및 농산물 신선도 유지 기능성 모듈,2025-08-18
1200,31,세종종합주방설비,대전광역시 대덕구 대전로1019번길 82 (오정동),"금속외벽, 금속지붕",2025-08-18
1201,25,세진엔지니어링,"대전광역시 대덕구 상서당1길 52-1, 2동 (상서동)","철재물류창고, 금속구조",2025-08-18
1202,74,세진환경산업,"대전광역시 대덕구 대화로106번길 66, 3층 316호(대화동, 펜타플렉스) 3층 316호",레이저가공품,2025-08-18
1203,33,세창실업,"대전광역시 대덕구 대화로 120, 5층 531호(대화동, 가온비즈타워) 5층 531호 외 1필지",작업복,2025-08-18
1204,25,세형정밀,대전광역시 대덕구 평촌2길 55 (평촌동),"패션,섬유류 및 기타전문 디자인업, 작업복 제조",2025-08-18
1205,58,셀럽하우스,"대전광역시 대덕구 대화로 120, 9층 927호 9층 927호",과자,2025-08-18
1206,73,셀릭스,"대전광역시 대덕구 대화로106번길 66, 7층 702호(대화동, 펜타플렉스) 7층 702호",어묵,2025-08-18
1207,28,소방기술연구소,대전광역시 대덕구 대화로 173 (대화동),커텐박스,2025-08-18
1208,27,소프트데브,"대전광역시 대덕구 대화로150번길 113, 106호 (대화동)",배전반,2025-08-18
1209,68,손영배,대전광역시 대덕구 대화로150번길 153 (대화동),농기계부속,2025-08-18
1210,62,손직구,"대전광역시 대덕구 대전로1331번길 40,(읍내동, 대전 플랫폼시티 지식산업센터) 1동 6층 601호",창고 임대,2025-08-18
1211,58,솔루션 아트엔젤CJ,"대전광역시 대덕구 대화로 120, 7층 728호(대화동, 가온비즈타워) 7층 728호",이앙기 주요 부품(식부암),2025-08-18
1212,29,솔루션엔지니어링,"대전광역시 대덕구 대화로106번길 66, 1층 109호(대화동, 펜타플렉스) 1층 109호",히트펌프,2025-08-18
1213,70,솔브레인 주식회사,"대전광역시 대덕구 대전로1331번길 190, R2 4층(대화동, (주)디엔에프 대화2공장)","수/배전반, 분전반, 자동제어반, MCC반",2025-08-18
1214,13,솜씨 공동체,"대전광역시 대덕구 우암로 435, 지하 (비래동)",금속탱크,2025-08-18
1215,71,송디자인커머셜,"대전광역시 대덕구 대화로 120, 6층 629호(대화동, 가온비즈타워) 6층 629호 외 1필지",공압실린더 부,2025-08-18
1216,13,송림직물,대전광역시 대덕구 대청로526번길 6 (미호동),태양력발전,2025-08-18
1217,33,송원기획,"대전광역시 대덕구 대화로 120, 4층 434호(대화동, 가온비즈타워) 4층 434호",자동화기계,2025-08-18
1218,16,송정의 나무창작소,"대전광역시 대덕구 대화로106번길 66, 9층 911호(대화동, 펜타플렉스) 9층 911호","오븐,저울,측정분석 시험기기 외 ",2025-08-18
1219,25,쇠부치의 내일,"대전광역시 대덕구 대화로 120, B1층 FB107호(대화동, 가온비즈타워) B1층 FB107호",측정분석 시험기기,2025-08-18
1220,62,수리수리,"대전광역시 대덕구 대화로106번길 66, 3층 330호(대화동, 펜타플렉스) 3층 330호",자동화기계,2025-08-18
1221,71,수소영 컨설팅,"대전광역시 대덕구 대화로 120, 6층 604호(대화동, 가온비즈타워) 6층 604호",승강기 관련 부품,2025-08-18
1222,25,수정테크,대전광역시 대덕구 방두말5길 17(상서동),산업용 Roll,2025-08-18
1223,71,순경영컨설팅,"대전광역시 대덕구 대화로 120, 5층 505호(대화동, 가온비즈타워) 5층 505호",규격철판자재,2025-08-18
1224,25,스마일연삭,대전광역시 대덕구 대덕대로1417번길 40 (문평동),복사용지 외,2025-08-18
1225,29,스마트산업 주식회사,대전광역시 대덕구 신탄진로750번길 4 (신탄진동),진공 및 공조설비 설계 엔지니어링,2025-08-18
1226,58,스마트솔루션,"대전광역시 대덕구 대화로 120, 2층 225호(대화동, 가온비즈타워) 2층 225호 외 2필지",가스 도소매,2025-08-18
1227,35,스마트태양광발전소,대전광역시 대덕구 대화로32번길 144 (대화동),"가스납품, 가스설비부품",2025-08-18
1228,71,스카이 경영연구소,"대전광역시 대덕구 대화로106번길 66, 11층 1108호(대화동, 펜타플렉스) 11층 1108호 외 6필지","내장탑, 냉동탑",2025-08-18
1229,13,스카이산업(주),대전광역시 대덕구 평촌1길 39 (평촌동) 대림타올,실험용 장비,2025-08-18
1230,25,스카이에스티(주),대전광역시 대덕구 대화로32번길 473(대화동) 외 12필지,자동차부품,2025-08-18
1231,33,스크린1000,"대전광역시 대덕구 대화로 120, 7층 708호(대화동, 가온비즈타워) 7층 708호",공작기계용 자동제어장치,2025-08-18
1232,73,스테이804,"대전광역시 대덕구 대화로 120, 8층 804호(대화동, 가온비즈타워) 8층 804호",그리스트랩청소기,2025-08-18
1233,29,스토닉(주),대전광역시 대덕구 대화로132번길 130 (대화동),자동제어장치,2025-08-18
1234,73,스튜디오 엘에스비,"대전광역시 대덕구 대화로 120, 11층 1106호(대화동, 가온비즈타워) 11층 1106호",기계부품,2025-08-18
1235,25,스틸루버코리아(주),"대전광역시 대덕구 신일서로125번길 78, 1동 2층 (신일동)",전동기 및 발전기,2025-08-18
1236,31,스페이스바이(주),"대전광역시 대덕구 대화로 120, 11층 1110호(대화동, 가온비즈타워) 11층 1110호",태양광 시설물 유지 관리,2025-08-18
1237,28,승원테크,"대전광역시 대덕구 대화로106번길 66, 10층 1028호(대화동, 펜타플렉스) 10층 1028호",유튜브제작 및 편집,2025-08-18
1238,22,승인산업,대전광역시 대덕구 늘봄1길 61 (대화동),측정기기 외,2025-08-18
1239,24,승인산업,"대전광역시 대덕구 대화로106번길 66, 1층 106호(대화동, 펜타플렉스) 1층 106호 외 1필지",측정기기,2025-08-18
1240,62,시사터치,"대전광역시 대덕구 대화로 120, 10층 1027호(대화동, 가온비즈타워) 10층 1027호",철도관련 지도제작,2025-08-18
1241,29,시스넥스(주),"대전광역시 대덕구 대화로150번길 113, 104 (대화동)",전기자동제어반,2025-08-18
1242,59,시아나,"대전광역시 대덕구 대화로 120, 8층 801호(대화동, 가온비즈타워) 8층 801호 외 3필지",공장설계,2025-08-18
1243,29,시아이소프트,"대전광역시 대덕구 대화로 120, (대화동, 가온비즈타워) 1동 3층 315호 외 1필지",태양광발전,2025-08-18
1244,25,시온사이언스,"대전광역시 대덕구 대화로161번길 22-12 (대화동, 에버켐)",태양광 발전,2025-08-18
1245,70,시크제네시스,"대전광역시 대덕구 신일서로85번길 91, 302호(신일동, 벤쳐타운다산관) 302호",태양력 발전,2025-08-18
1246,25,신광스틸(주),대전광역시 대덕구 대화로132번길 75 (대화동),대양광 발전,2025-08-18
1247,52,신광철강(주),"대전광역시 대덕구 대화로132번길 101 (대화동, 신광철강) 외 1필지",열교환기,2025-08-18
1248,25,신도산업,"대전광역시 대덕구 신일동로93번길 17-7 (신일동, (주)대덕엠텍)",유공압 기계 설비,2025-08-18
1249,14,신라종합상사,"대전광역시 대덕구 대화로106번길 66, 1층 111호(대화동, 펜타플렉스) 1층 111호",디자인 도안,2025-08-18
1250,14,신라종합상사,"대전광역시 대덕구 대화로106번길 66, 1층 113호(대화동, 펜타플렉스) 1층 113호 외 2필지","샤프트, 롤러",2025-08-18
1251,10,신미제과,대전광역시 대덕구 대전로1291번길 123 (대화동),"간판, 안전표지판, 표찰, 현수막 등 ",2025-08-18
1252,10,신부산식품,대전광역시 대덕구 한밭대로989번길 20 (오정동),이화학기기(원심분리기 등),2025-08-18
1253,29,신성TECH,"대전광역시 대덕구 대전로1331번길 40, 201호(읍내동, 대전 플랫폼시티 지식산업센터) 201호 외 1필지","항온항습, 측정 및 조절시설",2025-08-18
1254,25,신성스틸,대전광역시 대덕구 한밭대로1006번길 97 (오정동),"케이븗어, 로봇 보조장치,, 자동제어기기 점검",2025-08-18
1255,28,신성전력주식회사,대전광역시 대덕구 오정로51번길 53 (오정동),"용존산소 발생기, 초미세기포 발생기",2025-08-18
1256,29,신세기기계,대전광역시 대덕구 동서대로1754번길 11 (비래동),자동제어 장치 외 냉난방기기,2025-08-18
1257,68,신송개발,대전광역시 대덕구 생산5길 14(대화동),산업기계,2025-08-18
1258,29,신아그테크,대전광역시 대덕구 대전로1019번길 52(오정동),시멘트 레미콘,2025-08-18
1259,29,신양에너지(주),대전광역시 대덕구 신일동로 55 (신일동),레미콘,2025-08-18
1260,28,신영글로벌,대전광역시 대덕구 평촌2길 48 (평촌동),광학기기,2025-08-18
1261,25,신영엔지니어링(주),"대전광역시 대덕구 산업단지로87번길 106-17 (신일동, 신영엔지니어링)",패션 전문디자인,2025-08-18
1262,30,신영정밀(주),대전광역시 대덕구 문평동 48-32번지,자동제어반,2025-08-18
1263,35,신영테크,대전광역시 대덕구 문평동 48-32번지,"광고물 문안, 도안, 설계, 광고디자인",2025-08-18
1264,29,신우FA계기,"대전광역시 대덕구 신탄진로756번안길 51, 285-9 (신탄진동)",재생용금속가공원료생산,2025-08-18
1265,74,신우씨앤씨(주),"대전광역시 대덕구 대전로1331번길 40,(읍내동, 대전 플랫폼시티 지식산업센터) 1동 7층 707호 외 2필지",물질검사 측정 및 분석기구,2025-08-18
1266,27,신일과학기기(주),"대전광역시 대덕구 대화로106번길 66, 4층 404호(대화동, 펜타플렉스) 4층 404호",센타레스 연삭기,2025-08-18
1267,27,신일과학기기(주) 2공장,"대전광역시 대덕구 대화로 120, 7층 702호(대화동, 가온비즈타워) 7층 702호 외 2필지","교육용 기자재, 산업용 로봇",2025-08-18
1268,29,신일엔지니어링,대전광역시 대덕구 대화로161번길 25 (대화동),"특허, 상표등 재산권 중개",2025-08-18
1269,29,신일엘리베이터㈜,대전광역시 대덕구 대화로161번길 7 (대화동),소프트웨어 개발 서비스,2025-08-18
1270,25,신진메탈,"대전광역시 대덕구 생산5길 17-1, 1동 1호 (대화동) 외 1필지",전기 자동제어반,2025-08-18
1271,24,신진에스엠,대전광역시 대덕구 대화로150번길 42-11 (대화동),자동제어 판넬,2025-08-18
1272,17,신창지류상사,대전광역시 대덕구 오정로24번길 12 (오정동),PLC설계개발 (스마트팩토리 통합제어 설계),2025-08-18
1273,72,신창진공,"대전광역시 대덕구 대화로106번길 66, 1층 110호(대화동, 펜타플렉스) 1층 110호",프린트 운영 관련 서비스,2025-08-18
1274,46,신천종합가스,대전광역시 대덕구 대화로 139 (대화동),과학기자재 사용법 영상 제작,2025-08-18
1275,46,신천종합가스,대전광역시 대덕구 대화로 139 (대화동),기계장비류 등 기술메뉴얼 외 번역 및 통역서비스업 ,2025-08-18
1276,30,신탄특장자동차,대전광역시 대덕구 대덕대로 1403-1 (문평동),"인조대리석,빨래판",2025-08-18
1277,29,신한TC ,"대전광역시 대덕구 대화로50번길 35 (대화동, 영화기계)",엔진밸브,2025-08-18
1278,28,신한정밀공업(주),대전광역시 대덕구 신일서로67번길 50 (신일동),"안전밸브,선박밸브,각종밸브",2025-08-18
1279,28,신화계전,"대전광역시 대덕구 대화로 120, 5층 524호(대화동, 가온비즈타워) 5층 524호",엔진밸브,2025-08-18
1280,29,신화드림테크(주),"대전광역시 대덕구 대화로106번길 66, 1층 120호(대화동, 펜타플렉스) 1층 120호",엔진밸브,2025-08-18
1281,28,신화애드텍,"대전광역시 대덕구 대화로106번길 66, 4층 426호(대화동, 펜타플렉스) 4층 426호",내연기관 엔진벨브,2025-08-18
1282,14,신화어패럴,"대전광역시 대덕구 한밭대로 1159, 2,3층 (중리동)","구축물 안전검사, 기계 안전도 검사",2025-08-18
1283,25,신화텍,대전광역시 대덕구 산업단지로87번길 106-10(신일동),산업용 로봇,2025-08-18
1284,28,신흥산업전기,대전광역시 대덕구 대전로1112번길 20-2 (오정동),3D프린터,2025-08-18
1285,74,썬스코 주식회사,"대전광역시 대덕구 대화로106번길 66, 9층 938호(대화동, 펜타플렉스) 9층 938호",합성세제,2025-08-18
1286,59,쏠BR,"대전광역시 대덕구 대화로106번길 66, 1020호(대화동, 펜타플렉스) 1020호","LAS, AOS",2025-08-18
1287,27,쓰리디테크,"대전광역시 대덕구 대화로106번길 66, 5층 32호(대화동, 펜타플렉스) 5층 32호",음식물처리기,2025-08-18
1288,27,쓰리디테크 2공장,"대전광역시 대덕구 대화로 120, 4층 411호(대화동, 가온비즈타워) 4층 411호 외 1필지","정수기,수공구",2025-08-18
1289,20,씨앤티(CNT),"대전광역시 대덕구 한남로 70, 산학연혁신허브 A301~302(오정동, 한남대학교)",타이어몰드 부품,2025-08-18
1290,72,씨에스커뮤니케이션(주),"대전광역시 대덕구 대화로 120, 10층 1010호(대화동, 가온비즈타워) 10층 1010호",조명장치,2025-08-18
1291,28,씨에스텍,"대전광역시 대덕구 대화로 120, 11층 1107호(대화동, 가온비즈타워) 11층 1107호",전동기,2025-08-18
1292,72,씨엔비산업(주),"대전광역시 대덕구 대화로 120, 9층 924호(대화동, 가온비즈타워) 9층 924호",응용소프트웨어,2025-08-18
1293,35,씨엔씨티쏠라넷에이치원(주),"대전광역시 대덕구 신일서로68번길 50 (신일동, 한솔제지(주))",서보/스텝모터 로봇 제어기,2025-08-18
1294,35,씨엔씨티쏠라넷에이치원(주),"대전광역시 대덕구 신일서로126번길 60(신일동, 한솔제지(주)신탄진공장)",온라인 게임,2025-08-18
1295,35,씨엔씨티쏠라넷에이치투(주),"대전광역시 대덕구 신일서로68번길 50 (신일동, 한솔제지(주))",김치,2025-08-18
1296,35,씨엔씨티쏠라넷에이치투(주),"대전광역시 대덕구 신일서로126번길 60(신일동, 한솔제지(주)신탄진공장)",없음,2025-08-18
1297,29,씨엔아이테크,"대전광역시 대덕구 대화로106번길 66, 10층 1017호(대화동, 펜타플렉스) 10층 1017호 외 3필지",공구류 사용법 영상제작,2025-08-18
1298,29,씨엔에이치산업(주),대전광역시 대덕구 대화로 135 (대화동),실내장식 디자인 서비스 ,2025-08-18
1299,71,씨엔엠,"대전광역시 대덕구 대화로 120, 10층 1006호(대화동, 가온비즈타워) 10층 1006호",포장재,2025-08-18
1300,25,씨엔테크,"대전광역시 대덕구 대화로106번길 66, 4층 413호(대화동, 펜타플렉스) 4층 413호",간이정수장치 및 여과장치,2025-08-18
