번호,산업분류번호,업체명,소재지,주생산품,데이터기준일자
990,13,디엠씨케이 인더스트리,대전광역시 대덕구 문평동로 41-22 (문평동),"4종복합비료(식물영양제), 미생물제제",2025-08-18
991,28,디오테크,대전광역시 대덕구 덕암북로10번길 12 (덕암동),두부,2025-08-18
992,25,디와이피팅,대전광역시 대덕구 문평동로 60(문평동),소프트웨어,2025-08-18
993,73,디자인 여,"대전광역시 대덕구 대화로106번길 66, 2층 222호(대화동, 펜타플렉스) 2층 222호 2층 222호 외 2필지",임베디드 시스템,2025-08-18
994,18,디자인 오호,"대전광역시 대덕구 대화로106번길 66,(대화동, 펜타플렉스) 1동 10층 1033호",TV프레임 및 시장제품 생산 및 가공,2025-08-18
995,33,디자인 필그램,"대전광역시 대덕구 한남로 112, 202호(오정동)",공장자동화검사장비,2025-08-18
996,27,디자인인포 협동조합,"대전광역시 대덕구 한남로 70, 산학연혁신허브 A201(오정동, 한남대학교)","시스템관리 소프트웨어개발, 홍보용인쇄물제작",2025-08-18
997,25,디자인포맨,대전광역시 대덕구 대화로50번길 63 (대화동),"교량난간, 금속울타리용 철물",2025-08-18
998,33,디자인플러스(주),"대전광역시 대덕구 신탄진로756번안길 17 (신탄진동, 유진타올)",상업용주방기기,2025-08-18
999,10,디저트이야기(주),"대전광역시 대덕구 신일동로 105, 1층 105호(신일동, 벤쳐타운장영실관) 1층 105호",인테리어 디자인,2025-08-18
1000,29,디피에스코리아 주식회사,대전광역시 대덕구 무지니1길 56 (평촌동),산업용기계,2025-08-18
1001,10,또또쿠키,대전광역시 대덕구 계족로608번길 41 (법동),스파이랄 닥트 및 피팅류,2025-08-18
1002,62,라온사이언스,"대전광역시 대덕구 대화로106번길 66, 10층 1008호(대화동, 펜타플렉스) 10층 1008호",실내 인테리어 설계 및 디자인 ,2025-08-18
1003,25,라온이엔지,대전광역시 대덕구 대화동 1-57,TV 프레임 금형,2025-08-18
1004,32,라움스,대전광역시 대덕구 대전로1331번길 84 (대화동),"철판절단,절곡",2025-08-18
1005,28,라이테크,"대전광역시 대덕구 대화로 120,(대화동, 가온비즈타워) 1동 4층 433호","천장파괴기, 갈쿠리 외",2025-08-18
1006,27,라익솔루션,"대전광역시 대덕구 대화로 120, 5층 513호(대화동, 가온비즈타워) 5층 513호 5층 513호 외 1필지","물류자동화 지그, 연구용 지그",2025-08-18
1007,29,라인테크,"대전광역시 대덕구 대화로132번길 120, 라인테크 (대화동, 자영)",MB(접착가공),2025-08-18
1008,32,라하트,"대전광역시 대덕구 대화로 120, 2층 207호(대화동, 가온비즈타워) 2층 207호",발브 외 열처리,2025-08-18
1009,72,레이원,"대전광역시 대덕구 대화로106번길 66, 3층 321호(대화동, 펜타플렉스) 3층 321호","반응기, 몰드, 지그",2025-08-18
1010,29,로디스(RODIS),대전광역시 대덕구 오정로75번길 83 (오정동),파쇄기,2025-08-18
1011,22,로디스(주),대전광역시 대덕구 오정로75번길 83 (오정동),타올,2025-08-18
1012,30,로버트보쉬코리아(유),대전광역시 대덕구 신일서로 5 (신일동),의료기기,2025-08-18
1013,29,로보엔지니어링,"대전광역시 대덕구 평촌2길 60 (평촌동, (주)로봇엔지니어링)",안경렌즈,2025-08-18
1014,28,로지시스템(주),대전광역시 대덕구 대전로 1117 (오정동) 202,"진공여과장치, 증류기 ",2025-08-18
1015,62,로커스원,"대전광역시 대덕구 대화로106번길 66, 710호(대화동, 펜타플렉스) 710호 외 1필지","소프트웨어 개발, 자동제어반",2025-08-18
1016,10,롯데웰푸드(주),"대전광역시 대덕구 문평동로18번길 21 (문평동, 롯데제과(주))",철판NCT및절곡가공품,2025-08-18
1017,11,롯데칠성음료(주),"대전광역시 대덕구 문평서로 57 (문평동, 롯데칠성음료(주))",박스,2025-08-18
1018,73,루마그래픽스,"대전광역시 대덕구 대화로106번길 66, 9층 905호(대화동, 펜타플렉스) 9층 905호 9층 905호 외 2필지",사랑의 선물,2025-08-18
1019,58,리더스,"대전광역시 대덕구 대화로106번길 66, 1층 101호(대화동, 펜타플렉스) 1층 101호 외 1필지",컴퓨터시스템 통합 자문 및 구축,2025-08-18
1020,20,리드가스케미컬(주),대전광역시 대덕구 대화로52번길 163 (대화동) 외 1필지,명판조각 및 알루미늄 가공,2025-08-18
1021,13,리빙타올,"대전광역시 대덕구 새말1길 51 (상서동, 리빙타올공장)",골판지 상자,2025-08-18
1022,27,리얼시스콤,대전광역시 대덕구 대화로132번길 113 (대화동),부품가공(발효기 등),2025-08-18
1023,13,마스크월드,대전광역시 대덕구 신일동로93번길 23 (신일동) 3층,프로그램,2025-08-18
1024,58,마운틴,"대전광역시 대덕구 대화로106번길 66, 11층 1137호(대화동, 펜타플렉스) 11층 1137호",시약류 교반 반응기,2025-08-18
1025,20,마이티워터샵,"대전광역시 대덕구 대화로 120, 5층 534호(대화동, 가온비즈타워) 5층 534호",과자(마카롱),2025-08-18
1026,58,마인드헬스케어,"대전광역시 대덕구 대화로106번길 66, 7층 707호(대화동, 펜타플렉스) 7층 707호 외 1필지","일반 경영 자문서, 특정 부문 경영 자문서, 영상감시장치 설계 자문서",2025-08-18
1027,20,마크랩코리아,대전광역시 대덕구 오정로23번길 20 (오정동),"농약,방역용살충제",2025-08-18
1028,10,만나두부,대전광역시 대덕구 중리북로37번길 42 (중리동),방부력 및 살균력 연구개발,2025-08-18
1029,62,만덕시스템,"대전광역시 대덕구 대화로106번길 66, 4층 429호(대화동, 펜타플렉스) 4층 429호","컴퓨터시설 유지보수(산업용 PC, 일반 PC 등)",2025-08-18
1030,58,만들,"대전광역시 대덕구 대화로 120, 6층 612호(대화동, 가온비즈타워) 6층 612호","기타광학기기,렌즈",2025-08-18
1031,25,만세산업,대전광역시 대덕구 대화로50번길 57-28 (대화동),"웹, 앱 개발",2025-08-18
1032,29,메가테크,대전광역시 대덕구 새말1길 33 (상서동),금속가공품,2025-08-18
1033,58,메디칼케어,"대전광역시 대덕구 대화로106번길 66, 9층 01호(대화동, 펜타플렉스) 9층 01호",타이어기계부품,2025-08-18
1034,25,메탈시스산업,대전광역시 대덕구 대화로32번길 455-5 (대화동),도로안전 시설물,2025-08-18
1035,73,명성,"대전광역시 대덕구 대화로106번길 66, 3층 310호(대화동, 펜타플렉스) 3층 310호","수,배전반",2025-08-18
1036,29,명성공업(주),"대전광역시 대덕구 문평동로48번길 46 (문평동, 명성공업(주))","가성소다,인산,황산,희염산,PAC",2025-08-18
1037,25,명성공조,대전광역시 대덕구 아리랑로55번길 66(신대동),"분전반, 자동제어판넬",2025-08-18
1038,73,명성기업,"대전광역시 대덕구 대화로106번길 66, 2층 219호(대화동, 펜타플렉스) 2층 219호",알루미늄 창호,2025-08-18
1039,29,명성엔지니어링,"대전광역시 대덕구 대화로 120, 6층 631호(대화동, 가온비즈타워) 6층 631호 외 1필지",타올,2025-08-18
1040,24,명성철강,"대전광역시 대덕구 신일서로126번길 61 (신일동, 명성철강)","금속탱크, 저장용기",2025-08-18
1041,28,명성컨트롤,대전광역시 대덕구 한남로113번길 41 (오정동),인테리어 디자인,2025-08-18
1042,25,명엔지니어링,"대전광역시 대덕구 오정로77번길 76, 1동 3층 (오정동)",건설기계장비,2025-08-18
1043,27,모루기술 주식회사,"대전광역시 대덕구 덕암북로72번길 8, 지하1층, 지상2층 (덕암동)",레미콘,2025-08-18
1044,29,모션텍,"대전광역시 대덕구 대화로106번길 66, 3층 302호(대화동, 펜타플렉스) 3층 302호","기술진단, 정밀안전진단 등 엔지니어링 및 분석 외",2025-08-18
1045,32,목림상사(주),대전광역시 대덕구 대화로50번길 57-17 (대화동),3차원 측정기 가공업,2025-08-18
1046,25,무산공업사,대전광역시 대덕구 대화로32번길 59 (대화동),태양광 발전,2025-08-18
1047,29,무성,"대전광역시 대덕구 대화로106번길 66, 7층 733호(대화동, 펜타플렉스) 7층 733호",농업용기계,2025-08-18
1048,29,무진산업기계(주),대전광역시 대덕구 문평동로48번길 56 (문평동),철구조물,2025-08-18
1049,13,문광타올,"대전광역시 대덕구 방두말3길 34 (평촌동, 문광타올)",암반파쇄장치,2025-08-18
1050,27,미그린광학,대전광역시 대덕구 산업단지로87번길 87 (신일동),금형,2025-08-18
1051,29,미래과학,"대전광역시 대덕구 대화로106번길 66, 1층 108호(대화동, 펜타플렉스) 1층 108호",열처리,2025-08-18
1052,28,미래기술,"대전광역시 대덕구 대화로106번길 66, 9층 926호(대화동, 펜타플렉스) 9층 926호",LED등,2025-08-18
1053,28,미래기전,"대전광역시 대덕구 평촌1길 59 (평촌동, (주)미래기전)",어플리케이션 제작,2025-08-18
1054,28,미래기전,"대전광역시 대덕구 상서당1길 4 (상서동, 선창산업(주))",병원 예약관리 어플리케이션,2025-08-18
1055,25,미래비우,"대전광역시 대덕구 신일동로 105, 4층 402 (신일동, 벤쳐타운장영실관)","실험장비 Hydronthermal Synthesis Reactor, Electric Furnace 외 ",2025-08-18
1056,62,미래정보테크,"대전광역시 대덕구 대화로106번길 66, 5층 534호(대화동, 펜타플렉스) 5층 534호",칫솔모,2025-08-18
1057,24,미래조각,"대전광역시 대덕구 대화로50번길 57-34(대화동, (주)씨앤씨랩)",재산권 중개,2025-08-18
1058,31,미르이엔지 주식회사,"대전광역시 대덕구 무지니1길 20, 미르이엔지 주식회사 (평촌동)","배전반, 판넬",2025-08-18
1059,17,미성산업,대전광역시 대덕구 대덕대로1627번길 85 (신탄진동),"도너츠류, 빵류, 과자류",2025-08-18
1060,25,미성엔지니어링,"대전광역시 대덕구 대화로 120, 4층 422호(대화동, 가온비즈타워) 4층 422호",파쇄기 부품,2025-08-18
1061,58,미소,"대전광역시 대덕구 대화로106번길 66, 11층 1131호(대화동, 펜타플렉스) 11층 1131호 외 1필지","튜브웰더, 실러용 보드",2025-08-18
1062,27,미송사이언스,"대전광역시 대덕구 대화로50번길 47, 5동 (대화동)","식당 등 예약관리, 주문관리 소프트웨어",2025-08-18
1063,10,미쓰리,대전광역시 대덕구 덕암로187번길 25 (덕암동),키오스크 주차관리 소프트웨어,2025-08-18
1064,72,바이링스,"대전광역시 대덕구 대화로106번길 66, 8층 805호(대화동, 펜타플렉스) 8층 805호 외 1필지",인테리어 디자인업,2025-08-18
1065,20,바이엘크롭사이언스(주),"대전광역시 대덕구 대전로1331번길 141 (대화동, 바이엘크롭사이언스)",인터넷 광고 대행,2025-08-18
1066,70,바이오엠텍,"대전광역시 대덕구 대화로 120, 8층 824호(대화동, 가온비즈타워) 8층 824호","고보조명, 경관조명지구",2025-08-18
1067,62,바이트정보기술,"대전광역시 대덕구 대화로 120, 3층 331호(대화동, 가온비즈타워) 3층 331호",주방기기 등,2025-08-18
1068,59,버터플라이임팩트(주),"대전광역시 대덕구 대화로 120, (대화동, 가온비즈타워) 1동 4층 435호","보안용카메라, 영상감시장치, 사이렌",2025-08-18
1069,27,범광기전(주),"대전광역시 대덕구 대화로106번길 140 (대화동, 코웰월드옵텍)",소프트실제수밸브,2025-08-18
1070,62,베스트오브베스트,"대전광역시 대덕구 대화로106번길 66, 1층 118호(대화동, 펜타플렉스) 1층 118호",응용프로그램,2025-08-18
1071,25,벧엘금속,대전광역시 대덕구 대화로234번길 14 (대화동),유공압 기기부품,2025-08-18
1072,29,보강기계제작소,"대전광역시 대덕구 대화로150번길 42-23 (대화동, 보강기계)",고추가루,2025-08-18
1073,33,보고주식회사,대전광역시 대덕구 상서동 423-10번지 외 8필지,타올염색,2025-08-18
1074,28,보규전기,대전광역시 대덕구 오정로37번길 23 (오정동),"기계부품, 알루미늄부품-반도체장비",2025-08-18
1075,20,보림산업,대전광역시 대덕구 방두말3길 18 (평촌동),"커텐, 블라인드",2025-08-18
1076,28,보명전기,"대전광역시 대덕구 대화로106번길 66, 3층 303호(대화동, 펜타플렉스) 3층 303호",건설기계부분정비,2025-08-18
1077,25,보명폴딩도어,대전광역시 대덕구 신대동 411-25번지,타올,2025-08-18
1078,58,보브프레임,"대전광역시 대덕구 대전로1331번길 40,(읍내동, 대전 플랫폼시티 지식산업센터) 1동 6층 607호",플라스틱바구니,2025-08-18
1079,13,보성,대전광역시 대덕구 평촌1길 81 (평촌동),플라스틱 성형제품,2025-08-18
1080,25,보성이엔지,"대전광역시 대덕구 대화로52번안길 120 (대화동, 신일제약)",타올,2025-08-18
1081,73,보아스,"대전광역시 대덕구 대화로 120, 5층 504호(대화동, 가온비즈타워) 5층 504호",자동차용 소음기부품,2025-08-18
1082,33,본니텍주식회사,대전광역시 대덕구 한밭대로 1038 (오정동),자동차부품(Muffler),2025-08-18
1083,29,볼보그룹코리아(주)건설기계(대전),"대전광역시 대덕구 상서당1길 12 (상서동, 볼보건설기계코리아(주))",지게차.포크.붓싱,2025-08-18
1084,23,부강레미콘(주),"대전광역시 대덕구 대화로52번안길 112 (대화동, 고려하이콘) 외 1필지",선철주물주조업,2025-08-18
1085,72,부경엔지니어링㈜,"대전광역시 대덕구 대화로106번길 66, 1036호(대화동, 펜타플렉스) 1036호 외 1필지",도로안전 및 교통시설물,2025-08-18
1086,25,부광산업,대전광역시 대덕구 생산5길 17-1 (대화동) 외 1필지,주형및 금형,2025-08-18
1087,35,부산정관에너지(주),"대전광역시 대덕구 대전로1331번길 205 (대화동, 현대택배)",녹화마대,2025-08-18
1088,29,부영산업,대전광역시 대덕구 대화로32번길 60-12 (대화동),"인조영양쌀,  인삼제품",2025-08-18
1089,25,부일엠테크,대전광역시 대덕구 대덕대로1417번길 89 (문평동),영양밀쌀.인삼엑기스,2025-08-18
1090,29,부창엔지니어링,대전광역시 대덕구 대화로32번길 150 (대화동),산업용 밸브 및 관련 부품,2025-08-18
1091,29,부흥산기,"대전광역시 대덕구 벚꽃길 99 (상서동, (주)금성통신공업)",상하수도 밸브,2025-08-18
1092,25,부흥열처리,"대전광역시 대덕구 벚꽃길 99, 2동 (상서동) (총 2 필지) 외 1필지",레미콘,2025-08-18
1093,28,브라이튼,"대전광역시 대덕구 신일동로 105, 204-1호(신일동, 벤쳐타운장영실관) 204-1호",밀링머신공구교환기,2025-08-18
1094,58,브이디컴퍼니 주식회사,"대전광역시 대덕구 대화로106번길 66, 623호(대화동, 펜타플렉스) 623호 외 1필지","화이트보드, 게시판, 글라스보드",2025-08-18
1095,58,블루미,"대전광역시 대덕구 대화로 120, 4층 423호(대화동, 가온비즈타워) 4층 423호",배전반 컨트롤박스,2025-08-18
1096,27,블루사이언스,"대전광역시 대덕구 대화로106번길 66, B1층 111호(대화동, 펜타플렉스) B1층 111호",가스 캐비넷,2025-08-18
1097,22,비비씨(주),대전광역시 대덕구 문평동로 25(문평동),분전반,2025-08-18
1098,73,비상,"대전광역시 대덕구 대화로 120, 8층 803호(대화동, 가온비즈타워) 8층 803호",석재가공기계,2025-08-18
1099,28,비손ENG,"대전광역시 대덕구 대전로 1117, 201호 (오정동)",석재가공기계,2025-08-18
1100,10,비알코리아(주),"대전광역시 대덕구 신탄진로738번길 104 (신탄진동, (주)샤니)","수 배전반, 자동소화장치, 자동제어반, 계장(계측)제어장치, 전기.통신관련기기, 유랑계, 자동소화장치",2025-08-18
1101,29,비엠씨텍,"대전광역시 대덕구 신일서로18번길 38-42 (신일동, 다한이엔지)",실험기기,2025-08-18
1102,29,비유에스(주),"대전광역시 대덕구 대화로 120, 8층 825호(대화동, 가온비즈타워) 8층 825호 외 1필지",타올,2025-08-18
1103,58,비젼,"대전광역시 대덕구 대화로 120, 3층 302호(대화동, 가온비즈타워) 3층 302호 외 2필지","냉난방기 공조기기, 덕트 ",2025-08-18
1104,58,비즈컨설팅,"대전광역시 대덕구 대화로 120, 6층 608호(대화동, 가온비즈타워) 6층 608호 외 2필지","블라인드, 버티컬",2025-08-18
1105,73,빅센인테리어,"대전광역시 대덕구 대화로 120, 10층 1028호(대화동, 가온비즈타워) 10층 1028호","주방가구,사무용가구,",2025-08-18
1106,71,빛나리,"대전광역시 대덕구 대화로106번길 66, 6층 615호(대화동, 펜타플렉스) 6층 615호",냉.난방기,2025-08-18
1107,28,빛자국,"대전광역시 대덕구 대화로 120, 6층 626호(대화동, 가온비즈타워) 6층 626호 6층 626호","동력전달장치,기어",2025-08-18
1108,25,사랑열기,대전광역시 대덕구 방두말4길 15 (평촌동),컨설팅 서비스,2025-08-18
1109,26,사이테크놀로지스(주),"대전광역시 대덕구 한밭대로 1064, 2층, 202호(오정동, 사이빌딩)",기업 홍보 영상 제작,2025-08-18
1110,29,사회복지법인선아복지재단,대전광역시 대덕구 평촌4길 5 (평촌동),가공부품,2025-08-18
1111,71,산업안전기술인증본부(주),"대전광역시 대덕구 한남로 70, 산학연혁신허브 A205~208(오정동, 한남대학교)",박스끈,2025-08-18
1112,58,산호아이엔티,"대전광역시 대덕구 대화로106번길 66, 5층 517호(대화동, 펜타플렉스) 5층 517호 외 1필지",기타엔지니어링 서비스,2025-08-18
1113,29,삼기엔지니어링,대전광역시 대덕구 대화로32번길 80 (대화동),컨설팅,2025-08-18
1114,10,삼농농산,대전광역시 대덕구 오정로78번길 66 (오정동),BOX인쇄물,2025-08-18
1115,13,삼두염색(주),"대전광역시 대덕구 대화로32번길 165 (대화동, 삼두염색)",톱신수화제,2025-08-18
1116,25,삼보금속,대전광역시 대덕구 방두말1길 20-17 (상서동),"톱, 공업용칼",2025-08-18
1117,13,삼성아이비,대전광역시 대덕구 신탄진로218번길 57-29 (와동),알루미늄창호,2025-08-18
1118,34,삼성자동차공업(주),"대전광역시 대덕구 신일동로33번길 85 (신일동, 삼성자동차공업(주)) 외 1필지",산업용 로봇,2025-08-18
1119,13,삼성타올공업사,대전광역시 대덕구 신탄진로210번길 105 (와동),산업기계,2025-08-18
1120,22,삼성플라스틱,"대전광역시 대덕구 대덕대로1448번길 220 (신일동, 삼성프라스틱)",광고후레임.금속공작물,2025-08-18
1121,22,삼승산업,대전광역시 대덕구 방두말5길 15 (상서동),아크릴 가공품,2025-08-18
1122,13,삼신타올공업사,대전광역시 대덕구 방두말3길 30 (평촌동),부품가공,2025-08-18
1123,25,삼우기계,"대전광역시 대덕구 산업단지로87번길 90 (신일동, 아산테크)",산업용 노,2025-08-18
1124,25,삼우기계,대전광역시 대덕구 대덕대로1284번길 1295-11 (신일동),태양광에너지 연구개발,2025-08-18
1125,29,삼우기업사,대전광역시 대덕구 대청로63번길 19 (신탄진동),철근가공품,2025-08-18
1126,24,삼우주물,"대전광역시 대덕구 대전로 1323 (읍내동, 삼우주물) (총 4 필지) 외 3필지",철제 가공품,2025-08-18
1127,33,삼원산업개발(주),"대전광역시 대덕구 대덕대로1284번길 283 (신일동, 삼원산업)",정밀기계부품 가공,2025-08-18
1128,29,삼일기계,"대전광역시 대덕구 대덕대로1417번길 58 (문평동, (주)와이엠건설)",프라스틱 사출,2025-08-18
1129,13,삼정기술산업주식회사,"대전광역시 대덕구 신탄진로738번길 85 (신탄진동, (주)남창산업)",유압장치,2025-08-18
1130,10,삼주물산,대전광역시 대덕구 한밭대로1003번길 158 (대화동) 외 17필지,전기 관련 엔지니어링 서비스업,2025-08-18
1131,10,삼주물산,"대전광역시 대덕구 한밭대로1003번길 158 (대화동, 삼주물산)","환충기,송풍기, 금속제창",2025-08-18
1132,29,삼진 JMC 사업부,"대전광역시 대덕구 대화로52번길 20 (대화동, 대양염직) 외 3필지",화장품 포장기계 부품(지그 등),2025-08-18
1133,29,삼진밸브,대전광역시 대덕구 대화로32번길 30 (대화동),"지게차덧발,핀,버켓용접",2025-08-18
1134,23,삼표레미콘 주식회사,"대전광역시 대덕구 아리랑로 175, 삼표레미콘 주식회사 (읍내동) 외 2필지",엑스선부품,2025-08-18
1135,29,삼호정공,대전광역시 대덕구 신일서로126번길 71 (신일동),기계부품설계,2025-08-18
1136,33,삼화교구산업,대전광역시 대덕구 방두말1길 5 (평촌동),기계부품,2025-08-18
1137,28,삼화기전,"대전광역시 대덕구 대화로 120, 6층 622호(대화동, 가온비즈타워) 6층 622호",기계배관 외,2025-08-18
1138,29,삼화이엔지(주),"대전광역시 대덕구 대화로 135, 203, 204호 (대화동)",전기로 포머,2025-08-18
1139,29,상산기계,대전광역시 대덕구 대화로32번길 60-12 (대화동),"휀스, 구조물이음장치, 수압시험기, 실험실용배기기, 원판사포기, 몰드베이스",2025-08-18
1140,29,상산이엔지,대전광역시 대덕구 대화로32번길 60-12 (대화동),"공장 인테리어 디자인, 건축기계설비 설계",2025-08-18
1141,28,상원엔지니어링(주),대전광역시 대덕구 평촌4길 22 (평촌동),공작기계와이퍼,2025-08-18
1142,27,새강테크,대전광역시 대덕구 대화로 135 (대화동) 외 1필지,골판지 종이상자,2025-08-18
1143,13,새서울타올,대전광역시 대덕구 무지니1길 28 (평촌동),일반경영자문,2025-08-18
1144,29,새여울냉동공조,"대전광역시 대덕구 대화로106번길 66, 3층 334호(대화동, 펜타플렉스) 3층 334호",자동전기제어반,2025-08-18
1145,13,서광블라인드커텐,"대전광역시 대덕구 계족산로17번길 23, 1층, 지하1층 (중리동)",철도차량부품,2025-08-18
1146,32,서구산업,"대전광역시 대덕구 문평동로48번길 80 (문평동, 서구산업)",서바이벌 장비,2025-08-18
1147,29,서림엔지니어링,대전광역시 대덕구 산업단지로87번길 83 (신일동),의료기부품,2025-08-18
1148,29,서신기업(주),대전광역시 대덕구 대화로132번길 111 (대화동),철구조물,2025-08-18
1149,71,서진,"대전광역시 대덕구 대화로106번길 66, 8층 803호(대화동, 펜타플렉스) 8층 803호",슬라이딩칸막이,2025-08-18
1150,59,서진,"대전광역시 대덕구 대화로106번길 66, 10층 1016호(대화동, 펜타플렉스) 10층 1016호","유공압시스템, 유압배관",2025-08-18
1151,25,서진정밀,"대전광역시 대덕구 대화로32번길 36, D동 2호 (대화동)","유공압 시스템, 유압배관",2025-08-18
1152,22,서진화학공업사,대전광역시 대덕구 무지니1길 45 (평촌동),"유공압시스템, 유압배관",2025-08-18
1153,72,석림교역,"대전광역시 대덕구 대화로106번길 66, 229호(대화동, 펜타플렉스) 229호",합성수지 외,2025-08-18
1154,71,선,"대전광역시 대덕구 대화로106번길 66, 10층 1010호(대화동, 펜타플렉스) 10층 1010호 외 1필지",유선인터넷서비스,2025-08-18
1155,18,선광인쇄(주),대전광역시 대덕구 산업단지로 124 (신일동),수문 외 ,2025-08-18
1156,20,선문그린사이언스(주),"대전광역시 대덕구 대화로 140 (대화동, 에스엠비티)","우산빗물제거기, 우산꽂이 외",2025-08-18
1157,25,선일연마,대전광역시 대덕구 신일서로18번길 38-46 (신일동),"영업용씽크대,조리대,배기후드 등",2025-08-18
1158,25,선진산업,대전광역시 대덕구 대화로 187 (대화동) 외 1필지,연구실험용 장치 및 장비,2025-08-18
1159,68,선진산업,대전광역시 대덕구 대화로 187 (대화동),시설관리서비스 ,2025-08-18
1160,29,선테크,대전광역시 대덕구 신일서로18번길 36(신일동),"볼펜, 터치펜",2025-08-18
1161,29,선호엔지니어링,대전광역시 대덕구 한남로114번길 78 (오정동),산업용기계,2025-08-18
1162,25,선화스텐,대전광역시 대덕구 대전천북로 236 (오정동),상품관리 소프트웨어,2025-08-18
1163,20,성광아크릴,대전광역시 대덕구 대전로1134번길 17(오정동),마스크 디자인,2025-08-18
1164,25,성광정밀,"대전광역시 대덕구 대화로106번길 66, B1층 112호(대화동, 펜타플렉스) B1층 112호","전원반, 전원공급장치",2025-08-18
1165,29,성림산업,대전광역시 대덕구 덕암로 113 (상서동),"검사장비, 계측장비, 자동화장비",2025-08-18
1166,70,성림에너지 주식회사,"대전광역시 대덕구 대화로106번길 66, 9층 924호(대화동, 펜타플렉스) 9층 924호","미술품 투자가치 예측, 표준원가 산출 프로그램",2025-08-18
1167,25,성보철강 주식회사,"대전광역시 대덕구 벚꽃길 116(상서동, 성보철강(주))",케미칼필터 성능평가장치,2025-08-18
1168,25,성산철강,"대전광역시 대덕구 신일서로18번길 12 (신일동, 성현엠엔티)","운동복, 내의",2025-08-18
1169,25,성솔기공,대전광역시 대덕구 대화로132번길 120 (대화동) 세일정밀,홍보 책자 및 전단디자인 도안,2025-08-18
1170,22,성수테크,"대전광역시 대덕구 신일서로126번길 65 (신일동, 그린엔지니어링)",소창,2025-08-18
1171,29,성신이엔지,"대전광역시 대덕구 대화로 120, 3층 322호(대화동, 가온비즈타워) 3층 322호",각종 인쇄물,2025-08-18
1172,72,성신전기공업,"대전광역시 대덕구 대화로106번길 66, 4층 415호(대화동, 펜타플렉스) 4층 415호","서각, 원목지팡이, 원목도마 등 ",2025-08-18
1173,29,성우엔지니어링(주),대전광역시 대덕구 신탄진로756번길 54 (신탄진동) 외 1필지,고춧대 등 금속가공제품,2025-08-18
1174,25,성원ENG,"대전광역시 대덕구 대화로139번길 32(대화동, 삼진컨설팅(주))",데이터복구,2025-08-18
1175,29,성원중기,대전광역시 대덕구 아리랑로55번길 172 (신대동) 외 1필지,회사 경영자문서비스,2025-08-18
1176,25,성은정밀,대전광역시 대덕구 대전로1331번길 120 (대화동),반도체설비부품가공,2025-08-18
1177,72,성일금속,"대전광역시 대덕구 대화로106번길 66, 9층 912호(대화동, 펜타플렉스) 9층 912호","인력, 재정, 시장관리 컨설팅",2025-08-18
1178,25,성진산기,대전광역시 대덕구 대덕대로1284번길 1295-15 (신일동),베드연삭.평면연삭,2025-08-18
1179,29,성진테크&엘지모터,대전광역시 대덕구 오정로63번길 36 (오정동),무대기계장치,2025-08-18
1180,29,성창기공,"대전광역시 대덕구 대전로 1297 (읍내동, 성창기공)",통합출력관리솔루션,2025-08-18
1181,25,성창엔지니어링,대전광역시 대덕구 대화로 200 (대화동),전기,2025-08-18
1182,73,성하엔지니어링,"대전광역시 대덕구 대화로 120, 7층 723호(대화동, 가온비즈타워) 7층 723호","경영컨설팅(중장기전략, 조직인사, 성과관리)",2025-08-18
1183,29,성호케미칼,"대전광역시 대덕구 대전로 1303 (읍내동, (주)기흥금속)",타월,2025-08-18
1184,17,성환포장,대전광역시 대덕구 한밭대로1006번길 83 (오정동),금속가공품,2025-08-18
1185,71,세명,"대전광역시 대덕구 대화로 120, 8층 822호(대화동, 가온비즈타워) 8층 822호",골프타겟,2025-08-18
1186,28,세성제어,"대전광역시 대덕구 대화로 120, 11층 1133호(대화동, 가온비즈타워) 11층 1133호",무형재산권 중개,2025-08-18
1187,25,세신철강공업,"대전광역시 대덕구 대덕대로1277번길 12 (문평동, 세신철강)",공작기계,2025-08-18
1188,33,세야산업,"대전광역시 대덕구 신일동로 105, 2층 205 (신일동, 벤쳐타운장영실관) 2층 205호","제품 디자인, 포장 디자인, 캐릭터 디자인, 로고 디자인",2025-08-18
1189,25,세영금형,대전광역시 대덕구 태양마을길 49 (신탄진동),건축자재,2025-08-18
1190,25,세영테크,대전광역시 대덕구 대화로 178 (대화동) 외 1필지,초소형 위성 발사관,2025-08-18
1191,25,세웅건업(주),대전광역시 대덕구 오정로75번길 90-18 (오정동),전자변 공압판넬 ,2025-08-18
1192,29,세원유공압주식회사,대전광역시 대덕구 대화로 131 (대화동),비닐봉투롤팩,2025-08-18
1193,29,세원유공압주식회사,대전광역시 대덕구 대화로 131 (대화동),"알루미늄호일, 와이어매쉬, 제품디자인, 제품개발자문 ",2025-08-18
1194,29,세원유공압주식회사,대전광역시 대덕구 대화로 131 (대화동),온라인사업소(홈페이지 등),2025-08-18
1195,20,세원화성(주),"대전광역시 대덕구 대화로52번길 115 (대화동, 세원화성(주))","반도체 제조용 기계 장비, 유기화학기상증착장비",2025-08-18
1196,61,세이프시큐리티,"대전광역시 대덕구 대화로106번길 66, 8층 807호(대화동, 펜타플렉스) 8층 807호 외 1필지",광고영상 제작,2025-08-18
1197,27,세이프티위드 주식회사,"대전광역시 대덕구 대화로 120, 6층 615호(대화동, 가온비즈타워) 6층 615호 6층 615호 외 1필지",3D 프린터,2025-08-18
