기준년월,행정동명,중분류,소비액(천원)
202405,송도5동,육상운송,998.0
202405,송도5동,레저용품쇼핑,2864.0
202405,송도5동,기타관광쇼핑,620215.0
202405,송도5동,의료관광,36012.0
202405,송도5동,뷰티,45503.0
202405,송도5동,일반외식업,534704.0
202405,송도5동,제과음료업,284406.0
202406,송도5동,기타레저,635.0
202406,송도5동,육상운송,620.0
202406,송도5동,수상운송,4602.0
202406,송도5동,레저용품쇼핑,1522.0
202406,송도5동,기타관광쇼핑,612559.0
202406,송도5동,의료관광,36238.0
202406,송도5동,뷰티,51938.0
202406,송도5동,일반외식업,553283.0
202406,송도5동,제과음료업,288659.0
202407,송도5동,기타레저,319.0
202407,송도5동,육상운송,791.0
202407,송도5동,수상운송,14587.0
202407,송도5동,레저용품쇼핑,5156.0
202407,송도5동,기타관광쇼핑,599537.0
202407,송도5동,의료관광,26016.0
202407,송도5동,뷰티,50844.0
202407,송도5동,일반외식업,545493.0
202407,송도5동,제과음료업,268167.0
202408,송도5동,기타레저,666.0
202408,송도5동,육상운송,847.0
202408,송도5동,수상운송,2533.0
202408,송도5동,렌터카,1944.0
202408,송도5동,레저용품쇼핑,4237.0
202408,송도5동,기타관광쇼핑,636887.0
202408,송도5동,의료관광,32632.0
202408,송도5동,뷰티,52066.0
202408,송도5동,일반외식업,527901.0
202408,송도5동,제과음료업,300304.0
202409,송도5동,기타관광쇼핑,643555.0
202409,송도5동,기타레저,532.0
202409,송도5동,육상운송,1094.0
202409,송도5동,수상운송,1136.0
202409,송도5동,레저용품쇼핑,1577.0
202409,송도5동,의료관광,30442.0
202409,송도5동,뷰티,62326.0
202409,송도5동,일반외식업,485655.0
202409,송도5동,제과음료업,296005.0
202410,송도5동,렌터카,4199.0
202410,송도5동,기타레저,611.0
202410,송도5동,육상운송,571.0
202410,송도5동,수상운송,1164.0
202410,송도5동,레저용품쇼핑,1689.0
202410,송도5동,기타관광쇼핑,632942.0
202410,송도5동,의료관광,28748.0
202410,송도5동,뷰티,37695.0
202410,송도5동,일반외식업,496072.0
202410,송도5동,제과음료업,270948.0
202411,송도5동,기타레저,640.0
202411,송도5동,육상운송,658.0
202411,송도5동,수상운송,908.0
202411,송도5동,렌터카,1593.0
202411,송도5동,레저용품쇼핑,3458.0
202411,송도5동,기타관광쇼핑,555641.0
202411,송도5동,의료관광,25999.0
202411,송도5동,뷰티,66507.0
202411,송도5동,일반외식업,471679.0
202411,송도5동,제과음료업,197543.0
202412,송도5동,기타레저,1874.0
202412,송도5동,육상운송,694.0
202412,송도5동,레저용품쇼핑,310.0
202412,송도5동,기타관광쇼핑,646378.0
202412,송도5동,의료관광,40270.0
202412,송도5동,뷰티,63327.0
202412,송도5동,일반외식업,429512.0
202412,송도5동,제과음료업,208905.0
